        m,         Re{B_x[1]} (Wb/m²),         Im{B_x[1]} (Wb/m²),         Re{B_y[1]} (Wb/m²),         Im{B_y[1]} (Wb/m²),         Re{B_z[1]} (Wb/m²),         Im{B_z[1]} (Wb/m²),         Re{B_x[2]} (Wb/m²),         Im{B_x[2]} (Wb/m²),         Re{B_y[2]} (Wb/m²),         Im{B_y[2]} (Wb/m²),         Re{B_z[2]} (Wb/m²),         Im{B_z[2]} (Wb/m²),         Re{B_x[3]} (Wb/m²),         Im{B_x[3]} (Wb/m²),         Re{B_y[3]} (Wb/m²),         Im{B_y[3]} (Wb/m²),         Re{B_z[3]} (Wb/m²),         Im{B_z[3]} (Wb/m²),         Re{B_x[4]} (Wb/m²),         Im{B_x[4]} (Wb/m²),         Re{B_y[4]} (Wb/m²),         Im{B_y[4]} (Wb/m²),         Re{B_z[4]} (Wb/m²),         Im{B_z[4]} (Wb/m²),         Re{B_x[5]} (Wb/m²),         Im{B_x[5]} (Wb/m²),         Re{B_y[5]} (Wb/m²),         Im{B_y[5]} (Wb/m²),         Re{B_z[5]} (Wb/m²),         Im{B_z[5]} (Wb/m²),         Re{B_x[6]} (Wb/m²),         Im{B_x[6]} (Wb/m²),         Re{B_y[6]} (Wb/m²),         Im{B_y[6]} (Wb/m²),         Re{B_z[6]} (Wb/m²),         Im{B_z[6]} (Wb/m²),         Re{B_x[7]} (Wb/m²),         Im{B_x[7]} (Wb/m²),         Re{B_y[7]} (Wb/m²),         Im{B_y[7]} (Wb/m²),         Re{B_z[7]} (Wb/m²),         Im{B_z[7]} (Wb/m²)
 1.00e+00,        -2.124675878317e-09,        -4.166630770297e-10,        -2.030475400295e-09,        -5.427250607764e-10,        -2.287923692704e-09,        +3.840716080103e-09,        -2.037566897792e-09,        -7.159855600158e-10,        -1.680453359049e-09,        -2.291797321139e-09,        +1.465767524777e-08,        -1.119804823556e-10,        -1.787468356928e-09,        -1.784586485079e-09,        -7.680228858905e-10,        -5.102824803106e-09,        +3.016341755560e-08,        +5.586420498844e-09,        -9.650062377592e-10,        -3.170246836924e-09,        +4.306678501462e-09,        -1.036722491971e-08,        +4.247784242649e-08,        +2.742671505315e-08,        +4.919442381047e-10,        -2.437907449891e-09,        +1.068008521609e-08,        -9.511102073013e-09,        +4.458553475929e-08,        +6.699968574331e-08,        +4.755208992411e-09,        -2.851598920597e-09,        +9.273035735631e-09,        -7.744666753186e-09,        +2.660494215323e-08,        +5.828128934196e-08,        +3.955129803178e-09,        +1.883180757907e-08,        +2.391960601323e-09,        +4.637355470485e-09,        +2.455360307482e-09,        +2.023376724162e-08
 2.00e+00,        +1.840533879856e-09,        +1.667388253414e-09,        +6.091021370794e-10,        +1.390782619434e-09,        +2.283838433656e-07,        -1.923983502582e-07,        +2.479367624813e-10,        -7.133004927354e-10,        -1.361805543997e-09,        -2.589147912429e-09,        +3.514078228253e-07,        -6.073086893557e-08,        +8.936291304414e-10,        +6.775237588058e-11,        -1.092581011671e-09,        -1.146480248007e-09,        +4.829253707526e-07,        +2.328542259361e-07,        +4.526291117502e-10,        -1.330542091873e-09,        +3.451085851419e-09,        -5.528054422328e-09,        +4.681040017498e-07,        +7.424703196399e-07,        -2.618000771726e-09,        +2.615745404285e-09,        +2.970763361044e-10,        +9.123462621786e-10,        +1.760694932252e-07,        +1.395081420459e-06,        -1.259943788526e-10,        +3.756254432776e-09,        +3.673504900989e-11,        -2.661490957532e-11,        +3.567285293890e-08,        +1.467452666340e-06,        -1.116300079611e-09,        +1.397072545974e-09,        -8.979874227483e-11,        -4.910913655314e-09,        +5.810301342128e-09,        +5.326854488990e-07
 3.00e+00,        +1.689642766004e-11,        -2.152137101149e-11,        -7.210287080263e-11,        +5.728234764434e-11,        +2.134864887555e-11,        -1.965637208396e-11,        +2.029382801986e-11,        -2.062773909013e-11,        -1.253097503799e-10,        -2.296656690427e-12,        +1.709286584158e-10,        +7.955146077847e-11,        +2.905119251523e-11,        -1.204781207587e-11,        -1.883769474249e-10,        -1.437562372036e-10,        +3.869747020602e-10,        +3.887025430330e-10,        +3.688817130466e-11,        +1.678961800726e-11,        -1.471265317193e-10,        -4.231523589911e-10,        +5.198557697218e-10,        +1.145702333977e-09,        +3.532622449214e-11,        +4.368837272382e-11,        +4.164922261487e-11,        -7.426065738431e-10,        +2.929679996906e-10,        +2.378722958844e-09,        +2.178747639524e-11,        +1.443777342495e-10,        +4.138761979642e-11,        -5.975342653545e-10,        +2.949509010891e-11,        +4.040636830114e-09,        +3.484751729549e-12,        -4.563783875822e-09,        -1.111933297075e-12,        -2.667394564054e-09,        -3.223293700298e-11,        +3.043587808893e-07
 4.00e+00,        -2.329287460204e-11,        +3.519068801334e-11,        -1.027115253050e-10,        +7.393343411510e-11,        -6.575392328758e-11,        +6.933232964852e-11,        -2.595784490338e-11,        +2.291665559299e-11,        -2.834950535203e-10,        -3.028027235738e-11,        -5.215029524203e-11,        +8.028088190881e-11,        -3.144442975355e-11,        +1.673662631458e-11,        -4.406130847580e-10,        -3.151623198300e-10,        +6.083801792532e-11,        +1.948775703351e-10,        -3.215786868902e-11,        -2.467299483432e-11,        -4.241861088814e-10,        -8.453083145694e-10,        +1.888118111170e-10,        +5.905794217458e-10,        -3.082948815375e-11,        -1.164118890927e-12,        +3.411122191909e-12,        -1.649895395532e-09,        +2.095416207795e-10,        +1.297953195532e-09,        -2.691980907448e-11,        -7.594353431532e-11,        +3.786356534102e-11,        -1.312359849138e-09,        +4.612037452557e-11,        +3.032986160469e-09,        -3.952036752447e-12,        -2.927867854621e-09,        -3.918859541798e-12,        -6.871253114216e-09,        +1.193243542638e-10,        +3.243211376197e-07
