        m,               Re{V[1]} (V),               Im{V[1]} (V)
 1.00e+00,        +9.014026354787e-02,        +9.332973148503e-02
 2.00e+00,        +6.501348538633e-04,        +3.937141994530e-04
 3.00e+00,        +4.155295495211e-03,        -4.529936478348e-04
 4.00e+00,        +1.665466549023e-01,        +3.207436489868e-01
 5.00e+00,        -3.645994448815e-03,        -2.466195447143e-03
 6.00e+00,        -1.491977007364e-03,        -9.992399431806e-04
 7.00e+00,        +2.218792285910e-04,        +1.318180204835e-04
 8.00e+00,        +5.838133581306e-04,        +2.859502647622e-04
