        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13],             E_elec[14] (J),                 p_elec[14],              E_mag[14] (J),                  p_mag[14],             E_elec[15] (J),                 p_elec[15],              E_mag[15] (J),                  p_mag[15],             E_elec[16] (J),                 p_elec[16],              E_mag[16] (J),                  p_mag[16],             E_elec[17] (J),                 p_elec[17],              E_mag[17] (J),                  p_mag[17]
 1.00e+00,        +2.935514708646e-10,        +2.935277352798e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.784571831102e-13,        +1.629891963072e-03,        +7.759602731790e-12,        +2.643567131533e-02,        +4.784571831102e-13,        +1.629891963072e-03,        +7.759602731790e-12,        +2.643567131533e-02,        +3.308938980951e-13,        +1.127209130040e-03,        +3.682421716062e-12,        +1.254539613625e-02,        +7.174040733804e-11,        +2.443878312950e-01,        +7.250189727313e-11,        +2.470018623760e-01,        +4.803991060409e-11,        +1.636507235430e-01,        +4.366260052407e-11,        +1.487511920550e-01,        +6.241472338359e-11,        +2.126193515562e-01,        +6.002569594027e-11,        +2.044975268966e-01,        +6.240320219336e-11,        +2.125801039578e-01,        +6.001816093753e-11,        +2.044718563999e-01,        +4.806099276896e-11,        +1.637225411524e-01,        +4.367748612636e-11,        +1.488019048173e-01,        +8.288349531079e-14,        +2.823474025413e-04,        +2.199870030622e-12,        +7.494590003648e-03
 2.00e+00,        +2.935514708646e-10,        +2.934693908216e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.956057038554e-13,        +2.028965149114e-03,        +2.961382870457e-12,        +1.009094291628e-02,        +5.956057038554e-13,        +2.028965149114e-03,        +2.961382870457e-12,        +1.009094291628e-02,        +2.815740216162e-13,        +9.591981289922e-04,        +1.413838321805e-12,        +4.817668779175e-03,        +1.891429742495e-10,        +6.443264402403e-01,        +1.865954863974e-10,        +6.358260596617e-01,        +3.119680834313e-11,        +1.062737251878e-01,        +3.066688318648e-11,        +1.044977232570e-01,        +2.057617094982e-11,        +7.009391194403e-02,        +2.018969628892e-11,        +6.879659998748e-02,        +2.051904726512e-11,        +6.989931682062e-02,        +2.014723660342e-11,        +6.865191816775e-02,        +3.120001103441e-11,        +1.062846353402e-01,        +3.065449944517e-11,        +1.044555255298e-01,        +3.927929713237e-14,        +1.338071889631e-04,        +8.403677079293e-13,        +2.863561700853e-03
 3.00e+00,        +2.935514708646e-10,        +2.935374595099e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.657546939992e-15,        +5.646529159301e-06,        +3.320344326827e-16,        +1.131148417095e-06,        +1.657546939992e-15,        +5.646529159301e-06,        +3.320344326827e-16,        +1.131148417095e-06,        +3.212632008537e-15,        +1.094401604964e-05,        +7.684439102523e-16,        +2.617873410554e-06,        +5.302095818162e-11,        +1.806189491249e-01,        +6.394902361840e-11,        +2.178564321064e-01,        +5.816444602820e-11,        +1.981405368432e-01,        +5.927229252667e-11,        +2.019241177110e-01,        +6.407228682853e-11,        +2.182659369406e-01,        +5.382048529755e-11,        +1.833513357628e-01,        +6.244082594658e-11,        +2.127082714411e-01,        +5.500171862479e-11,        +1.873754672287e-01,        +5.584768846840e-11,        +1.902483687236e-01,        +6.149257831032e-11,        +2.094880101947e-01,        +3.952322740079e-16,        +1.346381514778e-06,        +2.606537904231e-16,        +8.879745394619e-07
 4.00e+00,        +2.935514708646e-10,        +2.935368070775e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.980205952929e-15,        +1.696535853921e-05,        +6.507965845030e-15,        +2.217086814368e-05,        +4.980205952929e-15,        +1.696535853921e-05,        +6.507965845030e-15,        +2.217086814368e-05,        +4.550059556714e-15,        +1.550004005537e-05,        +3.758414842452e-15,        +1.280389631498e-05,        +6.612169511166e-11,        +2.252473643444e-01,        +5.539235620077e-11,        +1.887066795891e-01,        +5.898392495185e-11,        +2.009321390151e-01,        +5.786908286230e-11,        +1.971442131515e-01,        +5.271725907198e-11,        +1.795843806087e-01,        +6.286988424977e-11,        +2.141805822436e-01,        +5.439885332256e-11,        +1.853128283171e-01,        +6.174510789576e-11,        +2.103487753734e-01,        +6.131961308620e-11,        +2.088887952276e-01,        +5.564859839304e-11,        +1.895796269881e-01,        +5.950547847331e-16,        +2.027088411380e-06,        +1.511095130585e-15,        +5.147889784691e-06
