        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.392359718868e+00,        +9.067697986142e-05,        +1.319165969269e+04,        +1.643899977898e-13,        +8.456719226560e-09
 2.00e+00,        +2.452526087370e+00,        +2.937333019376e-05,        +4.174749800871e+04,        +1.514746407707e-13,        +7.792441501544e-09
 3.00e+00,        +2.606300824361e+00,        +6.242946858930e-05,        +2.087396292170e+04,        +1.806121167761e-13,        +9.291791202045e-09
 4.00e+00,        +2.606822152074e+00,        +6.249465751622e-05,        +2.085636001882e+04,        +1.098590500495e-13,        +5.651821862564e-09
 5.00e+00,        +2.666537532830e+00,        +1.211842024178e-04,        +1.100200142585e+04,        +9.970307834576e-14,        +5.129427074227e-09
 6.00e+00,        +2.739866536839e+00,        +7.331927657523e-05,        +1.868448971267e+04,        +1.308757022844e-13,        +6.733315574530e-09
 7.00e+00,        +2.750262497439e+00,        +6.986201350634e-05,        +1.968353301238e+04,        +1.368072118003e-13,        +7.038503412913e-09
 8.00e+00,        +2.755186600376e+00,        +7.340545552323e-05,        +1.876690623139e+04,        +1.052684903247e-13,        +5.415896900882e-09
