        f (GHz),           Re{E_x[1]} (V/m),           Im{E_x[1]} (V/m),           Re{E_y[1]} (V/m),           Im{E_y[1]} (V/m),           Re{E_z[1]} (V/m),           Im{E_z[1]} (V/m),           Re{E_x[2]} (V/m),           Im{E_x[2]} (V/m),           Re{E_y[2]} (V/m),           Im{E_y[2]} (V/m),           Re{E_z[2]} (V/m),           Im{E_z[2]} (V/m),           Re{E_x[3]} (V/m),           Im{E_x[3]} (V/m),           Re{E_y[3]} (V/m),           Im{E_y[3]} (V/m),           Re{E_z[3]} (V/m),           Im{E_z[3]} (V/m),           Re{E_x[4]} (V/m),           Im{E_x[4]} (V/m),           Re{E_y[4]} (V/m),           Im{E_y[4]} (V/m),           Re{E_z[4]} (V/m),           Im{E_z[4]} (V/m)
 2.40000000e+00,        +3.264357583375e+00,        +5.853943540945e-01,        +2.370473869221e+00,        -1.533530853617e+00,        +3.984117853848e-02,        -1.138133350532e-02,        +1.935996768687e+00,        +1.320382414409e+00,        +9.897730327995e+00,        -2.802724322964e+00,        -1.639165855976e-02,        +4.732148295481e-02,        +2.819069020780e+00,        +1.645329360913e+00,        +2.188516970747e+01,        -4.011411603457e+00,        -1.431974716253e-02,        +8.634269858309e-02,        -2.093406132072e+00,        -3.375365988867e-02,        +5.730488714287e+01,        -3.819122520893e+00,        +1.689749026240e-02,        +2.470828982553e-02
 2.40002500e+00,        +3.266433046153e+00,        +5.855947559626e-01,        +2.370786249567e+00,        -1.534713654299e+00,        +3.988224443232e-02,        -1.140172907541e-02,        +1.936872016770e+00,        +1.321014862229e+00,        +9.903161427319e+00,        -2.805174924627e+00,        -1.638626697117e-02,        +4.734423616034e-02,        +2.819853940036e+00,        +1.645887931608e+00,        +2.189833215633e+01,        -4.015149568337e+00,        -1.430898220929e-02,        +8.638574034221e-02,        -2.096810023692e+00,        -3.381023984096e-02,        +5.734511813896e+01,        -3.824696131650e+00,        +1.683851130430e-02,        +2.474096589418e-02
 2.40005000e+00,        +3.268506069045e+00,        +5.857942979838e-01,        +2.371106347616e+00,        -1.535896353559e+00,        +3.992325362493e-02,        -1.142211124039e-02,        +1.937746351560e+00,        +1.321646267007e+00,        +9.908603685848e+00,        -2.807626645893e+00,        -1.638087613739e-02,        +4.736696581745e-02,        +2.820637869518e+00,        +1.646445480878e+00,        +2.191151443070e+01,        -4.018890432266e+00,        -1.429821224502e-02,        +8.642873653276e-02,        -2.100214115841e+00,        -3.386686310623e-02,        +5.738540146265e+01,        -3.830278977039e+00,        +1.677946095772e-02,        +2.477363498288e-02
 2.40007500e+00,        +3.270576655329e+00,        +5.859929823707e-01,        +2.371434166165e+00,        -1.537078957627e+00,        +3.996420620737e-02,        -1.144247999946e-02,        +1.938619773985e+00,        +1.322276630623e+00,        +9.914057117367e+00,        -2.810079495881e+00,        -1.637548606762e-02,        +4.738967196246e-02,        +2.821420810173e+00,        +1.647002010594e+00,        +2.192471656154e+01,        -4.022634209229e+00,        -1.428743728826e-02,        +8.647168722244e-02,        -2.103618407966e+00,        -3.392352964957e-02,        +5.742573720495e+01,        -3.835871083800e+00,        +1.672033904080e-02,        +2.480629716752e-02
 2.40010000e+00,        +3.272644808278e+00,        +5.861908113296e-01,        +2.371769708039e+00,        -1.538261472733e+00,        +4.000510227053e-02,        -1.146283535185e-02,        +1.939492284973e+00,        +1.322905954955e+00,        +9.919521735708e+00,        -2.812533483714e+00,        -1.637009677103e-02,        +4.741235463160e-02,        +2.822202762948e+00,        +1.647557522619e+00,        +2.193793857988e+01,        -4.026380913232e+00,        -1.427665735748e-02,        +8.651459247875e-02,        -2.107022899513e+00,        -3.398023943681e-02,        +5.746612545716e+01,        -3.841472478747e+00,        +1.666114537141e-02,        +2.483895252402e-02
 2.40012500e+00,        +3.274710531157e+00,        +5.863877870607e-01,        +2.372112976092e+00,        -1.539443905109e+00,        +4.004594190509e-02,        -1.148317729680e-02,        +1.940363885447e+00,        +1.323534241876e+00,        +9.924997554744e+00,        -2.814988618531e+00,        -1.636470825676e-02,        +4.743501386101e-02,        +2.822983728786e+00,        +1.648112018814e+00,        +2.195118051683e+01,        -4.030130558309e+00,        -1.426587247105e-02,        +8.655745236906e-02,        -2.110427589927e+00,        -3.403699243449e-02,        +5.750656631074e+01,        -3.847083188766e+00,        +1.660187976709e-02,        +2.487160112839e-02
 2.40015000e+00,        +3.276773827226e+00,        +5.865839117579e-01,        +2.372463973206e+00,        -1.540626260982e+00,        +4.008672520151e-02,        -1.150350583362e-02,        +1.941234576332e+00,        +1.324161493252e+00,        +9.930484588396e+00,        -2.817444909475e+00,        -1.635932053390e-02,        +4.745764968675e-02,        +2.823763708628e+00,        +1.648665501035e+00,        +2.196444240360e+01,        -4.033883158517e+00,        -1.425508264726e-02,        +8.660026696059e-02,        -2.113832478652e+00,        -3.409378860981e-02,        +5.754705985744e+01,        -3.852703240817e+00,        +1.654254204511e-02,        +2.490424305671e-02
 2.40017500e+00,        +3.278834699734e+00,        +5.867791876087e-01,        +2.372822702294e+00,        -1.541808546581e+00,        +4.012745225008e-02,        -1.152382096164e-02,        +1.942104358549e+00,        +1.324787710946e+00,        +9.935982850629e+00,        -2.819902365702e+00,        -1.635393361150e-02,        +4.748026214481e-02,        +2.824542703415e+00,        +1.649217971133e+00,        +2.197772427148e+01,        -4.037638727936e+00,        -1.424428790431e-02,        +8.664303632039e-02,        -2.117237565131e+00,        -3.415062793075e-02,        +5.758760618922e+01,        -3.858332661933e+00,        +1.648313202241e-02,        +2.493687838512e-02
 2.40020000e+00,        +3.280893151926e+00,        +5.869736167945e-01,        +2.373189166293e+00,        -1.542990768131e+00,        +4.016812314087e-02,        -1.154412268022e-02,        +1.942973233018e+00,        +1.325412896816e+00,        +9.941492355451e+00,        -2.822360996378e+00,        -1.634854749859e-02,        +4.750285127108e-02,        +2.825320714082e+00,        +1.649769430954e+00,        +2.199102615182e+01,        -4.041397280672e+00,        -1.423348826031e-02,        +8.668576051536e-02,        -2.120642848807e+00,        -3.420751036593e-02,        +5.762820539825e+01,        -3.863971479222e+00,        +1.642364951564e-02,        +2.496950718985e-02
 2.40022500e+00,        +3.282949187039e+00,        +5.871672014907e-01,        +2.373563368171e+00,        -1.544172931858e+00,        +4.020873796376e-02,        -1.156441098877e-02,        +1.943841200659e+00,        +1.326037052717e+00,        +9.947013116916e+00,        -2.824820810677e+00,        -1.634316220414e-02,        +4.752541710138e-02,        +2.826097741567e+00,        +1.650319882339e+00,        +2.200434807608e+01,        -4.045158830856e+00,        -1.422268373328e-02,        +8.672843961226e-02,        -2.124048329121e+00,        -3.426443588471e-02,        +5.766885757696e+01,        -3.869619719866e+00,        +1.636409434116e-02,        +2.500212954718e-02
