        f (GHz),         Re{B_x[1]} (Wb/m²),         Im{B_x[1]} (Wb/m²),         Re{B_y[1]} (Wb/m²),         Im{B_y[1]} (Wb/m²),         Re{B_z[1]} (Wb/m²),         Im{B_z[1]} (Wb/m²),         Re{B_x[2]} (Wb/m²),         Im{B_x[2]} (Wb/m²),         Re{B_y[2]} (Wb/m²),         Im{B_y[2]} (Wb/m²),         Re{B_z[2]} (Wb/m²),         Im{B_z[2]} (Wb/m²),         Re{B_x[3]} (Wb/m²),         Im{B_x[3]} (Wb/m²),         Re{B_y[3]} (Wb/m²),         Im{B_y[3]} (Wb/m²),         Re{B_z[3]} (Wb/m²),         Im{B_z[3]} (Wb/m²),         Re{B_x[4]} (Wb/m²),         Im{B_x[4]} (Wb/m²),         Re{B_y[4]} (Wb/m²),         Im{B_y[4]} (Wb/m²),         Re{B_z[4]} (Wb/m²),         Im{B_z[4]} (Wb/m²)
 2.40000000e+00,        +4.987453494056e-10,        +1.559092535450e-10,        +4.792629190901e-10,        +3.304789880119e-11,        +5.455156781015e-08,        +3.776605113411e-07,        +4.294477352934e-10,        +3.132548064700e-10,        +4.641815446124e-10,        +4.751439192045e-11,        +4.936304538231e-08,        +3.797658286303e-07,        +3.152161014613e-10,        +5.453943756735e-10,        +4.160098263555e-10,        +1.237588961219e-10,        +2.511472869459e-08,        +3.827870237072e-07,        -1.191514744139e-10,        +1.395688133717e-09,        +6.956264125559e-11,        -1.375500161024e-11,        +3.358925746154e-09,        +1.783118295972e-07
 2.40002500e+00,        +4.993001957511e-10,        +1.557509939881e-10,        +4.796664563901e-10,        +3.286596165986e-11,        +5.460338716072e-08,        +3.778893119148e-07,        +4.299637942616e-10,        +3.131937638945e-10,        +4.645788394388e-10,        +4.733586779953e-11,        +4.941212439493e-08,        +3.799946495271e-07,        +3.156793331146e-10,        +5.454950792454e-10,        +4.163955445671e-10,        +1.236273735153e-10,        +2.514908316995e-08,        +3.830158021547e-07,        -1.191341644281e-10,        +1.395304836468e-09,        +6.965036392838e-11,        -1.390859905793e-11,        +3.367093177642e-09,        +1.783762859639e-07
 2.40005000e+00,        +4.998543671869e-10,        +1.555929351580e-10,        +4.800695611131e-10,        +3.268409563943e-11,        +5.465529020106e-08,        +3.781183899040e-07,        +4.304791538236e-10,        +3.131330541959e-10,        +4.649757076263e-10,        +4.715740419121e-11,        +4.946127976339e-08,        +3.802237477823e-07,        +3.161418646239e-10,        +5.455962683513e-10,        +4.167808473132e-10,        +1.234958873963e-10,        +2.518349052061e-08,        +3.832448584145e-07,        -1.191172375301e-10,        +1.394920736325e-09,        +6.973797811025e-11,        -1.406262225034e-11,        +3.375275447468e-09,        +1.784408184373e-07
 2.40007500e+00,        +5.004078646569e-10,        +1.554350773459e-10,        +4.804722339429e-10,        +3.250230077138e-11,        +5.470727712053e-08,        +3.783477458106e-07,        +4.309938148738e-10,        +3.130726778919e-10,        +4.653721498457e-10,        +4.697900112185e-11,        +4.951051166978e-08,        +3.804531239007e-07,        +3.166036967928e-10,        +5.456979438526e-10,        +4.171657352195e-10,        +1.233644378564e-10,        +2.521795089363e-08,        +3.834741929982e-07,        -1.191006941367e-10,        +1.394535832376e-09,        +6.982548371028e-11,        -1.421707139567e-11,        +3.383472592189e-09,        +1.785054271584e-07
 2.40010000e+00,        +5.009606891037e-10,        +1.552774208431e-10,        +4.808744755613e-10,        +3.232057708678e-11,        +5.475934810906e-08,        +3.785773801378e-07,        +4.315077783043e-10,        +3.130126354976e-10,        +4.657681667664e-10,        +4.680065861746e-11,        +4.955982029668e-08,        +3.806827783881e-07,        +3.170648304247e-10,        +5.458001066056e-10,        +4.175502089091e-10,        +1.232330249914e-10,        +2.525246443646e-08,        +3.837038064189e-07,        -1.190845346664e-10,        +1.394150123701e-09,        +6.991288063718e-11,        -1.437194670385e-11,        +3.391684648481e-09,        +1.785701122686e-07
 2.40012500e+00,        +5.015128414662e-10,        +1.551199659401e-10,        +4.812762866489e-10,        +3.213892461560e-11,        +5.481150335712e-08,        +3.788072933900e-07,        +4.320210450040e-10,        +3.129529275331e-10,        +4.661637590566e-10,        +4.662237670188e-11,        +4.960920582725e-08,        +3.809127117518e-07,        +3.175252663209e-10,        +5.459027574714e-10,        +4.179342690041e-10,        +1.231016488919e-10,        +2.528703129703e-08,        +3.839336991906e-07,        -1.190687595398e-10,        +1.393763609382e-09,        +7.000016879925e-11,        -1.452724838645e-11,        +3.399911653138e-09,        +1.786348739095e-07
 2.40015000e+00,        +5.020643226813e-10,        +1.549627129273e-10,        +4.816776678846e-10,        +3.195734338992e-11,        +5.486374305578e-08,        +3.790374860729e-07,        +4.325336158601e-10,        +3.128935545146e-10,        +4.665589273823e-10,        +4.644415540086e-11,        +4.965866844513e-08,        +3.811429245002e-07,        +3.179850052784e-10,        +5.460058973164e-10,        +4.183179161247e-10,        +1.229703096495e-10,        +2.532165162365e-08,        +3.841638718288e-07,        -1.190533691792e-10,        +1.393376288492e-09,        +7.008734810443e-11,        -1.468297665679e-11,        +3.408153643068e-09,        +1.786997122230e-07
 2.40017500e+00,        +5.026151336843e-10,        +1.548056620966e-10,        +4.820786199453e-10,        +3.177583343848e-11,        +5.491606739662e-08,        +3.792679586932e-07,        +4.330454917568e-10,        +3.128345169631e-10,        +4.669536724082e-10,        +4.626599474028e-11,        +4.970820833452e-08,        +3.813734171428e-07,        +3.184440480940e-10,        +5.461095269995e-10,        +4.187011508895e-10,        +1.228390073576e-10,        +2.535632556507e-08,        +3.843943248500e-07,        -1.190383640085e-10,        +1.392988160105e-09,        +7.017441846027e-11,        -1.483913172991e-11,        +3.416410655302e-09,        +1.787646273516e-07
 2.40020000e+00,        +5.031652754064e-10,        +1.546488137379e-10,        +4.824791435068e-10,        +3.159439479156e-11,        +5.496847657181e-08,        +3.794987117590e-07,        +4.335566735756e-10,        +3.127758153988e-10,        +4.673479947975e-10,        +4.608789474235e-11,        +4.975782568013e-08,        +3.816041901905e-07,        +3.189023955591e-10,        +5.462136473879e-10,        +4.190839739167e-10,        +1.227077421063e-10,        +2.539105327048e-08,        +3.846250587721e-07,        -1.190237444539e-10,        +1.392599223288e-09,        +7.026137977394e-11,        -1.499571382247e-11,        +3.424682726985e-09,        +1.788296194378e-07
 2.40022500e+00,        +5.037147487782e-10,        +1.544921681425e-10,        +4.828792392429e-10,        +3.141302747878e-11,        +5.502097077407e-08,        +3.797297457796e-07,        +4.340671621964e-10,        +3.127174503399e-10,        +4.677418952120e-10,        +4.590985543246e-11,        +4.980752066722e-08,        +3.818352441553e-07,        +3.193600484666e-10,        +5.463182593514e-10,        +4.194663858216e-10,        +1.225765139862e-10,        +2.542583488949e-08,        +3.848560741143e-07,        -1.190095109431e-10,        +1.392209477106e-09,        +7.034823195222e-11,        -1.515272315301e-11,        +3.432969895383e-09,        +1.788946886248e-07
