        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +1.252734875878e+00,        +6.509223096392e-05,        +9.622768024834e+03,        +8.633535585801e-13,        +5.717533566953e-09
 2.00e+00,        +1.591462311595e+00,        +7.502236033697e-05,        +1.060658653110e+04,        +1.194980897344e-12,        +7.916664491248e-09
 3.00e+00,        +1.591551601322e+00,        +7.491568040387e-05,        +1.062228624572e+04,        +1.240605259814e-12,        +8.218923587270e-09
 4.00e+00,        +1.640330936434e+00,        +1.814738200690e-04,        +4.519469931940e+03,        +1.346792598356e-12,        +8.922949278708e-09
 5.00e+00,        +1.897923255808e+00,        +2.022288728306e-04,        +4.692513091767e+03,        +1.280741960794e-12,        +8.488321404678e-09
 6.00e+00,        +1.898421809909e+00,        +2.017446633919e-04,        +4.705011247166e+03,        +7.732529320514e-13,        +5.124860744596e-09
 7.00e+00,        +2.024841309417e+00,        +1.234098546428e-04,        +8.203726189611e+03,        +7.447211404928e-13,        +4.936704429625e-09
 8.00e+00,        +2.025547743098e+00,        +1.220310511040e-04,        +8.299312873439e+03,        +8.904946253107e-13,        +5.903033183653e-09
 9.00e+00,        +2.058057583584e+00,        +2.635601904025e-04,        +3.904340783251e+03,        +9.030138767090e-13,        +5.986328521227e-09
 1.00e+01,        +2.058652765550e+00,        +2.639454843984e-04,        +3.899768899557e+03,        +1.170667066907e-12,        +7.760682802052e-09
 1.10e+01,        +2.094566569183e+00,        +3.415762099978e-04,        +3.066031145799e+03,        +1.187039987572e-12,        +7.869675463445e-09
 1.20e+01,        +2.299467981816e+00,        +3.488863163256e-04,        +3.295440234660e+03,        +9.348136516159e-13,        +6.199648130127e-09
