        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        -2.308969578978e-04,        +1.696389610010e-02
 2.00e+00,        +9.254475934533e-05,        -1.029490804238e-03
 3.00e+00,        -2.556272003356e-03,        -9.109949747491e-03
 4.00e+00,        +5.485407532061e-03,        +4.562823330045e-02
 5.00e+00,        -3.695877051885e-05,        +9.325575432340e-05
 6.00e+00,        -9.147315658239e-05,        +2.659911220739e-04
