        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +3.311246247706e+05,        +7.366422003037e-06
 2.00e+00,        +1.322544884928e+10,        -1.965092986269e-10
 3.00e+00,        +8.696857237224e+07,        -2.995845579115e-08
 4.00e+00,        +5.310019606171e+04,        -4.908269960831e-05
 5.00e+00,        +5.334898132110e+08,        -5.063866397282e-09
 6.00e+00,        +2.286099276570e+09,        -1.181813305190e-09
 7.00e+00,        +1.034982762274e+15,        -2.646861666263e-15
 8.00e+00,        +1.597589742483e+12,        +1.714859196112e-12
