        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +2.096523290621e-04,        +7.520781226917e-04
 2.00e+00,        -1.217843512486e-06,        -3.844231155028e-06
 3.00e+00,        -1.740680763201e-05,        -4.664849695655e-05
 4.00e+00,        -8.539159396674e-04,        -1.825499607901e-03
 5.00e+00,        -6.458602774916e-06,        -1.942483638722e-05
 6.00e+00,        -3.115711704425e-06,        -9.385524084533e-06
 7.00e+00,        -7.843055828813e-09,        -1.255052908961e-08
 8.00e+00,        +1.221489608418e-07,        +3.563498325333e-07
