        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +1.363512420937e-03,        +1.351843765306e-03
 2.00e+00,        -1.162284107428e-05,        -8.350748787899e-06
 3.00e+00,        +1.012728543743e-04,        +2.858270984485e-05
 4.00e+00,        +1.844825895509e-03,        +4.736375158446e-03
 5.00e+00,        -4.400334110057e-05,        -3.268273715088e-05
 6.00e+00,        -1.854203863631e-05,        -1.387961119846e-05
 7.00e+00,        +8.336228844040e-07,        +6.067283750113e-07
 8.00e+00,        +1.559791344705e-06,        +1.039277508276e-06
