        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +1.354757966809e+05,        -1.762069432193e-05
 2.00e+00,        +2.477636532849e+02,        +9.644443783853e-03
 3.00e+00,        +4.610271469364e+02,        +5.322340368618e-03
 4.00e+00,        +3.002104028145e+03,        -8.672579738751e-04
 5.00e+00,        +7.112529939026e+01,        +3.700042860085e-02
 6.00e+00,        +2.272619943697e+10,        +1.205623485269e-10
 7.00e+00,        +8.220994542487e+09,        +3.333211233663e-10
 8.00e+00,        +6.037412926392e+09,        -4.628784811160e-10
