        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        -5.379866177516e-04,        -1.005276942096e-03
 2.00e+00,        +5.449862127757e-03,        +2.611210941863e-02
 3.00e+00,        +2.621130381469e-05,        +1.981586352923e-02
 4.00e+00,        -3.867369527895e-03,        -7.001971540955e-03
 5.00e+00,        +5.844378592250e-03,        +5.191958712438e-02
 6.00e+00,        +1.087709322877e-06,        -2.776991339664e-06
 7.00e+00,        +1.781463211866e-06,        -4.627958353173e-06
 8.00e+00,        -1.501565103504e-06,        +5.647595415945e-06
