        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.388219663380e+00,        +9.003976415791e-05,        +1.326202754645e+04,        +2.948847336745e-14,        +9.220666274576e-09
 2.00e+00,        +2.451083670623e+00,        +2.788766373448e-05,        +4.394566167534e+04,        +1.917495924753e-14,        +5.995780270990e-09
 3.00e+00,        +2.606523424596e+00,        +6.213237285953e-05,        +2.097556640263e+04,        +1.137020008740e-14,        +3.555351823702e-09
 4.00e+00,        +2.606659133711e+00,        +6.215110962491e-05,        +2.097033464232e+04,        +1.831791376772e-14,        +5.727834871329e-09
 5.00e+00,        +2.734362991037e+00,        +7.457995535189e-05,        +1.833175535673e+04,        +1.940683004194e-14,        +6.068367480073e-09
 6.00e+00,        +2.740749182233e+00,        +7.419061828266e-05,        +1.847099570458e+04,        +1.720847171885e-14,        +5.380959401252e-09
 7.00e+00,        +2.750310102735e+00,        +6.968333182926e-05,        +1.973434701972e+04,        +2.132822901730e-14,        +6.669179755544e-09
 8.00e+00,        +2.750760086599e+00,        +7.001528797781e-05,        +1.964399609669e+04,        +1.535364986402e-14,        +4.800973074320e-09
