        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +1.803261522330e+03,        +1.326725344060e-03
 2.00e+00,        +1.333733562345e+04,        +1.838849887476e-04
 3.00e+00,        +2.981724691460e+09,        +8.740917064103e-10
 4.00e+00,        +5.857401135712e+05,        -4.450476131384e-06
 5.00e+00,        +1.461500594125e+05,        +1.824521355745e-05
 6.00e+00,        +1.868531432313e+03,        +1.466395966508e-03
 7.00e+00,        +1.867822289146e+07,        -1.472443350791e-07
 8.00e+00,        +3.493045904264e+03,        +7.887765812238e-04
