        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +5.403673406296e-03,        +8.287510762687e-03
 2.00e+00,        +3.286848421778e-04,        -3.668589215569e-03
 3.00e+00,        +1.392232309470e-06,        +7.908856911071e-06
 4.00e+00,        -6.458243238659e-05,        -5.693630235646e-04
 5.00e+00,        +1.969574948682e-04,        +1.143369828185e-03
 6.00e+00,        +6.301123946897e-03,        +8.275440271253e-03
 7.00e+00,        -1.735246227270e-05,        -1.027726404704e-04
 8.00e+00,        +6.452797581807e-03,        -4.068831831350e-03
