        m,               Re{V[1]} (V),               Im{V[1]} (V)
 1.00e+00,        +2.701836703148e-01,        +4.143755381344e-01
 2.00e+00,        +1.643424210889e-02,        -1.834294607784e-01
 3.00e+00,        +6.961161547352e-05,        +3.954428455536e-04
 4.00e+00,        -3.229121619329e-03,        -2.846815117823e-02
 5.00e+00,        +9.847874743410e-03,        +5.716849140925e-02
 6.00e+00,        +3.150561973448e-01,        +4.137720135626e-01
 7.00e+00,        -8.676231136352e-04,        -5.138632023522e-03
 8.00e+00,        +3.226398790903e-01,        -2.034415915675e-01
