        m,           Re{E_x[1]} (V/m),           Im{E_x[1]} (V/m),           Re{E_y[1]} (V/m),           Im{E_y[1]} (V/m),           Re{E_z[1]} (V/m),           Im{E_z[1]} (V/m),           Re{E_x[2]} (V/m),           Im{E_x[2]} (V/m),           Re{E_y[2]} (V/m),           Im{E_y[2]} (V/m),           Re{E_z[2]} (V/m),           Im{E_z[2]} (V/m),           Re{E_x[3]} (V/m),           Im{E_x[3]} (V/m),           Re{E_y[3]} (V/m),           Im{E_y[3]} (V/m),           Re{E_z[3]} (V/m),           Im{E_z[3]} (V/m),           Re{E_x[4]} (V/m),           Im{E_x[4]} (V/m),           Re{E_y[4]} (V/m),           Im{E_y[4]} (V/m),           Re{E_z[4]} (V/m),           Im{E_z[4]} (V/m),           Re{E_x[5]} (V/m),           Im{E_x[5]} (V/m),           Re{E_y[5]} (V/m),           Im{E_y[5]} (V/m),           Re{E_z[5]} (V/m),           Im{E_z[5]} (V/m),           Re{E_x[6]} (V/m),           Im{E_x[6]} (V/m),           Re{E_y[6]} (V/m),           Im{E_y[6]} (V/m),           Re{E_z[6]} (V/m),           Im{E_z[6]} (V/m),           Re{E_x[7]} (V/m),           Im{E_x[7]} (V/m),           Re{E_y[7]} (V/m),           Im{E_y[7]} (V/m),           Re{E_z[7]} (V/m),           Im{E_z[7]} (V/m)
 1.00e+00,        +1.114596971654e+02,        +1.120991862757e+02,        +1.045751353700e+01,        +1.045522157506e+01,        -9.646531518922e-03,        -1.236551425552e-02,        +1.112591392095e+02,        +1.121202813131e+02,        +1.017148090478e+01,        +1.062995560280e+01,        +3.403823595128e-01,        -6.224290522269e-02,        +1.095636663658e+02,        +1.126470644714e+02,        +1.069504562605e+01,        +1.063919937486e+01,        -2.282690478221e-01,        +2.103821572137e-01,        +1.083718871166e+02,        +1.130899675767e+02,        +7.007568999521e+00,        +1.088590368229e+01,        +2.011458038563e+00,        +3.807822817706e-02,        +1.048373475229e+02,        +1.135883011114e+02,        +4.775200760961e+00,        +1.117225237176e+01,        +1.014975384240e+00,        +1.300305393204e-02,        +2.427059299691e+02,        -6.469494327137e+01,        +1.481707240531e+01,        +5.267582163128e+00,        -9.960796794953e-01,        +1.226721018656e+00,        +7.222249358036e-01,        -5.503844445083e-01,        +1.449419935640e+01,        +1.421517045308e+00,        -1.218117541180e+00,        +4.516812036594e-01
 2.00e+00,        +1.110272948835e+01,        +9.762385850836e+00,        -1.188921868454e+02,        -1.043127757806e+02,        +1.074631342343e-01,        -1.845840600338e-02,        +1.097883876473e+01,        +9.773895046859e+00,        -1.188184401027e+02,        -1.044524059463e+02,        +1.536643912650e-01,        -4.935424884138e-02,        +1.067241428526e+01,        +9.873124240146e+00,        -1.181511067049e+02,        -1.050698231426e+02,        +6.878859549950e-02,        -9.786708453103e-03,        +1.045737002138e+01,        +9.949145557568e+00,        -1.178754108962e+02,        -1.058620955043e+02,        +4.762344785814e-01,        -9.313476708615e-02,        +9.596968877255e+00,        +1.009754495160e+01,        -1.178224048276e+02,        -1.067378781862e+02,        +1.602314430790e-01,        -6.406684709325e-02,        +2.146788307242e+01,        -6.348986711291e+00,        -1.626888856822e+02,        -3.687099942857e+01,        +4.256775689273e-01,        -4.637486898568e-01,        +2.105921682213e-01,        -5.896595520334e-02,        -1.304878276788e+02,        +6.313044235272e+00,        +6.303099259139e-02,        +4.183548356523e-02
 3.00e+00,        +5.720072075657e-02,        -9.100309764887e-01,        +1.027087970690e+00,        -1.303830379136e+00,        -3.948879277350e-02,        +1.704378478638e-03,        +4.060514826494e-02,        -9.073117687772e-01,        +1.177910361395e+01,        -1.537770008808e+00,        -6.640404310871e-02,        +5.021006392350e-03,        +5.214676111588e-02,        -9.085408713766e-01,        +2.348950652052e+01,        -1.718202544305e+00,        -7.713782563276e-02,        +8.118207134188e-03,        +1.012566969141e-01,        -9.111686741087e-01,        +3.465404145666e+01,        -1.812119672948e+00,        +1.235875109084e-01,        +5.966738440835e-03,        -1.543175211785e-01,        -9.134665641955e-01,        +4.492820042694e+01,        -1.805405433428e+00,        -1.222276596835e-02,        -2.632338844240e-03,        -1.206230360232e+00,        -7.862691113810e-01,        +6.938198079640e+01,        -1.580851545676e+00,        -2.042006148776e-02,        +2.316995625974e-03,        -2.134383800244e-02,        -7.349426442272e-05,        +3.177007642083e+02,        -8.830715922343e-01,        -6.080486626914e-02,        +4.297682355976e-03
 4.00e+00,        +6.369385954781e-02,        +6.630657993132e-02,        -1.182536700798e-01,        -1.316940863281e-01,        +7.577684213058e-02,        +1.929560919071e-02,        +7.904055001847e-02,        +7.838265013585e-02,        -1.739578325645e-01,        -1.766143046293e-01,        +3.636944282945e-02,        -2.695270574286e-02,        +1.468450739148e-01,        +1.644745147590e-01,        -4.779966472334e-01,        -5.022939949812e-01,        +5.385895627745e-02,        +4.771800785106e-04,        +2.268014161929e-01,        +2.587130212995e-01,        -9.623022165710e-01,        -1.002329875661e+00,        +1.447491408791e-01,        +7.937477794631e-02,        +2.286267867069e-01,        +2.487370894441e-01,        -1.321289041559e+00,        -1.389407787872e+00,        +1.088322882958e-01,        +2.114998356449e-02,        +1.256859696250e+00,        -6.317204638756e-02,        -4.819678517655e+00,        -2.984909573531e-01,        +3.399902479577e-02,        +1.658303943836e-03,        +4.295606063089e+01,        +1.677413500220e-02,        -1.596229406274e+02,        -7.727392782872e-02,        -5.250803260077e-01,        +1.059629122420e-03
