        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13]
 2.41005000e+00,        +9.565241652009e-11,        +7.857599070358e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.230407337560e-13,        +2.331783575056e-03,        +9.323198239454e-13,        +1.186519973337e-02,        +2.230407337560e-13,        +2.331783575056e-03,        +9.323198239454e-13,        +1.186519973337e-02,        +1.348365211478e-13,        +1.409650963909e-03,        +5.670240431185e-13,        +7.216250638920e-03,        +9.520532571857e-11,        +9.953258807484e-01,        +7.647160756354e-11,        +9.732184968818e-01,        +8.921354661630e-14,        +9.326847126497e-04,        +6.050392729764e-13,        +7.700052745868e-03
 2.41005500e+00,        +9.566428692532e-11,        +7.858754714386e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.231013408551e-13,        +2.332127777519e-03,        +9.325330450374e-13,        +1.186616810079e-02,        +2.231013408551e-13,        +2.332127777519e-03,        +9.325330450374e-13,        +1.186616810079e-02,        +1.348706205913e-13,        +1.409832497854e-03,        +5.671549527889e-13,        +7.216855257623e-03,        +9.521708170499e-11,        +9.953252646865e-01,        +7.648267674236e-11,        +9.732162349125e-01,        +8.923325888873e-14,        +9.327750381748e-04,        +6.051824036772e-13,        +7.700741729086e-03
 2.41006000e+00,        +9.567616201211e-11,        +7.859910822042e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.231619738236e-13,        +2.332472050826e-03,        +9.327463484384e-13,        +1.186713653064e-02,        +2.231619738236e-13,        +2.332472050826e-03,        +9.327463484384e-13,        +1.186713653064e-02,        +1.349047341899e-13,        +1.410014065706e-03,        +5.672859132207e-13,        +7.217459918626e-03,        +9.522884232510e-11,        +9.953246485060e-01,        +7.649375036843e-11,        +9.732139727834e-01,        +8.925297899479e-14,        +9.328653775168e-04,        +6.053255903356e-13,        +7.701430767357e-03
 2.41006500e+00,        +9.568804178353e-11,        +7.861067393634e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.232226326799e-13,        +2.332816395019e-03,        +9.329597342004e-13,        +1.186810502294e-02,        +2.232226326799e-13,        +2.332816395019e-03,        +9.329597342004e-13,        +1.186810502294e-02,        +1.349388619533e-13,        +1.410195667485e-03,        +5.674169244463e-13,        +7.218064621934e-03,        +9.524060758196e-11,        +9.953240322068e-01,        +7.650482844471e-11,        +9.732117104944e-01,        +8.927270693996e-14,        +9.329557306849e-04,        +6.054688329880e-13,        +7.702119860699e-03
 2.41007000e+00,        +9.569992624270e-11,        +7.862224429469e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.232833174424e-13,        +2.333160810136e-03,        +9.331732023755e-13,        +1.186907357767e-02,        +2.232833174424e-13,        +2.333160810136e-03,        +9.331732023755e-13,        +1.186907357767e-02,        +1.349730038915e-13,        +1.410377303209e-03,        +5.675479864985e-13,        +7.218669367554e-03,        +9.525237747864e-11,        +9.953234157890e-01,        +7.651591097415e-11,        +9.732094480456e-01,        +8.929244272976e-14,        +9.330460976878e-04,        +6.056121316712e-13,        +7.702809009130e-03
 2.41007500e+00,        +9.571181539270e-11,        +7.863381929855e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.233440281294e-13,        +2.333505296217e-03,        +9.333867530158e-13,        +1.187004219485e-02,        +2.233440281294e-13,        +2.333505296217e-03,        +9.333867530158e-13,        +1.187004219485e-02,        +1.350071600143e-13,        +1.410558972896e-03,        +5.676790994096e-13,        +7.219274155492e-03,        +9.526415201818e-11,        +9.953227992524e-01,        +7.652699795970e-11,        +9.732071854370e-01,        +8.931218636970e-14,        +9.331364785346e-04,        +6.057554864216e-13,        +7.703498212667e-03
 2.41008000e+00,        +9.572370923663e-11,        +7.864539895100e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.234047647593e-13,        +2.333849853300e-03,        +9.336003861737e-13,        +1.187101087446e-02,        +2.234047647593e-13,        +2.333849853300e-03,        +9.336003861737e-13,        +1.187101087446e-02,        +1.350413303318e-13,        +1.410740676565e-03,        +5.678102632124e-13,        +7.219878985752e-03,        +9.527593120368e-11,        +9.953221825969e-01,        +7.653808940434e-11,        +9.732049226685e-01,        +8.933193786530e-14,        +9.332268732344e-04,        +6.058988972759e-13,        +7.704187471328e-03
 2.41008500e+00,        +9.573560777761e-11,        +7.865698325513e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.234655273506e-13,        +2.334194481427e-03,        +9.338141019013e-13,        +1.187197961651e-02,        +2.234655273506e-13,        +2.334194481427e-03,        +9.338141019013e-13,        +1.187197961651e-02,        +1.350755148539e-13,        +1.410922414235e-03,        +5.679414779395e-13,        +7.220483858342e-03,        +9.528771503818e-11,        +9.953215658225e-01,        +7.654918531102e-11,        +9.732026597400e-01,        +8.935169722208e-14,        +9.333172817960e-04,        +6.060423642708e-13,        +7.704876785130e-03
 2.41009000e+00,        +9.574751101873e-11,        +7.866857221403e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.235263159216e-13,        +2.334539180636e-03,        +9.340279002511e-13,        +1.187294842100e-02,        +2.235263159216e-13,        +2.334539180636e-03,        +9.340279002511e-13,        +1.187294842100e-02,        +1.351097135904e-13,        +1.411104185925e-03,        +5.680727436236e-13,        +7.221088773267e-03,        +9.529950352477e-11,        +9.953209489292e-01,        +7.656028568271e-11,        +9.732003966516e-01,        +8.937146444559e-14,        +9.334077042285e-04,        +6.061858874431e-13,        +7.705566154092e-03
 2.41009500e+00,        +9.575941896311e-11,        +7.868016583079e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.235871304910e-13,        +2.334883950968e-03,        +9.342417812753e-13,        +1.187391728793e-02,        +2.235871304910e-13,        +2.334883950968e-03,        +9.342417812753e-13,        +1.187391728793e-02,        +1.351439265514e-13,        +1.411285991652e-03,        +5.682040602975e-13,        +7.221693730533e-03,        +9.531129666653e-11,        +9.953203319168e-01,        +7.657139052238e-11,        +9.731981334033e-01,        +8.939123954136e-14,        +9.334981405411e-04,        +6.063294668296e-13,        +7.706255578231e-03
 2.41010000e+00,        +9.577133161387e-11,        +7.869176410851e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.236479710771e-13,        +2.335228792461e-03,        +9.344557450266e-13,        +1.187488621729e-02,        +2.236479710771e-13,        +2.335228792461e-03,        +9.344557450266e-13,        +1.187488621729e-02,        +1.351781537467e-13,        +1.411467831436e-03,        +5.683354279938e-13,        +7.222298730146e-03,        +9.532309446653e-11,        +9.953197147854e-01,        +7.658249983302e-11,        +9.731958699950e-01,        +8.941102251494e-14,        +9.335885907426e-04,        +6.064731024671e-13,        +7.706945057564e-03
 2.41010500e+00,        +9.578324897412e-11,        +7.870336705029e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.237088376985e-13,        +2.335573705157e-03,        +9.346697915573e-13,        +1.187585520909e-02,        +2.237088376985e-13,        +2.335573705157e-03,        +9.346697915573e-13,        +1.187585520909e-02,        +1.352123951865e-13,        +1.411649705295e-03,        +5.684668467455e-13,        +7.222903772112e-03,        +9.533489692787e-11,        +9.953190975347e-01,        +7.659361361759e-11,        +9.731936064267e-01,        +8.943081337188e-14,        +9.336790548423e-04,        +6.066167943923e-13,        +7.707634592110e-03
 2.41011000e+00,        +9.579517104700e-11,        +7.871497465923e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.237697303737e-13,        +2.335918689094e-03,        +9.348839209201e-13,        +1.187682426333e-02,        +2.237697303737e-13,        +2.335918689094e-03,        +9.348839209201e-13,        +1.187682426333e-02,        +1.352466508807e-13,        +1.411831613248e-03,        +5.685983165852e-13,        +7.223508856438e-03,        +9.534670405362e-11,        +9.953184801648e-01,        +7.660473187908e-11,        +9.731913426983e-01,        +8.945061211775e-14,        +9.337695328491e-04,        +6.067605426424e-13,        +7.708324181887e-03
 2.41011500e+00,        +9.580709783561e-11,        +7.872658693845e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.238306491212e-13,        +2.336263744314e-03,        +9.350981331676e-13,        +1.187779338000e-02,        +2.238306491212e-13,        +2.336263744314e-03,        +9.350981331676e-13,        +1.187779338000e-02,        +1.352809208392e-13,        +1.412013555315e-03,        +5.687298375460e-13,        +7.224113983129e-03,        +9.535851584689e-11,        +9.953178626756e-01,        +7.661585462048e-11,        +9.731890788100e-01,        +8.947041875812e-14,        +9.338600247722e-04,        +6.069043472541e-13,        +7.709013826913e-03
 2.41012000e+00,        +9.581902934310e-11,        +7.873820389105e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.238915939598e-13,        +2.336608870855e-03,        +9.353124283524e-13,        +1.187876255911e-02,        +2.238915939598e-13,        +2.336608870855e-03,        +9.353124283524e-13,        +1.187876255911e-02,        +1.353152050722e-13,        +1.412195531513e-03,        +5.688614096607e-13,        +7.224719152191e-03,        +9.537033231077e-11,        +9.953172450670e-01,        +7.662698184477e-11,        +9.731868147615e-01,        +8.949023329856e-14,        +9.339505306208e-04,        +6.070482082646e-13,        +7.709703527205e-03
 2.41012500e+00,        +9.583096557260e-11,        +7.874982552015e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.239525649079e-13,        +2.336954068758e-03,        +9.355268065274e-13,        +1.187973180065e-02,        +2.239525649079e-13,        +2.336954068758e-03,        +9.355268065274e-13,        +1.187973180065e-02,        +1.353495035896e-13,        +1.412377541862e-03,        +5.689930329623e-13,        +7.225324363630e-03,        +9.538215344836e-11,        +9.953166273390e-01,        +7.663811355495e-11,        +9.731845505529e-01,        +8.951005574466e-14,        +9.340410504039e-04,        +6.071921257108e-13,        +7.710393282781e-03
 2.41013000e+00,        +9.584290652725e-11,        +7.876145182887e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.240135619842e-13,        +2.337299338063e-03,        +9.357412677453e-13,        +1.188070110463e-02,        +2.240135619842e-13,        +2.337299338063e-03,        +9.357412677453e-13,        +1.188070110463e-02,        +1.353838164016e-13,        +1.412559586380e-03,        +5.691247074838e-13,        +7.225929617453e-03,        +9.539397926276e-11,        +9.953160094914e-01,        +7.664924975401e-11,        +9.731822861843e-01,        +8.952988610200e-14,        +9.341315841308e-04,        +6.073360996298e-13,        +7.711083093661e-03
 2.41013500e+00,        +9.585485221018e-11,        +7.877308282033e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.240745852073e-13,        +2.337644678811e-03,        +9.359558120591e-13,        +1.188167047104e-02,        +2.240745852073e-13,        +2.337644678811e-03,        +9.359558120591e-13,        +1.188167047104e-02,        +1.354181435180e-13,        +1.412741665086e-03,        +5.692564332582e-13,        +7.226534913666e-03,        +9.540580975708e-11,        +9.953153915243e-01,        +7.666039044495e-11,        +9.731800216554e-01,        +8.954972437618e-14,        +9.342221318106e-04,        +6.074801300587e-13,        +7.711772959861e-03
 2.41014000e+00,        +9.586680262454e-11,        +7.878471849765e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.241356345960e-13,        +2.337990091042e-03,        +9.361704395215e-13,        +1.188263989989e-02,        +2.241356345960e-13,        +2.337990091042e-03,        +9.361704395215e-13,        +1.188263989989e-02,        +1.354524849491e-13,        +1.412923778000e-03,        +5.693882103185e-13,        +7.227140252274e-03,        +9.541764493442e-11,        +9.953147734375e-01,        +7.667153563078e-11,        +9.731777569664e-01,        +8.956957057281e-14,        +9.343126934525e-04,        +6.076242170348e-13,        +7.712462881401e-03
 2.41014500e+00,        +9.587875777348e-11,        +7.879635886398e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.241967101689e-13,        +2.338335574795e-03,        +9.363851501857e-13,        +1.188360939117e-02,        +2.241967101689e-13,        +2.338335574795e-03,        +9.363851501857e-13,        +1.188360939117e-02,        +1.354868407049e-13,        +1.413105925141e-03,        +5.695200386979e-13,        +7.227745633285e-03,        +9.542948479791e-11,        +9.953141552310e-01,        +7.668268531450e-11,        +9.731754921173e-01,        +8.958942469750e-14,        +9.344032690657e-04,        +6.077683605952e-13,        +7.713152858298e-03
 2.41015000e+00,        +9.589071766016e-11,        +7.880800392244e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.242578119448e-13,        +2.338681130113e-03,        +9.365999441046e-13,        +1.188457894488e-02,        +2.242578119448e-13,        +2.338681130113e-03,        +9.365999441046e-13,        +1.188457894488e-02,        +1.355212107954e-13,        +1.413288106527e-03,        +5.696519184295e-13,        +7.228351056704e-03,        +9.544132935066e-11,        +9.953135369047e-01,        +7.669383949913e-11,        +9.731732271078e-01,        +8.960928675586e-14,        +9.344938586594e-04,        +6.079125607771e-13,        +7.713842890570e-03
 2.41015500e+00,        +9.590268228772e-11,        +7.881965367616e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.243189399423e-13,        +2.339026757034e-03,        +9.368148213314e-13,        +1.188554856103e-02,        +2.243189399423e-13,        +2.339026757034e-03,        +9.368148213314e-13,        +1.188554856103e-02,        +1.355555952308e-13,        +1.413470322177e-03,        +5.697838495465e-13,        +7.228956522538e-03,        +9.545317859579e-11,        +9.953129184585e-01,        +7.670499818767e-11,        +9.731709619382e-01,        +8.962915675352e-14,        +9.345844622429e-04,        +6.080568176179e-13,        +7.714532978236e-03
 2.41016000e+00,        +9.591465165933e-11,        +7.883130812830e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.243800941803e-13,        +2.339372455600e-03,        +9.370297819191e-13,        +1.188651823961e-02,        +2.243800941803e-13,        +2.339372455600e-03,        +9.370297819191e-13,        +1.188651823961e-02,        +1.355899940213e-13,        +1.413652572110e-03,        +5.699158320820e-13,        +7.229562030792e-03,        +9.546503253643e-11,        +9.953122998925e-01,        +7.671616138314e-11,        +9.731686966083e-01,        +8.964903469611e-14,        +9.346750798255e-04,        +6.082011311549e-13,        +7.715223121315e-03
 2.41016500e+00,        +9.592662577815e-11,        +7.884296728199e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.244412746776e-13,        +2.339718225852e-03,        +9.372448259212e-13,        +1.188748798062e-02,        +2.244412746776e-13,        +2.339718225852e-03,        +9.372448259212e-13,        +1.188748798062e-02,        +1.356244071769e-13,        +1.413834856346e-03,        +5.700478660694e-13,        +7.230167581474e-03,        +9.547689117571e-11,        +9.953116812064e-01,        +7.672732908857e-11,        +9.731664311181e-01,        +8.966892058928e-14,        +9.347657114164e-04,        +6.083455014256e-13,        +7.715913319824e-03
 2.41017000e+00,        +9.593860464735e-11,        +7.885463114038e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.245024814529e-13,        +2.340064067829e-03,        +9.374599533907e-13,        +1.188845778407e-02,        +2.245024814529e-13,        +2.340064067829e-03,        +9.374599533907e-13,        +1.188845778407e-02,        +1.356588347077e-13,        +1.414017174904e-03,        +5.701799515420e-13,        +7.230773174589e-03,        +9.548875451675e-11,        +9.953110624002e-01,        +7.673850130698e-11,        +9.731641654676e-01,        +8.968881443867e-14,        +9.348563570249e-04,        +6.084899284672e-13,        +7.716603573783e-03
 2.41017500e+00,        +9.595058827010e-11,        +7.886629970663e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.245637145252e-13,        +2.340409981573e-03,        +9.376751643812e-13,        +1.188942764995e-02,        +2.245637145252e-13,        +2.340409981573e-03,        +9.376751643812e-13,        +1.188942764995e-02,        +1.356932766240e-13,        +1.414199527803e-03,        +5.703120885330e-13,        +7.231378810144e-03,        +9.550062256270e-11,        +9.953104434740e-01,        +7.674967804140e-11,        +9.731618996567e-01,        +8.970871624993e-14,        +9.349470166603e-04,        +6.086344123173e-13,        +7.717293883210e-03
 2.41018000e+00,        +9.596257664956e-11,        +7.887797298388e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.246249739132e-13,        +2.340755967125e-03,        +9.378904589458e-13,        +1.189039757826e-02,        +2.246249739132e-13,        +2.340755967125e-03,        +9.378904589458e-13,        +1.189039757826e-02,        +1.357277329359e-13,        +1.414381915062e-03,        +5.704442770758e-13,        +7.231984488146e-03,        +9.551249531669e-11,        +9.953098244275e-01,        +7.676085929485e-11,        +9.731596336855e-01,        +8.972862602872e-14,        +9.350376903320e-04,        +6.087789530134e-13,        +7.717984248122e-03
 2.41018500e+00,        +9.597456978893e-11,        +7.888965097531e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.246862596358e-13,        +2.341102024526e-03,        +9.381058371383e-13,        +1.189136756901e-02,        +2.246862596358e-13,        +2.341102024526e-03,        +9.381058371383e-13,        +1.189136756901e-02,        +1.357622036536e-13,        +1.414564336700e-03,        +5.705765172039e-13,        +7.232590208600e-03,        +9.552437278186e-11,        +9.953092052607e-01,        +7.677204507038e-11,        +9.731573675539e-01,        +8.974854378071e-14,        +9.351283780494e-04,        +6.089235505931e-13,        +7.718674668540e-03
 2.41019000e+00,        +9.598656769139e-11,        +7.890133368407e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.247475717121e-13,        +2.341448153815e-03,        +9.383212990120e-13,        +1.189233762219e-02,        +2.247475717121e-13,        +2.341448153815e-03,        +9.383212990120e-13,        +1.189233762219e-02,        +1.357966887872e-13,        +1.414746792737e-03,        +5.707088089506e-13,        +7.233195971513e-03,        +9.553625496138e-11,        +9.953085859736e-01,        +7.678323537102e-11,        +9.731551012618e-01,        +8.976846951158e-14,        +9.352190798217e-04,        +6.090682050939e-13,        +7.719365144481e-03
 2.41019500e+00,        +9.599857036011e-11,        +7.891302111334e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.248089101608e-13,        +2.341794355036e-03,        +9.385368446205e-13,        +1.189330773780e-02,        +2.248089101608e-13,        +2.341794355036e-03,        +9.385368446205e-13,        +1.189330773780e-02,        +1.358311883470e-13,        +1.414929283191e-03,        +5.708411523495e-13,        +7.233801776891e-03,        +9.554814185838e-11,        +9.953079665661e-01,        +7.679443019981e-11,        +9.731528348093e-01,        +8.978840322701e-14,        +9.353097956584e-04,        +6.092129165535e-13,        +7.720055675965e-03
 2.41020000e+00,        +9.601057779829e-11,        +7.892471326627e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.248702750010e-13,        +2.342140628228e-03,        +9.387524740175e-13,        +1.189427791585e-02,        +2.248702750010e-13,        +2.342140628228e-03,        +9.387524740175e-13,        +1.189427791585e-02,        +1.358657023432e-13,        +1.415111808083e-03,        +5.709735474340e-13,        +7.234407624742e-03,        +9.556003347601e-11,        +9.953073470381e-01,        +7.680562955981e-11,        +9.731505681964e-01,        +8.980834493269e-14,        +9.354005255688e-04,        +6.093576850096e-13,        +7.720746263009e-03
 2.41020500e+00,        +9.602259000912e-11,        +7.893641014605e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.249316662516e-13,        +2.342486973433e-03,        +9.389681872566e-13,        +1.189524815632e-02,        +2.249316662516e-13,        +2.342486973433e-03,        +9.389681872566e-13,        +1.189524815632e-02,        +1.359002307861e-13,        +1.415294367431e-03,        +5.711059942378e-13,        +7.235013515071e-03,        +9.557192981745e-11,        +9.953067273896e-01,        +7.681683345405e-11,        +9.731483014230e-01,        +8.982829463431e-14,        +9.354912695625e-04,        +6.095025104999e-13,        +7.721436905633e-03
 2.41021000e+00,        +9.603460699580e-11,        +7.894811175585e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.249930839317e-13,        +2.342833390691e-03,        +9.391839843917e-13,        +1.189621845923e-02,        +2.249930839317e-13,        +2.342833390691e-03,        +9.391839843917e-13,        +1.189621845923e-02,        +1.359347736858e-13,        +1.415476961256e-03,        +5.712384927944e-13,        +7.235619447885e-03,        +9.558383088585e-11,        +9.953061076204e-01,        +7.682804188561e-11,        +9.731460344890e-01,        +8.984825233758e-14,        +9.355820276487e-04,        +6.096473930622e-13,        +7.722127603857e-03
 2.41021500e+00,        +9.604662876153e-11,        +7.895981809887e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.250545280602e-13,        +2.343179880045e-03,        +9.393998654766e-13,        +1.189718882458e-02,        +2.250545280602e-13,        +2.343179880045e-03,        +9.393998654766e-13,        +1.189718882458e-02,        +1.359693310526e-13,        +1.415659589575e-03,        +5.713710431375e-13,        +7.236225423191e-03,        +9.559573668437e-11,        +9.953054877305e-01,        +7.683925485752e-11,        +9.731437673945e-01,        +8.986821804821e-14,        +9.356727998371e-04,        +6.097923327344e-13,        +7.722818357697e-03
 2.41022000e+00,        +9.605865530951e-11,        +7.897152917827e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.251159986563e-13,        +2.343526441536e-03,        +9.396158305652e-13,        +1.189815925236e-02,        +2.251159986563e-13,        +2.343526441536e-03,        +9.396158305652e-13,        +1.189815925236e-02,        +1.360039028969e-13,        +1.415842252410e-03,        +5.715036453007e-13,        +7.236831440994e-03,        +9.560764721619e-11,        +9.953048677199e-01,        +7.685047237285e-11,        +9.731415001395e-01,        +8.988819177192e-14,        +9.357635861369e-04,        +6.099373295542e-13,        +7.723509167175e-03
