        m,               Re{V[1]} (V),               Im{V[1]} (V)
 1.00e+00,        +3.130443055512e-02,        +5.109196352149e-01
 2.00e+00,        -1.383066723648e-01,        -6.971968272786e-01
 3.00e+00,        -7.005288213632e-03,        +4.209244420987e-02
 4.00e+00,        -5.493010675270e-04,        +1.664032988179e+00
 5.00e+00,        -1.164210896002e-03,        +1.115004307506e-02
 6.00e+00,        -6.162087567145e-04,        +5.768198259162e-03
 7.00e+00,        -6.556586673796e-06,        +1.237047873595e-04
 8.00e+00,        +1.586015608245e-03,        -8.767576758019e-02
