        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +6.260886111025e-04,        +1.021839270430e-02
 2.00e+00,        -2.766133447296e-03,        -1.394393654557e-02
 3.00e+00,        -1.401057642726e-04,        +8.418488841975e-04
 4.00e+00,        -1.098602135054e-05,        +3.328065976359e-02
 5.00e+00,        -2.328421792005e-05,        +2.230008615012e-04
 6.00e+00,        -1.232417513429e-05,        +1.153639651832e-04
 7.00e+00,        -1.311317334759e-07,        +2.474095747190e-06
 8.00e+00,        +3.172031216490e-05,        -1.753515351604e-03
