        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +9.407008057626e-04,        +1.339713023890e-02
 2.00e+00,        +3.690056938373e-04,        +3.445165967711e-02
 3.00e+00,        -5.269395665607e-05,        +2.300346581315e-04
 4.00e+00,        -5.142670215548e-05,        +2.202400911162e-04
 5.00e+00,        +5.322288635729e-06,        -2.866818252052e-05
 6.00e+00,        +7.906818737705e-06,        -4.322974850808e-05
 7.00e+00,        +1.994286135581e-04,        -1.482364327955e-03
 8.00e+00,        +3.170907978351e-04,        -4.032965970649e-03
