        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +1.120203526519e+03,        +2.179658967187e-03
 2.00e+00,        +1.826741169998e+02,        +1.434495320776e-02
 3.00e+00,        +4.014204925729e+06,        -6.730177042294e-07
 4.00e+00,        +4.370986725561e+06,        -6.181275238515e-07
 5.00e+00,        +2.666453646308e+08,        +1.027414639339e-08
 6.00e+00,        +1.173911128679e+08,        +2.333916244121e-08
 7.00e+00,        +1.035531957778e+05,        +2.703517133948e-05
 8.00e+00,        +1.456603323920e+04,        +1.977673576753e-04
