        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +1.460796130031e+03,        +1.669439604964e-03
 2.00e+00,        +1.213507221571e+05,        +2.141772348790e-05
 3.00e+00,        +1.669465893931e+02,        +1.558987480758e-02
 4.00e+00,        +7.990657816314e+03,        -3.261000403589e-04
 5.00e+00,        +1.557447505279e+06,        -1.734618228014e-06
 6.00e+00,        +5.710215931323e+07,        -4.731484078041e-08
 7.00e+00,        +2.936897093860e+00,        -9.326244217559e-01
 8.00e+00,        +7.668876576842e+04,        +3.650481522929e-05
