        m,               Re{V[1]} (V),               Im{V[1]} (V)
 1.00e+00,        +2.488323746465e-01,        +5.324003535077e-01
 2.00e+00,        +3.922393099279e-02,        -5.378015595166e-02
 3.00e+00,        +1.633053502519e-01,        +1.788437539940e+00
 4.00e+00,        -1.362668838463e-01,        -2.211193002153e-01
 5.00e+00,        -1.867897237364e-02,        +3.153981337782e-03
 6.00e+00,        -3.128530844364e-03,        +2.489133462367e-05
 7.00e+00,        -2.876910334595e+00,        +1.358901716468e+01
 8.00e+00,        +8.579990652143e-02,        -1.379715510831e-02
