        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13],             E_elec[14] (J),                 p_elec[14],              E_mag[14] (J),                  p_mag[14],             E_elec[15] (J),                 p_elec[15],              E_mag[15] (J),                  p_mag[15],             E_elec[16] (J),                 p_elec[16],              E_mag[16] (J),                  p_mag[16],             E_elec[17] (J),                 p_elec[17],              E_mag[17] (J),                  p_mag[17],             E_elec[18] (J),                 p_elec[18],              E_mag[18] (J),                  p_mag[18]
 1.00e+00,        +3.292540468113e-10,        +3.292463144204e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.592695316704e-13,        +1.091162083351e-03,        +1.509285398341e-11,        +4.584061634823e-02,        +3.592695316704e-13,        +1.091162083351e-03,        +1.509285398341e-11,        +4.584061634823e-02,        +4.019427186031e-12,        +1.220767739974e-02,        +6.821929240985e-12,        +2.071983479297e-02,        +6.579247896457e-11,        +1.998228407570e-01,        +6.179833528314e-11,        +1.876963615885e-01,        +6.478374819081e-11,        +1.967591554856e-01,        +6.066505180424e-11,        +1.842543079367e-01,        +6.425054532250e-11,        +1.951397285614e-01,        +6.013258111090e-11,        +1.826370667710e-01,        +6.525219507950e-11,        +1.981819075922e-01,        +6.114411598374e-11,        +1.857093407146e-01,        +6.473186190195e-11,        +1.966015680866e-01,        +6.062067112073e-11,        +1.841195131597e-01,        +6.448382964678e-14,        +1.958482523489e-04,        +2.966094840347e-12,        +9.008741208139e-03,        +3.680460357971e-17,        +1.117817804706e-07,        +4.681052918514e-15,        +1.421748008555e-05
 2.00e+00,        +3.292540468113e-10,        +3.292362784335e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.218876012810e-11,        +3.701931759425e-02,        +3.269254600134e-13,        +9.929812764527e-04,        +1.218876012810e-11,        +3.701931759425e-02,        +3.269254600134e-13,        +9.929812764527e-04,        +7.530981101071e-11,        +2.287285812887e-01,        +4.753886689265e-12,        +1.443913383994e-02,        +4.705832294392e-11,        +1.429240533250e-01,        +6.464690450200e-11,        +1.963541345127e-01,        +4.721290456772e-11,        +1.433935437543e-01,        +6.484749937179e-11,        +1.969634078004e-01,        +4.701393205054e-11,        +1.427892307045e-01,        +6.463616740918e-11,        +1.963215223933e-01,        +4.703002503677e-11,        +1.428381078144e-01,        +6.460678290202e-11,        +1.962322718791e-01,        +4.701581759612e-11,        +1.427949574241e-01,        +6.455346527943e-11,        +1.960703285391e-01,        +6.424379366039e-12,        +1.951192226263e-02,        +8.636095594601e-13,        +2.623069254607e-03,        +9.411136333811e-17,        +2.858320626566e-07,        +1.037260326072e-15,        +3.150504346021e-06
 3.00e+00,        +3.292540468113e-10,        +3.292353262900e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.967669749605e-14,        +5.976144465532e-05,        +8.914786643443e-15,        +2.707724819174e-05,        +1.967669749605e-14,        +5.976144465532e-05,        +8.914786643443e-15,        +2.707724819174e-05,        +1.119795350105e-13,        +3.401007097559e-04,        +1.159853966275e-14,        +3.522872163643e-05,        +7.109370164421e-11,        +2.159235469776e-01,        +7.161219734532e-11,        +2.175106728439e-01,        +5.767014523249e-11,        +1.751539450798e-01,        +6.901289719869e-11,        +2.096157115834e-01,        +6.102678614501e-11,        +1.853486289266e-01,        +6.746486578484e-11,        +2.049138120902e-01,        +6.811251845228e-11,        +2.068691914706e-01,        +6.098206493239e-11,        +1.852233343838e-01,        +7.119812072233e-11,        +2.162406853063e-01,        +6.013796418180e-11,        +1.826595124510e-01,        +8.309626910280e-15,        +2.523773660721e-05,        +3.493521985772e-15,        +1.061101803728e-05,        +1.280875554867e-14,        +3.890234811909e-05,        +1.329998710386e-15,        +4.039659794022e-06
 4.00e+00,        +3.292540468113e-10,        +3.292381469050e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.067088562331e-16,        +1.538960146855e-06,        +3.525333551027e-16,        +1.070754887964e-06,        +5.067088562331e-16,        +1.538960146855e-06,        +3.525333551027e-16,        +1.070754887964e-06,        +3.316893612302e-15,        +1.007396460097e-05,        +1.049423175106e-15,        +3.187428871687e-06,        +6.630040318993e-11,        +2.013654921846e-01,        +6.586273381443e-11,        +2.000458769239e-01,        +7.184570497868e-11,        +2.182075077724e-01,        +6.022839256980e-11,        +1.829326070991e-01,        +6.916040085591e-11,        +2.100517868367e-01,        +6.244444562990e-11,        +1.896634585539e-01,        +6.200980588851e-11,        +1.883342254683e-01,        +6.942866670550e-11,        +2.108767387927e-01,        +5.993291684033e-11,        +1.820263635960e-01,        +7.125297496529e-11,        +2.164177378445e-01,        +1.204795515838e-16,        +3.659166918390e-07,        +1.835861983766e-16,        +5.576091352184e-07,        +8.709758982936e-16,        +2.645300511045e-06,        +1.934767739403e-14,        +5.876499298731e-05
 5.00e+00,        +3.292540468113e-10,        +3.292388906616e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.712513164863e-12,        +8.238359379735e-03,        +6.417554868135e-12,        +1.949209236867e-02,        +2.712513164863e-12,        +8.238359379735e-03,        +6.417554868135e-12,        +1.949209236867e-02,        +9.666918817102e-12,        +2.936006075164e-02,        +4.959048955128e-12,        +1.506216032123e-02,        +4.007162020272e-11,        +1.217042602537e-01,        +5.525776890863e-11,        +1.678348775796e-01,        +7.750606767654e-11,        +2.353989827222e-01,        +6.798834034509e-11,        +2.065015472761e-01,        +6.265692497164e-11,        +1.902996351251e-01,        +6.283700916974e-11,        +1.908553665804e-01,        +4.893899515576e-11,        +1.486359716144e-01,        +5.813697490766e-11,        +1.765799137241e-01,        +8.603312833106e-11,        +2.612971022354e-01,        +7.093889932850e-11,        +2.154633044290e-01,        +1.667870308486e-12,        +5.065603064379e-03,        +2.700401097233e-12,        +8.201950540554e-03,        +8.183103631278e-18,        +2.485346409719e-08,        +2.893081477006e-15,        +8.787180248338e-06
 6.00e+00,        +3.292540468113e-10,        +3.292388810406e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.714575178527e-12,        +8.244622062559e-03,        +6.420860978669e-12,        +1.950213461537e-02,        +2.714575178527e-12,        +8.244622062559e-03,        +6.420860978669e-12,        +1.950213461537e-02,        +9.672190598878e-12,        +2.937607204088e-02,        +4.961528470385e-12,        +1.506969181375e-02,        +8.611483852727e-11,        +2.615452698646e-01,        +7.091706549021e-11,        +2.153969946261e-01,        +4.869741510218e-11,        +1.479022522997e-01,        +5.818676434829e-11,        +1.767311447675e-01,        +6.330039863154e-11,        +1.922539730174e-01,        +6.311289062733e-11,        +1.916933092102e-01,        +7.694470780418e-11,        +2.336940382339e-01,        +6.773050765783e-11,        +2.057184359385e-01,        +4.014041264089e-11,        +1.219131944759e-01,        +5.520472766020e-11,        +1.676737798577e-01,        +1.669502469123e-12,        +5.070560211156e-03,        +2.702463464620e-12,        +8.208214825900e-03,        +5.858693656984e-18,        +1.779383947965e-08,        +2.072343054473e-15,        +6.294344847495e-06
 7.00e+00,        +3.292540468113e-10,        +3.290816229149e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.219170069435e-14,        +6.739993299785e-05,        +5.054140722399e-14,        +1.535831954891e-04,        +2.219170069435e-14,        +6.739993299785e-05,        +5.054140722399e-14,        +1.535831954891e-04,        +7.767089388455e-14,        +2.358995876794e-04,        +3.287209744738e-14,        +9.989040760225e-05,        +3.224785328984e-10,        +9.794216229731e-01,        +3.223512447378e-10,        +9.795479974924e-01,        +3.083227193520e-12,        +9.364280328154e-03,        +3.148806363610e-12,        +9.568466132260e-03,        +6.721574246831e-13,        +2.041455317536e-03,        +7.203056207463e-13,        +2.188835749521e-03,        +6.253035064217e-13,        +1.899152075662e-03,        +6.130405779268e-13,        +1.862883051617e-03,        +2.287878610513e-12,        +6.948672712363e-03,        +2.147041127622e-12,        +6.524342224293e-03,        +6.597083247186e-15,        +2.003645304007e-05,        +1.724916165588e-14,        +5.241605867593e-05,        +4.874999380905e-16,        +1.480619426889e-06,        +5.218208343985e-16,        +1.585688163856e-06
 8.00e+00,        +3.292540468113e-10,        +3.292320387317e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.359154416949e-13,        +1.323948622399e-03,        +1.215631228509e-14,        +3.692323606146e-05,        +4.359154416949e-13,        +1.323948622399e-03,        +1.215631228509e-14,        +3.692323606146e-05,        +1.568299389972e-11,        +4.763189413039e-02,        +1.469042114177e-12,        +4.462026599342e-03,        +6.188796411157e-11,        +1.879641714686e-01,        +6.527226212356e-11,        +1.982561064683e-01,        +6.214142003170e-11,        +1.887339597904e-01,        +6.552066711728e-11,        +1.990106047081e-01,        +6.218177917506e-11,        +1.888565373069e-01,        +6.557078601471e-11,        +1.991628344170e-01,        +6.206554823504e-11,        +1.885035243640e-01,        +6.544949250592e-11,        +1.987944209745e-01,        +6.216895706139e-11,        +1.888175943879e-01,        +6.552526695549e-11,        +1.990245761254e-01,        +2.689393610269e-12,        +8.168141398155e-03,        +4.052124966274e-13,        +1.230780874754e-03,        +7.524484600194e-17,        +2.285312716143e-07,        +7.153091657342e-15,        +2.172659649072e-05
