        m,               Re{V[1]} (V),               Im{V[1]} (V)
 1.00e+00,        -1.714302832075e-02,        -3.971835034230e-02
 2.00e+00,        +4.309571740546e-01,        +1.662710953938e+00
 3.00e+00,        +1.300731537299e-01,        +1.178767586640e+00
 4.00e+00,        -1.151649231306e-01,        -3.121119226309e-01
 5.00e+00,        +4.222388629911e-01,        +3.108936425925e+00
 6.00e+00,        +8.258839743641e-04,        -1.766589954234e-03
 7.00e+00,        -8.709398432436e-04,        +1.891876717988e-03
 8.00e+00,        +2.112900654312e-04,        -6.273361018699e-04
