        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13],             E_elec[14] (J),                 p_elec[14],              E_mag[14] (J),                  p_mag[14],             E_elec[15] (J),                 p_elec[15],              E_mag[15] (J),                  p_mag[15],             E_elec[16] (J),                 p_elec[16],              E_mag[16] (J),                  p_mag[16],             E_elec[17] (J),                 p_elec[17],              E_mag[17] (J),                  p_mag[17]
 1.00e+00,        +2.935514708646e-10,        +2.935294757832e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.072554726964e-12,        +7.060277098458e-03,        +4.157085270918e-12,        +1.416241166182e-02,        +2.072554726964e-12,        +7.060277098458e-03,        +4.157085270918e-12,        +1.416241166182e-02,        +1.048329136880e-12,        +3.571193609737e-03,        +2.868456315041e-12,        +9.772293931938e-03,        +2.331207935351e-11,        +7.941394156485e-02,        +4.387159239105e-11,        +1.494623062096e-01,        +8.858745201586e-11,        +3.017782597204e-01,        +6.787221276103e-11,        +2.312279289156e-01,        +4.315632509207e-11,        +1.470145081030e-01,        +5.102695690136e-11,        +1.738392942147e-01,        +5.103386999759e-11,        +1.738498187295e-01,        +5.392150708254e-11,        +1.837004850660e-01,        +8.381078640531e-11,        +2.855062730855e-01,        +6.616083477204e-11,        +2.253975843329e-01,        +5.300741363622e-13,        +1.805728088505e-03,        +3.650830289185e-12,        +1.243769566734e-02
 2.00e+00,        +2.935514708646e-10,        +2.935257339153e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.924511361761e-12,        +6.555958844604e-03,        +3.990029564866e-12,        +1.359345741732e-02,        +1.924511361761e-12,        +6.555958844604e-03,        +3.990029564866e-12,        +1.359345741732e-02,        +9.767915524560e-13,        +3.327496706384e-03,        +2.726828877315e-12,        +9.289914178708e-03,        +9.857240803015e-11,        +3.357925877184e-01,        +7.708858279006e-11,        +2.626297250390e-01,        +2.638810960876e-11,        +8.989261587088e-02,        +4.288039682976e-11,        +1.460873506993e-01,        +6.910716950761e-11,        +2.354175548979e-01,        +5.908658924314e-11,        +2.012995196537e-01,        +6.283529741418e-11,        +2.140520612250e-01,        +5.759952043117e-11,        +1.962332898818e-01,        +3.325369780730e-11,        +1.132806376659e-01,        +4.672229981008e-11,        +1.591761621268e-01,        +4.934855823425e-13,        +1.681087070997e-03,        +3.431486368898e-12,        +1.169058100333e-02
 3.00e+00,        +2.935514708646e-10,        +2.935423216997e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.386894091843e-13,        +8.131092257221e-04,        +9.309305821195e-12,        +3.171367510924e-02,        +2.386894091843e-13,        +8.131092257221e-04,        +9.309305821195e-12,        +3.171367510924e-02,        +2.546851770732e-13,        +8.675997307154e-04,        +4.242378150489e-12,        +1.445235605525e-02,        +6.151166019693e-11,        +2.095430147761e-01,        +5.786050272574e-11,        +1.971112798683e-01,        +5.849074311920e-11,        +1.992520866850e-01,        +5.575610222434e-11,        +1.899422948674e-01,        +6.243252266322e-11,        +2.126799858278e-01,        +5.945844295900e-11,        +2.025549250095e-01,        +5.318314486603e-11,        +1.811714474106e-01,        +5.024753515272e-11,        +1.711764588553e-01,        +5.738473386792e-11,        +1.954844024420e-01,        +5.449598555948e-11,        +1.856495010462e-01,        +5.529156500000e-14,        +1.883539020846e-04,        +2.172069106704e-12,        +7.399509188751e-03
 4.00e+00,        +2.935514708646e-10,        +2.935371524583e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.761373570538e-15,        +6.000220558767e-06,        +1.134465825800e-15,        +3.864811715652e-06,        +1.761373570538e-15,        +6.000220558767e-06,        +1.134465825800e-15,        +3.864811715652e-06,        +3.254644678914e-15,        +1.108713463206e-05,        +1.123763534499e-15,        +3.828351965289e-06,        +6.031746182467e-11,        +2.054749092111e-01,        +5.821709791456e-11,        +1.983295723454e-01,        +6.437838182742e-11,        +2.193086671915e-01,        +5.346840336469e-11,        +1.821520816595e-01,        +6.060857395273e-11,        +2.064665994493e-01,        +5.594913469727e-11,        +1.906032481024e-01,        +5.464622131903e-11,        +1.861555016505e-01,        +6.257336062154e-11,        +2.131701561370e-01,        +5.359542317048e-11,        +1.825758972102e-01,        +6.332646382789e-11,        +2.157357707450e-01,        +3.927519750714e-16,        +1.337932233535e-06,        +4.338030108594e-16,        +1.477847036487e-06
 5.00e+00,        +2.935514708646e-10,        +2.935251738347e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.524410505685e-14,        +8.599549844702e-05,        +7.568874259646e-14,        +2.578611626650e-04,        +2.524410505685e-14,        +8.599549844702e-05,        +7.568874259646e-14,        +2.578611626650e-04,        +1.641501140048e-14,        +5.591868217227e-05,        +3.829708446489e-14,        +1.304729129858e-04,        +8.020645071150e-11,        +2.732278958619e-01,        +8.096077511445e-11,        +2.758222542099e-01,        +4.731032277990e-11,        +1.611653405809e-01,        +5.734059805925e-11,        +1.953515513172e-01,        +4.824012129927e-11,        +1.643327528123e-01,        +5.386674883573e-11,        +1.835166235727e-01,        +6.061065585881e-11,        +2.064736915823e-01,        +5.247940015722e-11,        +1.787901169484e-01,        +5.713424426969e-11,        +1.946310951923e-01,        +4.873802338021e-11,        +1.660437595300e-01,        +8.016828924874e-15,        +2.730978966402e-05,        +2.564246078034e-14,        +8.736034611729e-05
 6.00e+00,        +2.935514708646e-10,        +2.935366715085e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.837126351797e-12,        +9.664834393238e-03,        +2.732605241675e-12,        +9.309246533430e-03,        +2.837126351797e-12,        +9.664834393238e-03,        +2.732605241675e-12,        +9.309246533430e-03,        +1.778240520698e-12,        +6.057678796364e-03,        +1.507775813470e-12,        +5.136584147125e-03,        +3.670557854636e-11,        +1.250396683016e-01,        +4.390086505053e-11,        +1.495583663361e-01,        +7.036684550564e-11,        +2.397087137680e-01,        +6.621843652699e-11,        +2.255882925520e-01,        +5.734469183735e-11,        +1.953479969576e-01,        +5.756713989855e-11,        +1.961156662393e-01,        +4.464225797760e-11,        +1.520764240974e-01,        +4.913956472156e-11,        +1.674051983660e-01,        +7.804730135524e-11,        +2.658726291692e-01,        +7.124523114776e-11,        +2.427132214235e-01,        +1.829428769865e-12,        +6.232054516631e-03,        +1.225053107913e-12,        +4.173424402539e-03
 7.00e+00,        +2.935514708646e-10,        +2.935365814958e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.840488355883e-12,        +9.676287253876e-03,        +2.735377033952e-12,        +9.318692137155e-03,        +2.840488355883e-12,        +9.676287253876e-03,        +2.735377033952e-12,        +9.318692137155e-03,        +1.779687299419e-12,        +6.062607331440e-03,        +1.509232828595e-12,        +5.141549379994e-03,        +7.738583129342e-11,        +2.636192932896e-01,        +7.054373535361e-11,        +2.403234887936e-01,        +4.439083838249e-11,        +1.512199487598e-01,        +4.895680425210e-11,        +1.667826340507e-01,        +5.794312771042e-11,        +1.973866032412e-01,        +5.809889013416e-11,        +1.979272560786e-01,        +7.066787512528e-11,        +2.407341885127e-01,        +6.658512430799e-11,        +2.268375681446e-01,        +3.671370327790e-11,        +1.250673456678e-01,        +4.388131195364e-11,        +1.494918000681e-01,        +1.829919419740e-12,        +6.233725943701e-03,        +1.226105631741e-12,        +4.177011347252e-03
 8.00e+00,        +2.935514708646e-10,        +2.935248578067e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.370309241502e-12,        +1.148115262913e-02,        +1.054000044518e-13,        +3.590837424790e-04,        +3.370309241502e-12,        +1.148115262913e-02,        +1.054000044518e-13,        +3.590837424790e-04,        +1.406923263227e-12,        +4.792765163407e-03,        +1.077158089435e-13,        +3.669733791830e-04,        +5.773636933018e-11,        +1.966822689055e-01,        +5.874813359596e-11,        +2.001470472891e-01,        +5.796553020721e-11,        +1.974629186374e-01,        +5.898141623012e-11,        +2.009418100765e-01,        +5.725834714492e-11,        +1.950538587877e-01,        +5.824884417604e-11,        +1.984460348990e-01,        +5.734128622029e-11,        +1.953363955268e-01,        +5.834328968530e-11,        +1.987677981390e-01,        +5.798013846298e-11,        +1.975126825024e-01,        +5.897481319497e-11,        +2.009193144173e-01,        +4.925669942442e-13,        +1.677957847711e-03,        +1.524511091463e-14,        +5.193805740523e-05
