        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        -3.428605664149e-04,        -7.943670068460e-04
 2.00e+00,        +8.619143481093e-03,        +3.325421907876e-02
 3.00e+00,        +2.601463074598e-03,        +2.357535173281e-02
 4.00e+00,        -2.303298462612e-03,        -6.242238452619e-03
 5.00e+00,        +8.444777259822e-03,        +6.217872851850e-02
 6.00e+00,        +1.651767948728e-05,        -3.533179908467e-05
 7.00e+00,        -1.741879686487e-05,        +3.783753435975e-05
 8.00e+00,        +4.225801308624e-06,        -1.254672203740e-05
