        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.448447807781e+00,        +1.688291638621e-03,        +7.251260190595e+02,        +2.337629847370e-15,        +1.387833454302e-11
 2.00e+00,        +2.454829287516e+00,        +2.958317939314e-03,        +4.149031849194e+02,        +1.030664024547e-13,        +6.120046944037e-10
 3.00e+00,        +2.622857767645e+00,        +5.384318457375e-05,        +2.435645095068e+04,        +1.402178091484e-14,        +8.364765720319e-11
 4.00e+00,        +2.623073027475e+00,        +5.387417613797e-05,        +2.434443750296e+04,        +2.016924026618e-15,        +1.203213613892e-11
