        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13]
 1.00e+00,        +2.935514708646e-10,        +2.935342072156e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.031253425005e-12,        +6.919581833547e-03,        +4.286387085680e-12,        +1.460268336811e-02,        +2.031253425005e-12,        +6.919581833547e-03,        +4.286387085680e-12,        +1.460268336811e-02,        +1.039777768236e-12,        +3.542062879720e-03,        +2.950915078025e-12,        +1.005305346187e-02,        +2.899529650874e-10,        +9.877414827236e-01,        +2.825353919975e-10,        +9.625296985915e-01,        +5.274745838635e-13,        +1.796872563132e-03,        +3.761513054368e-12,        +1.281456457852e-02
 2.00e+00,        +2.935514708646e-10,        +2.935342037516e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.030161361110e-12,        +6.915861654964e-03,        +4.284784671840e-12,        +1.459722450425e-02,        +2.030161361110e-12,        +6.915861654964e-03,        +4.284784671840e-12,        +1.459722450425e-02,        +1.039547715061e-12,        +3.541279190322e-03,        +2.950965344788e-12,        +1.005322482720e-02,        +2.899538912758e-10,        +9.877446378375e-01,        +2.825351420161e-10,        +9.625288583238e-01,        +5.278705126030e-13,        +1.798221317197e-03,        +3.763311718946e-12,        +1.282069234470e-02
 3.00e+00,        +2.935514708646e-10,        +2.935448499569e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.313135516505e-13,        +7.879829420348e-04,        +9.638158751631e-12,        +3.283368368767e-02,        +2.313135516505e-13,        +7.879829420348e-04,        +9.638158751631e-12,        +3.283368368767e-02,        +2.553527951379e-13,        +8.698740101213e-04,        +4.384359728764e-12,        +1.493591091585e-02,        +2.930120583857e-10,        +9.981624603096e-01,        +2.772969519075e-10,        +9.446493506810e-01,        +5.274613211282e-14,        +1.796827382860e-04,        +2.225379568967e-12,        +7.581054715466e-03
 4.00e+00,        +2.935514708646e-10,        +2.935386903163e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.638161058550e-15,        +5.580490037150e-06,        +2.593678085678e-16,        +8.835898541630e-07,        +1.638161058550e-15,        +5.580490037150e-06,        +2.593678085678e-16,        +8.835898541630e-07,        +3.282288431879e-15,        +1.118130466937e-05,        +7.873398737992e-16,        +2.682235425084e-06,        +2.935461745873e-10,        +9.999819579265e-01,        +2.935374227161e-10,        +9.999956816586e-01,        +3.758277324006e-16,        +1.280278825699e-06,        +2.208926006076e-16,        +7.525161346517e-07
 5.00e+00,        +2.935514708646e-10,        +2.935386903338e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.638474431492e-15,        +5.581557560131e-06,        +2.565390606681e-16,        +8.739531418375e-07,        +1.638474431492e-15,        +5.581557560131e-06,        +2.565390606681e-16,        +8.739531418375e-07,        +3.273786937791e-15,        +1.115234383990e-05,        +7.838679208595e-16,        +2.670407502221e-06,        +2.935461853315e-10,        +9.999819945272e-01,        +2.935374301514e-10,        +9.999957069292e-01,        +3.732716677245e-16,        +1.271571444099e-06,        +2.197753914988e-16,        +7.487101316999e-07
 6.00e+00,        +2.935514708646e-10,        +2.935401045112e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.945068080944e-15,        +1.684565935364e-05,        +2.310291662094e-13,        +7.870446411202e-04,        +4.945068080944e-15,        +1.684565935364e-05,        +2.310291662094e-13,        +7.870446411202e-04,        +1.152881464295e-14,        +3.927357137403e-05,        +3.020107941437e-13,        +1.028857009664e-03,        +2.935325379628e-10,        +9.999355039792e-01,        +2.928971095586e-10,        +9.978095158288e-01,        +2.459019048854e-15,        +8.376790079137e-06,        +1.099549921880e-13,        +3.745825204058e-04
 7.00e+00,        +2.935514708646e-10,        +2.935400910124e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +7.095745888012e-15,        +2.417206722594e-05,        +2.331328815978e-13,        +7.942113828257e-04,        +7.095745888012e-15,        +2.417206722594e-05,        +2.331328815978e-13,        +7.942113828257e-04,        +1.283907367893e-14,        +4.373704427750e-05,        +3.030634627706e-13,        +1.032443172329e-03,        +2.935277688875e-10,        +9.999192578495e-01,        +2.928931662568e-10,        +9.977961281084e-01,        +3.767157459923e-15,        +1.283303895167e-05,        +1.107284112646e-13,        +3.772173364215e-04
 8.00e+00,        +2.935514708646e-10,        +2.935343494665e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.441160937281e-12,        +8.315955393073e-03,        +7.959993818961e-14,        +2.711775924497e-04,        +2.441160937281e-12,        +8.315955393073e-03,        +7.959993818961e-14,        +2.711775924497e-04,        +1.018533585264e-12,        +3.469693346330e-03,        +7.897588401010e-14,        +2.690515919301e-04,        +2.898268721013e-10,        +9.873119397006e-01,        +2.933676342622e-10,        +9.994320419244e-01,        +2.649042407484e-13,        +9.024115599496e-04,        +8.139382053508e-15,        +2.772889124664e-05
