        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.387171662010e+00,        +1.053876943297e-04,        +1.132566605390e+04,        +9.652036663372e-14,        +5.493201957823e-09
 2.00e+00,        +2.388378332591e+00,        +2.667681976278e-03,        +4.476507776513e+02,        +1.243055364780e-13,        +7.074525013300e-09
 3.00e+00,        +2.453403801670e+00,        +1.737524693872e-03,        +7.060056255860e+02,        +1.648056675128e-13,        +9.379732097163e-09
 4.00e+00,        +2.602039853229e+00,        +6.602792446707e-04,        +1.970408700565e+03,        +8.997526314330e-14,        +5.121162551359e-09
 5.00e+00,        +2.625594510034e+00,        +1.191484943667e-02,        +1.101827412264e+02,        +1.399507160304e-13,        +7.965719016139e-09
 6.00e+00,        +2.739989612461e+00,        +7.384865199582e-05,        +1.855138543092e+04,        +1.369484304105e-13,        +7.795227917096e-09
 7.00e+00,        +2.740217963611e+00,        +7.374662998100e-05,        +1.857859786480e+04,        +1.651344075890e-13,        +9.399600069006e-09
 8.00e+00,        +2.750200813912e+00,        +6.940359885196e-05,        +1.981309946660e+04,        +1.073440325788e-13,        +6.110146969220e-09
