        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.450086314191e+00,        +6.045661470934e-05,        +2.026317820404e+04,        +5.428375379488e-13,        +3.351476450876e-09
 2.00e+00,        +2.450178473187e+00,        +6.050941869353e-05,        +2.024625692030e+04,        +6.948687043071e-13,        +4.290117018639e-09
 3.00e+00,        +2.450467147229e+00,        +2.784828880003e-05,        +4.399672750063e+04,        +5.766071411616e-13,        +3.559972737165e-09
 4.00e+00,        +2.623005463212e+00,        +5.385408046827e-05,        +2.435289434855e+04,        +5.970691644002e-14,        +3.687719646708e-10
