        m,         Re{B_x[1]} (Wb/m²),         Im{B_x[1]} (Wb/m²),         Re{B_y[1]} (Wb/m²),         Im{B_y[1]} (Wb/m²),         Re{B_z[1]} (Wb/m²),         Im{B_z[1]} (Wb/m²),         Re{B_x[2]} (Wb/m²),         Im{B_x[2]} (Wb/m²),         Re{B_y[2]} (Wb/m²),         Im{B_y[2]} (Wb/m²),         Re{B_z[2]} (Wb/m²),         Im{B_z[2]} (Wb/m²),         Re{B_x[3]} (Wb/m²),         Im{B_x[3]} (Wb/m²),         Re{B_y[3]} (Wb/m²),         Im{B_y[3]} (Wb/m²),         Re{B_z[3]} (Wb/m²),         Im{B_z[3]} (Wb/m²),         Re{B_x[4]} (Wb/m²),         Im{B_x[4]} (Wb/m²),         Re{B_y[4]} (Wb/m²),         Im{B_y[4]} (Wb/m²),         Re{B_z[4]} (Wb/m²),         Im{B_z[4]} (Wb/m²),         Re{B_x[5]} (Wb/m²),         Im{B_x[5]} (Wb/m²),         Re{B_y[5]} (Wb/m²),         Im{B_y[5]} (Wb/m²),         Re{B_z[5]} (Wb/m²),         Im{B_z[5]} (Wb/m²),         Re{B_x[6]} (Wb/m²),         Im{B_x[6]} (Wb/m²),         Re{B_y[6]} (Wb/m²),         Im{B_y[6]} (Wb/m²),         Re{B_z[6]} (Wb/m²),         Im{B_z[6]} (Wb/m²),         Re{B_x[7]} (Wb/m²),         Im{B_x[7]} (Wb/m²),         Re{B_y[7]} (Wb/m²),         Im{B_y[7]} (Wb/m²),         Re{B_z[7]} (Wb/m²),         Im{B_z[7]} (Wb/m²),         Re{B_x[8]} (Wb/m²),         Im{B_x[8]} (Wb/m²),         Re{B_y[8]} (Wb/m²),         Im{B_y[8]} (Wb/m²),         Re{B_z[8]} (Wb/m²),         Im{B_z[8]} (Wb/m²),         Re{B_x[9]} (Wb/m²),         Im{B_x[9]} (Wb/m²),         Re{B_y[9]} (Wb/m²),         Im{B_y[9]} (Wb/m²),         Re{B_z[9]} (Wb/m²),         Im{B_z[9]} (Wb/m²)
 1.00e+00,        +4.684405372785e-12,        +2.721560380564e-09,        -6.191803472322e-12,        -4.637896602324e-09,        -1.434220674965e-09,        -4.527723460147e-07,        +1.179560104531e-11,        +3.013181858256e-09,        -1.092549179883e-11,        -7.098169099770e-09,        -1.417111605967e-09,        -4.375730901510e-07,        +2.137369294829e-11,        +7.707097544126e-09,        -2.082296308635e-12,        -2.751699140799e-09,        -1.372837879321e-09,        -4.218936897070e-07,        -1.150817148873e-11,        -3.088184353779e-09,        +6.647119891439e-14,        -5.094435857463e-09,        -3.554655823931e-09,        -1.193094352118e-06,        +1.876306039618e-12,        +3.251671555550e-09,        -9.710949943876e-12,        -7.702563652043e-09,        -3.537068133882e-09,        -1.181449835146e-06,        +3.346113184313e-12,        +4.945669527029e-09,        -9.415022914656e-12,        -5.285372495929e-09,        -3.563389882322e-09,        -1.200931963588e-06,        -9.505725022667e-12,        -2.011152529330e-09,        +5.516825135774e-13,        -3.857161010167e-09,        -5.290913201553e-09,        -1.802996641551e-06,        -6.837209236155e-12,        -1.182413203887e-09,        +1.373206473633e-12,        -3.124551955882e-09,        -5.386940946517e-09,        -1.842081710900e-06,        -2.718358894833e-09,        -2.258395420113e-08,        -2.078446785303e-09,        +7.039437406973e-08,        +2.608265235484e-09,        -6.272924283064e-07
 2.00e+00,        +7.952794173623e-13,        -8.109152914354e-09,        -6.678056353570e-11,        -6.005376502685e-07,        +4.667384067500e-12,        -4.043625101011e-09,        +4.266301327413e-11,        +4.096443287287e-07,        -5.397362390396e-11,        -4.550725543322e-07,        -1.843010612218e-11,        +6.866053014344e-09,        +6.639891015320e-11,        +5.914655261739e-07,        -1.284702704859e-11,        -9.218612752065e-08,        +1.086523406915e-11,        -1.258654431917e-08,        -5.054363045003e-13,        +6.154556059912e-09,        -7.914396055273e-12,        -1.025140935904e-06,        +1.546968167137e-12,        -3.520250175325e-09,        +5.054125183614e-12,        +6.556923988492e-07,        -5.991117051252e-12,        -7.918448005419e-07,        -2.252778825088e-12,        +1.598871105841e-09,        +6.501355407981e-12,        +1.038075568280e-06,        -1.944470786570e-12,        -1.545400445303e-07,        +3.040473463009e-12,        -5.673615465038e-10,        -1.549564256644e-12,        -1.962069491207e-08,        +9.258690986318e-12,        -3.450706582554e-07,        +1.823083698905e-12,        -5.840945693715e-09,        -1.342837805009e-12,        +2.749381251090e-09,        +5.757249723309e-12,        -1.740631984619e-07,        +2.047016815463e-12,        +1.640542164833e-09,        +8.279690783224e-11,        -1.826749381226e-07,        -6.258324498876e-10,        +2.870515309435e-07,        -2.543949960421e-10,        +7.572793667221e-08
 3.00e+00,        -4.256927000207e-11,        -1.024507956729e-09,        -1.875234701473e-10,        -4.977279335894e-09,        +1.462584125741e-08,        +3.500504578636e-07,        +3.880623375991e-11,        +1.256415738138e-09,        -5.624392096394e-10,        -1.386445923794e-08,        -1.416384549951e-08,        -3.401835023078e-07,        +2.835463186410e-10,        +7.247583721853e-09,        -1.788703808741e-10,        -4.351242202415e-09,        -5.980564643764e-11,        -4.293182606436e-10,        -4.085150715368e-11,        -9.703425767744e-10,        -4.907950458915e-10,        -1.261761236861e-08,        +2.313258643910e-09,        +5.549592317827e-08,        +3.545603185047e-10,        +9.046605897392e-09,        -3.997184006600e-10,        -1.023828750169e-08,        -2.607508569819e-09,        -6.253015838274e-08,        +4.509179217887e-10,        +1.167503496002e-08,        -8.422434021949e-11,        -2.132077609487e-09,        -9.472707040100e-11,        -1.982361587936e-09,        -2.973386714451e-11,        -7.268905239880e-10,        -1.730218573851e-10,        -4.435693703627e-09,        -5.661999152037e-10,        -1.333709560650e-08,        -1.967720277385e-11,        -4.661146274253e-10,        -9.082516660807e-11,        -2.319917827353e-09,        -6.553682072351e-10,        -1.546309433430e-08,        -4.112788584459e-09,        -1.900722353246e-08,        -8.032625878354e-10,        +3.918264477387e-08,        -4.037530322120e-08,        -9.956929759511e-07
 4.00e+00,        +1.609964006237e-12,        -3.892472475087e-09,        +1.500884562110e-11,        +2.275431965475e-08,        +2.138016740912e-10,        +3.169267920468e-07,        -2.567130907899e-12,        -2.462644260262e-08,        +2.093618631059e-11,        +2.253875467108e-08,        +2.693321638690e-10,        +3.170691554633e-07,        +6.488748675430e-12,        -2.124586447196e-08,        +3.239600675691e-12,        -4.882085163900e-10,        -4.901190373770e-10,        -3.781461908008e-07,        +1.793945775495e-12,        -7.923371813929e-09,        +1.653602716558e-11,        +3.236354827110e-08,        -1.443799046818e-11,        +3.252449761964e-08,        -2.965731529416e-12,        -2.895221005443e-08,        +1.399096224446e-11,        +2.424724237128e-08,        -4.990845742203e-12,        +3.252819293527e-08,        -5.477908124454e-12,        -4.105759173727e-08,        +3.217373150392e-12,        -1.998226486462e-09,        -1.323007185437e-10,        -1.297686703622e-07,        +6.112883700136e-12,        -5.674217327331e-09,        +1.018956327343e-11,        +5.695620491454e-09,        -7.108751281695e-11,        -1.268939392584e-07,        +5.805356119313e-12,        -6.497904121029e-09,        +8.252173452222e-12,        -7.351566501410e-10,        -6.998057908672e-11,        -1.397197724560e-07,        -5.043594808489e-09,        -4.737735583208e-08,        -3.904482334978e-09,        +1.462495053144e-07,        +3.303645074322e-09,        -1.138213261269e-06
 5.00e+00,        +1.301299972126e-09,        -6.469233719120e-07,        +2.387593375091e-10,        +2.136096238440e-07,        -9.586198439440e-12,        +7.012697047153e-09,        +1.416054605656e-09,        -7.645674073284e-07,        +3.404147947078e-11,        +3.031807297403e-07,        -3.143197057438e-11,        +1.758665714197e-08,        +1.600810695473e-09,        -8.533530090203e-07,        +1.047586238735e-10,        +2.000079094781e-07,        -3.459629363622e-11,        +1.259221640076e-08,        +1.939378141279e-09,        -9.613370051317e-07,        +2.593192426856e-10,        +2.463464838650e-07,        -2.727762692692e-11,        +1.362981694642e-08,        +1.894035296563e-09,        -9.542903862186e-07,        +2.260789557690e-10,        +2.593315826230e-07,        -2.579566900216e-11,        +1.016535928661e-08,        +1.919340982667e-09,        -9.674183092071e-07,        +2.198711056667e-10,        +2.502995272099e-07,        -2.262664936894e-11,        +3.039977786888e-09,        +2.532795790790e-09,        -1.253041163753e-06,        +2.992253871419e-10,        +3.074337617501e-07,        -4.619422121005e-11,        +2.098819984740e-08,        +2.504287091231e-09,        -1.236885953867e-06,        +3.039680474676e-10,        +3.108890341271e-07,        -1.832211400448e-11,        +8.868984908889e-09,        +1.883207341218e-11,        -3.173715806410e-07,        -1.303428747171e-09,        +4.333520622251e-07,        -2.057555768835e-10,        +6.045561461211e-09
 6.00e+00,        +5.234275799448e-10,        +1.719342396128e-07,        +2.182572792199e-10,        +8.491668702796e-07,        -8.416235589266e-12,        +2.198345041887e-09,        +5.513136085080e-10,        +9.513635299401e-08,        +8.169102049285e-11,        +7.521058515701e-07,        -1.762207703541e-11,        -3.195099114745e-09,        +6.761949589545e-10,        +1.798758866719e-07,        +8.100331890243e-11,        +6.410895527395e-07,        -9.460197845780e-12,        -1.409832039098e-08,        +7.688973778587e-10,        +2.446706389626e-07,        +1.808277400347e-10,        +9.830259372591e-07,        -1.112648888741e-11,        -2.547185810291e-09,        +7.453670919379e-10,        +2.253104363739e-07,        +1.458837136394e-10,        +9.564325245609e-07,        -1.068082814115e-11,        -1.005559142813e-08,        +7.749451337945e-10,        +2.494818727225e-07,        +1.332741067890e-10,        +9.467874435097e-07,        -7.625529493807e-12,        -2.311192094955e-08,        +9.983074053858e-10,        +3.162894933269e-07,        +1.765612068795e-10,        +1.210679537654e-06,        -1.652378769351e-11,        -1.020389406313e-08,        +9.860147964179e-10,        +3.168782889044e-07,        +1.755976530580e-10,        +1.228088730550e-06,        -4.605561104323e-12,        -1.273672052032e-09,        -4.250904712189e-10,        -2.608538395190e-07,        -1.145914492871e-09,        +4.743602111917e-07,        -1.936219898503e-10,        -1.509509687681e-09
