        m,           Re{E_x[1]} (V/m),           Im{E_x[1]} (V/m),           Re{E_y[1]} (V/m),           Im{E_y[1]} (V/m),           Re{E_z[1]} (V/m),           Im{E_z[1]} (V/m),           Re{E_x[2]} (V/m),           Im{E_x[2]} (V/m),           Re{E_y[2]} (V/m),           Im{E_y[2]} (V/m),           Re{E_z[2]} (V/m),           Im{E_z[2]} (V/m),           Re{E_x[3]} (V/m),           Im{E_x[3]} (V/m),           Re{E_y[3]} (V/m),           Im{E_y[3]} (V/m),           Re{E_z[3]} (V/m),           Im{E_z[3]} (V/m),           Re{E_x[4]} (V/m),           Im{E_x[4]} (V/m),           Re{E_y[4]} (V/m),           Im{E_y[4]} (V/m),           Re{E_z[4]} (V/m),           Im{E_z[4]} (V/m),           Re{E_x[5]} (V/m),           Im{E_x[5]} (V/m),           Re{E_y[5]} (V/m),           Im{E_y[5]} (V/m),           Re{E_z[5]} (V/m),           Im{E_z[5]} (V/m),           Re{E_x[6]} (V/m),           Im{E_x[6]} (V/m),           Re{E_y[6]} (V/m),           Im{E_y[6]} (V/m),           Re{E_z[6]} (V/m),           Im{E_z[6]} (V/m),           Re{E_x[7]} (V/m),           Im{E_x[7]} (V/m),           Re{E_y[7]} (V/m),           Im{E_y[7]} (V/m),           Re{E_z[7]} (V/m),           Im{E_z[7]} (V/m),           Re{E_x[8]} (V/m),           Im{E_x[8]} (V/m),           Re{E_y[8]} (V/m),           Im{E_y[8]} (V/m),           Re{E_z[8]} (V/m),           Im{E_z[8]} (V/m),           Re{E_x[9]} (V/m),           Im{E_x[9]} (V/m),           Re{E_y[9]} (V/m),           Im{E_y[9]} (V/m),           Re{E_z[9]} (V/m),           Im{E_z[9]} (V/m)
 1.00e+00,        -2.244010008419e+01,        +9.672272607992e-03,        -3.139246807629e+02,        +9.477238630573e-01,        +1.875390574822e-01,        +6.336030706350e-04,        +2.192958793348e+02,        -6.089351953367e-01,        -2.300762176145e+02,        +7.150407843266e-01,        +2.916577606693e+00,        -6.773025945464e-03,        +3.300538670710e+02,        -9.190931547231e-01,        -8.610300511942e+01,        +1.734976209498e-01,        +3.093486992858e+00,        -5.745756644762e-03,        +7.064253021158e+00,        +7.041307067279e-03,        -2.426861189367e+02,        +7.122698973059e-01,        -3.895888959318e-01,        +7.185249279077e-04,        +1.665106992296e+02,        -4.478864746361e-01,        -1.849266676061e+02,        +5.421380201629e-01,        +1.574307522628e-01,        -2.851535714906e-04,        +2.518434411215e+02,        -6.915340958533e-01,        -5.348457074837e+01,        +1.318721603072e-01,        -1.602786098850e-01,        +5.642097665890e-05,        +1.342783647720e+00,        +5.803848367127e-04,        -1.179379318853e+02,        +3.516071320572e-01,        -1.464621754019e+00,        +7.622711634325e-04,        +1.358262568441e+01,        +4.092151327708e-03,        -5.776938300300e+01,        +1.795634826229e-01,        -1.654506894718e+00,        +8.297446487170e-04,        -2.468973164837e+03,        +2.994051501002e-01,        -1.695878631733e+03,        +2.581519876575e-01,        -2.256643202928e+02,        +1.830049990784e-02
 2.00e+00,        -9.770725145664e+00,        +1.058524045529e-02,        -1.692722542415e+00,        +2.103952891957e-03,        +7.558128322122e+01,        +2.711893088749e-02,        -1.364269878196e+01,        +5.519141934952e-03,        -2.024582092593e+01,        -5.270233482619e-03,        +7.486176035366e+01,        +2.707454506579e-02,        -7.176736185926e+00,        -4.927657896761e-03,        -1.357051487012e+01,        -3.462897652688e-03,        +7.854510031737e+01,        +2.756359127971e-02,        -3.710472317888e+01,        +4.795759166386e-03,        +7.121623869114e-01,        +4.013036909791e-04,        -1.872100378576e+02,        +1.685565564876e-02,        -3.141303401199e+01,        +2.843469202701e-03,        -2.664590214480e+01,        -1.527735945874e-03,        -1.851142979453e+02,        +1.658626646969e-02,        -8.824773089127e+00,        -1.596114732384e-03,        -4.097292046476e+01,        +5.225424279508e-05,        -1.861728851959e+02,        +1.668720435340e-02,        -1.496152247417e+00,        +1.303498851683e-05,        -1.006689188631e+00,        -2.840276171462e-04,        -4.282876369345e+02,        +4.428043442447e-03,        -7.739927548795e+00,        +3.348737622622e-04,        -1.536130996421e-01,        -2.233645153119e-04,        -4.476661784557e+02,        +2.943943978038e-03,        +9.505567264082e+01,        -1.736586021557e-02,        +6.532512420182e+01,        -1.256673020527e-02,        +1.883937241279e+01,        -3.754086424645e-03
 3.00e+00,        -1.037744933312e+02,        +4.308543006957e+00,        -1.441616287793e+02,        +6.027405830721e+00,        +7.194362348704e-01,        -2.703187799175e-02,        -1.677106119428e+02,        +7.006315491227e+00,        +4.530144580812e+01,        -1.870083259175e+00,        -1.842164606429e-01,        +1.057733732929e-02,        +4.045131522952e+01,        -1.671922749180e+00,        +1.998895343338e+02,        -8.343467619471e+00,        +8.777270297493e-01,        -3.329807140321e-02,        -3.324547585933e+01,        +1.377773330107e+00,        -5.805055474019e+01,        +2.426740547448e+00,        -2.386819137788e+00,        +9.329992701581e-02,        -5.871272926316e+01,        +2.449185547189e+00,        +1.898171641461e+01,        -7.847751236413e-01,        -2.697541150576e+00,        +1.063511902279e-01,        +1.211913102272e+01,        -5.006370740496e-01,        +6.662065270101e+01,        -2.781156910250e+00,        -2.060489525277e+00,        +7.971446084509e-02,        -2.249007037718e-01,        +9.211112871692e-03,        -6.338870241659e+00,        +2.655629383126e-01,        -5.100979663959e+00,        +1.978806822117e-01,        -1.584467152191e-01,        +5.852052744141e-03,        -2.838902947596e+00,        +1.191524941969e-01,        -5.317858566981e+00,        +2.062331993272e-01,        -1.423680955859e+03,        +5.960108770195e+01,        -9.956352884289e+02,        +4.168218809137e+01,        -8.120383825628e+01,        +3.397812932133e+00
 4.00e+00,        +1.652867685611e+02,        -2.316811284531e-01,        -1.123740116567e+02,        +1.121295955810e-01,        -9.489451425084e-01,        -7.442949749712e-04,        -6.364770342786e+01,        +7.589199217104e-02,        -1.824482728563e+02,        +2.350731363535e-01,        -8.148332405987e-01,        -8.811791324826e-04,        -1.443870669561e+02,        +1.886672032301e-01,        -1.724246272989e+01,        -1.775087952766e-02,        -1.735862076886e+00,        +1.421230206121e-03,        +6.772393152703e+01,        -7.737667952276e-02,        -6.955930477558e+01,        +4.432436051736e-02,        +7.636130469150e+00,        -2.317558349790e-03,        -1.305389055517e+01,        +1.609919773181e-02,        -9.640451681012e+01,        +8.039801248554e-02,        +6.791198263204e+00,        -1.685033844036e-03,        -4.355347951291e+01,        +6.631388509039e-02,        -2.208820320742e+01,        -1.312452215141e-02,        +6.790058794225e+00,        -2.330594980923e-03,        +1.629532797427e+00,        -5.974029717106e-04,        -2.610151526287e+01,        +6.289880039985e-03,        +1.539074599663e+01,        -4.398664718292e-03,        +1.216634384465e+01,        -1.190610975781e-03,        -1.799034054545e+01,        +2.008732039244e-03,        +1.574673790597e+01,        -4.714876821253e-03,        -5.280651145218e+03,        +1.265063478819e+00,        -3.632769459554e+03,        +9.322443859132e-01,        -4.526658267134e+02,        +6.875889548059e-02
 5.00e+00,        -3.581824665606e-01,        -2.667275272556e-03,        +1.041116448786e+01,        +2.073635567417e-02,        +1.221427684608e+00,        -6.130406739016e-03,        -2.264338733310e+00,        -6.265667104198e-03,        +3.323512349673e+00,        +1.217131639124e-02,        +1.268762284507e+00,        -2.202629682286e-02,        +1.431590454931e+00,        -2.225108649520e-03,        +2.248865167107e+00,        +4.320161146645e-03,        +6.466087952574e+00,        -1.480923451808e-02,        -2.388491573155e-01,        -2.730007496545e-03,        +7.530822943267e+00,        +1.480497607584e-02,        -6.672656422674e+00,        -4.698523668043e-04,        -1.594334786461e+00,        -5.540982141223e-03,        +4.630769378368e+00,        +1.169706458135e-02,        -1.960669203675e+01,        -4.305897370313e-02,        -1.580085353075e-01,        -5.213949003802e-03,        +2.120855871107e+00,        +5.255037420846e-03,        -2.462266181511e+01,        -6.791417536679e-02,        +2.663197428613e-01,        +5.273418401491e-05,        +7.976114414902e+00,        +1.614446046606e-02,        -1.605489576322e+01,        +1.057571740900e-02,        +1.523033350453e+00,        -1.995319172034e-03,        +6.885941008081e+00,        +1.361459123126e-02,        -8.614703303018e+00,        +3.840785398267e-03,        +3.174100133000e+01,        +1.496051521176e-01,        +2.210497010257e+01,        +1.018840864520e-01,        +2.971229229308e+00,        +8.586586315671e-03
 6.00e+00,        +1.411578705875e+00,        +2.438512332611e-04,        -1.718560543776e+00,        +6.598890916109e-03,        +2.337834755626e+00,        -2.545550738504e-02,        +2.648000246644e+00,        -3.400359191427e-03,        -7.518911449628e+00,        +3.285293709002e-03,        +1.723558369660e+00,        -1.630648200202e-02,        +7.897217048280e+00,        -3.233468450780e-03,        -4.067558570069e-01,        +1.062724967038e-03,        -2.679847190331e-01,        +6.115033595698e-03,        +2.322604237502e+00,        -7.599595379251e-04,        -1.172626706106e+00,        +4.805289903645e-03,        -2.425116097439e+01,        -1.658627314305e-02,        +3.425083784673e+00,        -2.802222819921e-03,        -4.242951707962e+00,        +3.466973585572e-03,        -1.446472115340e+01,        -2.149502551916e-02,        +7.072900054052e+00,        -3.264304768439e-03,        -2.598916994535e+00,        +1.935008331316e-03,        +2.754823499158e+00,        -1.745347683269e-02,        +5.626060617457e-01,        +1.383461553404e-06,        -2.509790445818e+00,        +6.120336266586e-03,        -5.985555324340e+01,        +8.635036939844e-04,        +6.269210594317e+00,        -1.274588657090e-03,        -1.863513097544e+00,        +5.265933883998e-03,        -3.006278638476e+01,        -1.953354598350e-04,        -4.638490698136e+01,        -6.249773615246e-02,        -3.226911659261e+01,        -4.332408876669e-02,        -3.786370592599e+00,        -1.042902307979e-02
