        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13]
 1.00e+00,        +3.059045601474e-10,        +3.058591713779e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.625604112691e-12,        +1.839006293329e-02,        +3.367775042383e-14,        +1.101086826075e-04,        +5.625604112691e-12,        +1.839006293329e-02,        +3.367775042383e-14,        +1.101086826075e-04,        +3.171570809763e-12,        +1.036784416759e-02,        +4.572769717757e-14,        +1.495057250419e-04,        +2.943373586356e-10,        +9.621868941534e-01,        +3.057631852741e-10,        +9.996861754926e-01,        +2.770026589345e-12,        +9.055198745681e-03,        +1.658065619295e-14,        +5.421009976015e-05
 2.00e+00,        +3.059045601474e-10,        +3.058032310661e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.174410600727e-13,        +2.672209461928e-03,        +7.396883235561e-15,        +2.418837502068e-05,        +8.174410600727e-13,        +2.672209461928e-03,        +7.396883235561e-15,        +2.418837502068e-05,        +5.926596812572e-13,        +1.937400609431e-03,        +1.272657462270e-14,        +4.161687428330e-05,        +3.037728480273e-10,        +9.930314470660e-01,        +3.057765495223e-10,        +9.999127493072e-01,        +7.216113788118e-13,        +2.358942862650e-03,        +6.558085902549e-15,        +2.144544346274e-05
 3.00e+00,        +3.059045601474e-10,        +3.058513160025e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.808721734547e-12,        +9.181692921459e-03,        +8.346757580717e-13,        +2.729024576323e-03,        +2.808721734547e-12,        +9.181692921459e-03,        +8.346757580717e-13,        +2.729024576323e-03,        +1.316810426654e-12,        +4.304644644786e-03,        +6.028336200847e-13,        +1.971002211021e-03,        +3.011350174448e-10,        +9.844083961995e-01,        +3.036842952953e-10,        +9.929147903120e-01,        +6.440105413870e-13,        +2.105266234268e-03,        +7.295113290601e-13,        +2.385182900616e-03
 4.00e+00,        +3.059045601474e-10,        +3.058514500553e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.814368899857e-12,        +9.200153467804e-03,        +8.370719791572e-13,        +2.736857971430e-03,        +2.814368899857e-12,        +9.200153467804e-03,        +8.370719791572e-13,        +2.736857971430e-03,        +1.319566843779e-12,        +4.313655354280e-03,        +6.046503904678e-13,        +1.976941388895e-03,        +3.011249964083e-10,        +9.843756374968e-01,        +3.036778607425e-10,        +9.928933169602e-01,        +6.456279954822e-13,        +2.110553681093e-03,        +7.318669431758e-13,        +2.392883679458e-03
 5.00e+00,        +3.059045601474e-10,        +3.058004113891e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.784844864889e-14,        +1.237263302994e-04,        +1.495975607896e-12,        +4.891999984892e-03,        +3.784844864889e-14,        +1.237263302994e-04,        +1.495975607896e-12,        +4.891999984892e-03,        +5.031928859498e-14,        +1.644934242587e-04,        +8.126405716314e-13,        +2.657421446688e-03,        +3.057948173833e-10,        +9.996412516242e-01,        +3.028007647723e-10,        +9.901908352471e-01,        +2.157502684399e-14,        +7.052862119348e-05,        +6.910304372996e-13,        +2.259743321340e-03
 6.00e+00,        +3.059045601474e-10,        +3.058004945537e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.802878361837e-14,        +1.243158441314e-04,        +1.502021045477e-12,        +4.911767875553e-03,        +3.802878361837e-14,        +1.243158441314e-04,        +1.502021045477e-12,        +4.911767875553e-03,        +5.055887536975e-14,        +1.652766318534e-04,        +8.152546743257e-13,        +2.665969116615e-03,        +3.057942532038e-10,        +9.996394073251e-01,        +3.027911297343e-10,        +9.901590583634e-01,        +2.171928460507e-14,        +7.100019886792e-05,        +6.920890995542e-13,        +2.263204644467e-03
 7.00e+00,        +3.059045601474e-10,        +3.058018316969e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.020128342698e-12,        +6.603786297675e-03,        +2.789747576900e-14,        +9.122730107336e-05,        +2.020128342698e-12,        +6.603786297675e-03,        +2.789747576900e-14,        +9.122730107336e-05,        +1.059103175880e-12,        +3.462201332891e-03,        +3.487073525157e-14,        +1.140304983069e-04,        +3.019862995793e-10,        +9.871912319115e-01,        +3.057273866028e-10,        +9.997565577234e-01,        +8.390290495660e-13,        +2.742780457937e-03,        +1.167688307280e-14,        +3.818447720867e-05
 8.00e+00,        +3.059045601474e-10,        +3.058266927331e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.712545894455e-12,        +8.867294731232e-03,        +2.120629222176e-12,        +6.934088071987e-03,        +2.712545894455e-12,        +8.867294731232e-03,        +2.120629222176e-12,        +6.934088071987e-03,        +1.261596985688e-12,        +4.124152268538e-03,        +1.510552608071e-12,        +4.939243839613e-03,        +3.013132538201e-10,        +9.849910497410e-01,        +3.003112426047e-10,        +9.819654390562e-01,        +6.171634471192e-13,        +2.017503259258e-03,        +1.884268298077e-12,        +6.161229032161e-03
 9.00e+00,        +3.059045601474e-10,        +3.058265913164e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.708409211219e-12,        +8.853771940877e-03,        +2.119970713692e-12,        +6.931937162713e-03,        +2.708409211219e-12,        +8.853771940877e-03,        +2.119970713692e-12,        +6.931937162713e-03,        +1.259534853507e-12,        +4.117411171970e-03,        +1.510863108107e-12,        +4.940260758894e-03,        +3.013208123667e-10,        +9.850157585799e-01,        +3.003098322007e-10,        +9.819611529136e-01,        +6.158037160289e-13,        +2.013058307245e-03,        +1.885925293900e-12,        +6.166649164753e-03
 1.00e+01,        +3.059045601474e-10,        +3.058325804447e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.115704216552e-14,        +1.018521664094e-04,        +2.456418363055e-15,        +8.031905428400e-06,        +3.115704216552e-14,        +1.018521664094e-04,        +2.456418363055e-15,        +8.031905428400e-06,        +3.481771759149e-14,        +1.138188903582e-04,        +4.220864933474e-15,        +1.380122721829e-05,        +3.058313248697e-10,        +9.997605943578e-01,        +3.058235874810e-10,        +9.999705951417e-01,        +7.260517921768e-15,        +2.373458544805e-05,        +2.315680389432e-15,        +7.571725635198e-06
