        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +1.225981874873e+00,        +9.095264249467e-05,        +6.739671573141e+03,        +6.808050551291e-13,        +5.156859315319e-09
 2.00e+00,        +1.513753337149e+00,        +2.507112350754e-04,        +3.018918074125e+03,        +6.453097877274e-13,        +4.889633476949e-09
 3.00e+00,        +1.549042237919e+00,        +1.348090882261e-04,        +5.745318302231e+03,        +1.208270502743e-12,        +9.155713097202e-09
 4.00e+00,        +1.549253403158e+00,        +1.344880103087e-04,        +5.759819798949e+03,        +8.597135193910e-13,        +6.514511858032e-09
 5.00e+00,        +1.731798450492e+00,        +2.948054462995e-04,        +2.937188741461e+03,        +7.893415840989e-13,        +5.982788252219e-09
 6.00e+00,        +1.732635672073e+00,        +2.947124469935e-04,        +2.939536003336e+03,        +8.901846573574e-13,        +6.747133282476e-09
 7.00e+00,        +1.821415752365e+00,        +3.058327524731e-04,        +2.977797118379e+03,        +1.669673306268e-12,        +1.265694531979e-08
 8.00e+00,        +1.869292208844e+00,        +2.379123342364e-04,        +3.928531553406e+03,        +1.041924435652e-12,        +7.898892818643e-09
 9.00e+00,        +1.870108697029e+00,        +2.383264402021e-04,        +3.923418464668e+03,        +1.215920095344e-12,        +9.217976502367e-09
 1.00e+01,        +1.941168274603e+00,        +2.283808695752e-04,        +4.249848710289e+03,        +9.807570899143e-13,        +7.436044412508e-09
 1.10e+01,        +1.941994103551e+00,        +2.276115480754e-04,        +4.266027214590e+03,        +9.479246305287e-13,        +7.187120363752e-09
 1.20e+01,        +2.063061587164e+00,        +3.648049349449e-04,        +2.827622959280e+03,        +1.037016681288e-12,        +7.864231355372e-09
