        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.436868281484e+00,        +3.527792528087e-05,        +3.453814619677e+04,        +1.067183256389e-13,        +9.615113115118e-09
 2.00e+00,        +2.568855956992e+00,        +2.161630091734e-04,        +5.941941629861e+03,        +7.015953295785e-14,        +6.321456331726e-09
 3.00e+00,        +2.599063146735e+00,        +8.053875502511e-05,        +1.613548127962e+04,        +7.813656162379e-14,        +7.040253658818e-09
 4.00e+00,        +2.605720712914e+00,        +6.288060458386e-05,        +2.071959017345e+04,        +1.104139641693e-13,        +9.948527457291e-09
 5.00e+00,        +2.701525307738e+00,        +6.743432986926e-05,        +2.003078635035e+04,        +1.606269186795e-13,        +1.447320509765e-08
 6.00e+00,        +2.701778416246e+00,        +6.368269088580e-05,        +2.121281606835e+04,        +9.190647409130e-14,        +8.281185717327e-09
 7.00e+00,        +2.707012173361e+00,        +4.747927249066e-04,        +2.850730511436e+03,        +7.300397745891e-14,        +6.577995723255e-09
 8.00e+00,        +2.739690477369e+00,        +7.352877064330e-05,        +1.863005769297e+04,        +1.136060132695e-13,        +1.023652238153e-08
