        m,               Re{V[1]} (V),               Im{V[1]} (V)
 1.00e+00,        +1.327487210026e-01,        +7.944730887984e-02
 2.00e+00,        +3.587709958274e-03,        +1.942679034920e-03
 3.00e+00,        -1.102320401967e-02,        +9.691885485811e-04
 4.00e+00,        -2.395766606882e-03,        -4.284714747569e-01
 5.00e+00,        +4.395694982835e-03,        +2.724525601032e-03
 6.00e+00,        +1.851579171281e-04,        +1.160271778508e-04
 7.00e+00,        +6.882897836843e-05,        +3.283745680718e-05
 8.00e+00,        -4.587908166957e-04,        -1.577748394192e-04
