        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +2.108197404611e+04,        +1.156927306669e-04
 2.00e+00,        +3.230310250032e+07,        +8.046187508409e-08
 3.00e+00,        +4.400242014085e+06,        -5.919009713043e-07
 4.00e+00,        +2.935971215395e+03,        -8.874551547810e-04
 5.00e+00,        +2.089519493692e+07,        +1.292809217780e-07
 6.00e+00,        +1.170533015546e+10,        +2.307936328522e-10
 7.00e+00,        +9.956814312331e+10,        +2.811208190384e-11
 8.00e+00,        +2.532554140213e+09,        -1.137789964950e-09
