        m,         Re{B_x[1]} (Wb/m²),         Im{B_x[1]} (Wb/m²),         Re{B_y[1]} (Wb/m²),         Im{B_y[1]} (Wb/m²),         Re{B_z[1]} (Wb/m²),         Im{B_z[1]} (Wb/m²),         Re{B_x[2]} (Wb/m²),         Im{B_x[2]} (Wb/m²),         Re{B_y[2]} (Wb/m²),         Im{B_y[2]} (Wb/m²),         Re{B_z[2]} (Wb/m²),         Im{B_z[2]} (Wb/m²),         Re{B_x[3]} (Wb/m²),         Im{B_x[3]} (Wb/m²),         Re{B_y[3]} (Wb/m²),         Im{B_y[3]} (Wb/m²),         Re{B_z[3]} (Wb/m²),         Im{B_z[3]} (Wb/m²),         Re{B_x[4]} (Wb/m²),         Im{B_x[4]} (Wb/m²),         Re{B_y[4]} (Wb/m²),         Im{B_y[4]} (Wb/m²),         Re{B_z[4]} (Wb/m²),         Im{B_z[4]} (Wb/m²),         Re{B_x[5]} (Wb/m²),         Im{B_x[5]} (Wb/m²),         Re{B_y[5]} (Wb/m²),         Im{B_y[5]} (Wb/m²),         Re{B_z[5]} (Wb/m²),         Im{B_z[5]} (Wb/m²),         Re{B_x[6]} (Wb/m²),         Im{B_x[6]} (Wb/m²),         Re{B_y[6]} (Wb/m²),         Im{B_y[6]} (Wb/m²),         Re{B_z[6]} (Wb/m²),         Im{B_z[6]} (Wb/m²)
 1.00e+00,        +1.394156278780e-13,        -1.381945010406e-09,        -1.719641064945e-11,        +4.723023677107e-07,        +1.214839838782e-14,        -4.958528448828e-10,        +1.134665866908e-11,        -3.072421536690e-07,        -1.308222399711e-11,        +3.601341822018e-07,        -1.123175754174e-14,        +2.355428440584e-10,        +1.654577181901e-11,        -4.586220540072e-07,        -3.013007833834e-12,        +8.164590994063e-08,        -1.474261213766e-14,        -1.261422746696e-10,        -2.182421642008e-14,        +4.189192284794e-10,        -1.119140725373e-11,        +2.768157752057e-07,        -5.988857225732e-15,        +3.289878759665e-11,        +7.174553762964e-12,        -1.776406659565e-07,        -8.555255985827e-12,        +2.117580074462e-07,        +1.663571651386e-14,        -1.133428633406e-10,        +1.105302088249e-11,        -2.729219083906e-07,        -1.919178550645e-12,        +4.772819893478e-08,        -6.578323853577e-15,        +1.189631604508e-10
 2.00e+00,        +8.108359724510e-13,        -5.550288437640e-09,        +6.517587100321e-13,        -2.577149793273e-10,        -1.121355951149e-11,        +5.035366622446e-07,        +3.278947890098e-13,        +2.334178260490e-11,        -1.131982941172e-12,        +1.477676771428e-10,        -1.387283664556e-10,        +4.449925190772e-07,        +3.446350421990e-13,        +6.260462602599e-10,        -1.747017616643e-12,        -6.641799605090e-10,        -2.010924891564e-10,        +1.813940494357e-07,        +4.154853738205e-14,        -5.758828888264e-10,        +8.983756452612e-14,        +3.214848286777e-11,        -6.769576169693e-12,        +2.799618817627e-07,        +3.784350720371e-15,        -5.822580623241e-10,        +4.466742385302e-15,        +1.814814346317e-12,        -7.782088476764e-11,        +2.487398967511e-07,        +1.256134379381e-13,        -2.985247894780e-10,        +1.265204950135e-13,        -3.396278747214e-10,        -1.123510073411e-10,        +9.985735152119e-08
 3.00e+00,        +2.308128599202e-12,        +2.065658471955e-11,        +5.220100665379e-12,        +1.430067677506e-09,        +1.568180950005e-10,        +9.152296156946e-08,        +4.661485608568e-12,        +1.265078994935e-09,        -1.092688395007e-11,        -2.851576528497e-09,        -1.145649168682e-09,        -2.544924178267e-07,        +6.495564106068e-12,        +1.784021373916e-09,        -1.752060823679e-11,        -4.698733554550e-09,        -1.904267966577e-09,        -4.790111882083e-07,        -3.197493198139e-14,        -6.066603753452e-11,        +5.919628292246e-13,        +1.716452290733e-10,        +9.361564177228e-11,        +5.263542211783e-08,        -3.321358511724e-13,        -1.430832943931e-10,        -1.815827758802e-13,        -4.234101065031e-11,        -6.304550396374e-10,        -1.397958757617e-07,        +1.140378193551e-12,        +2.733350004608e-10,        +8.359527724516e-13,        +1.925400064193e-10,        -1.059703299715e-09,        -2.670031989406e-07
 4.00e+00,        -5.265831379258e-13,        +4.589691201367e-09,        +1.834363285836e-13,        -3.924165206365e-09,        +6.132264350039e-13,        -5.606395430489e-09,        +5.543762091048e-13,        -5.686068046789e-09,        +4.835763607673e-13,        -4.144687450348e-09,        +2.242882972470e-13,        -1.305451840879e-09,        +3.137800126120e-14,        -2.547070801007e-09,        +7.422933053820e-13,        -5.594417709944e-09,        +2.657582349728e-14,        -4.286737379707e-10,        -8.594489492631e-14,        +2.976040239253e-10,        +1.534432523407e-13,        -1.397872619336e-09,        -5.585683328587e-14,        +2.562294734983e-10,        +1.903234381543e-14,        -5.548191638310e-10,        +1.295009369526e-13,        -1.024037939414e-09,        +7.170232318840e-14,        -7.589230850658e-10,        -3.163742214774e-14,        -1.360283695325e-10,        +2.181682585516e-13,        -1.654135507172e-09,        +2.975825167570e-13,        -2.239757927789e-09
 5.00e+00,        +1.613630866231e-09,        -5.843851104841e-07,        +2.786904849911e-11,        -7.718688493579e-09,        -3.995397557640e-12,        +1.410250231001e-09,        +1.160926322666e-09,        -3.836993823618e-07,        +9.416180085112e-10,        -2.982380709812e-07,        -1.232410236056e-12,        +7.288754368373e-10,        +1.711308876457e-10,        -5.819355664304e-08,        +6.545546485391e-10,        -1.534559567006e-07,        -9.638869443292e-12,        +3.186678746662e-09,        +2.198108257551e-09,        -7.933946884751e-07,        +4.560280057734e-10,        -7.360386605538e-08,        +2.187336643126e-12,        -6.744482655665e-10,        +2.034173088271e-09,        -7.225510142326e-07,        +7.576273460571e-10,        -1.700677936230e-07,        -7.336509039943e-13,        +2.378081933630e-10,        +1.723811923072e-09,        -6.202690246848e-07,        +6.826124162616e-10,        -1.277577121600e-07,        -1.286573355126e-12,        +8.294041667635e-10
 6.00e+00,        +2.444344946499e-10,        -6.606804035235e-08,        +3.656561667738e-11,        +2.335951679312e-08,        -5.347428195644e-13,        +1.197843693208e-10,        +1.903153874162e-10,        +2.309911270252e-07,        +1.867155704465e-10,        +2.248625836426e-07,        -1.731328770869e-13,        +1.679948982689e-09,        +3.161347213776e-11,        +8.491532607113e-08,        +1.585033442132e-10,        +5.352038062567e-07,        -1.572576774850e-12,        -1.526579640804e-09,        +3.328369201107e-10,        -9.218282784124e-08,        +1.357095537163e-10,        +6.090136326757e-07,        +3.958510791310e-13,        +6.732843743329e-10,        +3.121923082829e-10,        +3.025588633459e-09,        +1.846353024674e-10,        +6.705936414594e-07,        -1.297441710449e-13,        -2.202346618518e-10,        +2.627674159049e-10,        -3.932619556912e-08,        +1.785131031467e-10,        +7.833641523964e-07,        -8.763333298561e-14,        +2.496625899567e-09
 7.00e+00,        +7.568145785247e-13,        +4.528849720765e-10,        -3.451625534871e-13,        -1.475224523107e-09,        -9.549331618151e-11,        -1.755928891072e-07,        +7.788512855270e-13,        +1.150667125367e-08,        +1.322239867593e-12,        -1.503598624250e-08,        -8.688530482940e-12,        -4.884242371818e-07,        -6.499621786715e-13,        +1.847973963053e-10,        +2.981637313461e-13,        -7.867831651971e-10,        +9.149794830980e-11,        +1.250451677552e-08,        -2.642078668657e-13,        -1.043777261800e-09,        +8.225031914389e-14,        -3.636211021855e-10,        -2.859036333244e-11,        -5.762868335901e-08,        -2.705024134161e-13,        -1.362098596408e-10,        -3.912227779223e-14,        -9.729289251699e-10,        -1.234619482891e-12,        -1.484818064050e-07,        -3.177411113848e-13,        -1.684579424240e-09,        +1.649211867031e-13,        -1.536598312741e-09,        +2.899741208963e-11,        +1.389174445345e-09
 8.00e+00,        +1.324279738422e-12,        -4.336581949094e-09,        -2.027972216746e-13,        -4.617758693382e-10,        -1.418073987120e-10,        +4.656311334596e-07,        +1.257699089772e-12,        +2.147057671191e-10,        +3.050574161257e-14,        -1.275876675340e-08,        -6.931814759424e-11,        -8.969954732453e-08,        -1.019857283674e-12,        +4.459001392784e-09,        -8.079764689284e-15,        -2.069681371224e-10,        +1.168845093197e-10,        -4.885578986611e-07,        -3.651492309946e-13,        +4.102086476726e-10,        -5.880847299359e-14,        -2.057321595447e-10,        -4.474579675892e-11,        +1.404096109537e-07,        -3.839175364567e-13,        +9.610221510857e-10,        -3.695398267339e-13,        +3.414473296656e-10,        -2.058272811068e-11,        -2.882144500338e-08,        -7.004823219772e-13,        +1.270307131181e-09,        -2.292952033914e-13,        -5.088370046238e-10,        +3.796492390219e-11,        -1.554802367265e-07
 9.00e+00,        +6.004254208260e-11,        +1.073314501335e-08,        -4.929454159436e-11,        -9.669369705511e-09,        -2.004944795151e-10,        -3.154647178238e-08,        -5.043777962207e-11,        -8.782191182711e-09,        -2.460045546726e-11,        -4.458085461372e-09,        -4.866532993350e-11,        -6.255416839396e-09,        -6.912299183756e-11,        -1.170736448990e-08,        +1.374936843831e-13,        +2.520781151933e-10,        +3.198004388860e-11,        +5.649291466926e-09,        +2.133834049792e-12,        +2.984542181026e-10,        -7.861610610075e-12,        -1.593210418351e-09,        -9.694258927447e-11,        -1.441133895467e-08,        +4.947131855862e-12,        +8.538111129811e-10,        -1.875387385341e-12,        -4.147544540403e-10,        -5.367814113708e-11,        -7.816109004492e-09,        +6.380843825892e-12,        +1.147743189081e-09,        -8.286913169158e-12,        -1.521466316967e-09,        +3.506501655618e-11,        +6.206470358071e-09
 1.00e+01,        -1.688217727657e-13,        -1.076565133211e-09,        +1.725188689368e-14,        -1.114586533649e-10,        +5.939722840531e-12,        +4.951625223121e-07,        +1.083806798872e-13,        -8.554653272632e-09,        -1.307668670526e-12,        +2.923324835325e-08,        +6.322935867961e-12,        +4.865559158830e-07,        +2.747688821550e-13,        -6.077130721270e-09,        +2.029724110509e-13,        -3.981477382276e-09,        +6.197143859681e-12,        +4.821920302845e-07,        +1.063038533596e-13,        -3.328605138806e-09,        -4.029336367316e-14,        +1.775675808548e-10,        -1.817245091354e-11,        +1.200989204962e-06,        +5.256477308028e-14,        -1.455366873806e-09,        -9.849476849538e-14,        +1.034810175374e-09,        -1.791735789799e-11,        +1.194402409208e-06,        +1.378146352812e-13,        -4.019886019275e-09,        +3.282556058698e-14,        -1.881497020060e-09,        -1.823753960466e-11,        +1.202973774392e-06
