        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],              E_elec[2] (J),                  p_elec[2],               E_mag[2] (J),                   p_mag[2],              E_elec[3] (J),                  p_elec[3],               E_mag[3] (J),                   p_mag[3],              E_elec[4] (J),                  p_elec[4],               E_mag[4] (J),                   p_mag[4],              E_elec[5] (J),                  p_elec[5],               E_mag[5] (J),                   p_mag[5],              E_elec[6] (J),                  p_elec[6],               E_mag[6] (J),                   p_mag[6]
 2.30000000e+00,        +1.656007966145e-09,        +1.667500407298e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +9.820970580907e-13,        +5.930509261840e-04,        +8.383447173581e-12,        +5.027553298872e-03,        +8.721358885653e-10,        +5.266495731873e-01,        +7.901956344729e-10,        +4.738803247152e-01,        +1.493507552400e-10,        +9.018722028711e-02,        +2.075246595848e-10,        +1.244525390678e-01,        +2.093620938161e-10,        +1.264257769867e-01,        +1.913377469006e-10,        +1.147452474753e-01,        +3.118440278539e-10,        +1.883107051591e-01,        +2.672415140127e-10,        +1.602647368739e-01,        +9.055998999269e-11,        +5.468572123085e-02,        +1.575680304710e-10,        +9.449354841622e-02
 2.30020000e+00,        +1.660490830599e-09,        +1.672181219986e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +9.884164263310e-13,        +5.952555763134e-04,        +8.440477615183e-12,        +5.047585461612e-03,        +8.731448749858e-10,        +5.258354089622e-01,        +7.908130008843e-10,        +4.729230249882e-01,        +1.498499363550e-10,        +9.024436244611e-02,        +2.083745838322e-10,        +1.246124411288e-01,        +2.105183259412e-10,        +1.267807819603e-01,        +1.923595349845e-10,        +1.150351006729e-01,        +3.132370621183e-10,        +1.886412477240e-01,        +2.683408914601e-10,        +1.604735708384e-01,        +9.084090479925e-11,        +5.470726072393e-02,        +1.583076453337e-10,        +9.467134509202e-02
 2.30040000e+00,        +1.664998744978e-09,        +1.676886060324e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +9.947807125614e-13,        +5.974663437807e-04,        +8.497915706944e-12,        +5.067676276884e-03,        +8.741546206148e-10,        +5.250181859004e-01,        +7.914260183675e-10,        +4.719617134956e-01,        +1.503524344502e-10,        +9.030183049910e-02,        +2.092301896970e-10,        +1.247730508634e-01,        +2.116833798337e-10,        +1.271372608971e-01,        +1.933892648622e-10,        +1.153264192707e-01,        +3.146387219170e-10,        +1.889723477966e-01,        +2.694469233751e-10,        +1.606829049095e-01,        +9.112433017543e-11,        +5.472936868588e-02,        +1.590528968600e-10,        +9.485015149403e-02
 2.30060000e+00,        +1.669531806336e-09,        +1.681615000366e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.001190109067e-12,        +5.996831598340e-04,        +8.555763160186e-12,        +5.087825190858e-03,        +8.751651157676e-10,        +5.241979292915e-01,        +7.920346388319e-10,        +4.709964163376e-01,        +1.508582653081e-10,        +9.035962341992e-02,        +2.100914991081e-10,        +1.249343631345e-01,        +2.128573007884e-10,        +1.274952055304e-01,        +1.944269786240e-10,        +1.156191985572e-01,        +3.160490295270e-10,        +1.893039882964e-01,        +2.705596254275e-10,        +1.608927283407e-01,        +9.141028526119e-11,        +5.475204779825e-02,        +1.598038156792e-10,        +9.502996562495e-02
 2.30080000e+00,        +1.674090109045e-09,        +1.686368109156e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.007644803681e-12,        +6.019059537100e-04,        +8.614021645111e-12,        +5.108031632204e-03,        +8.761763502929e-10,        +5.233746651742e-01,        +7.926388139031e-10,        +4.700271604992e-01,        +1.513674444614e-10,        +9.041774014644e-02,        +2.109585334110e-10,        +1.250963726517e-01,        +2.140401334216e-10,        +1.278546072671e-01,        +1.954727177866e-10,        +1.159134335649e-01,        +3.174680060595e-10,        +1.896361518082e-01,        +2.716790123548e-10,        +1.611030301627e-01,        +9.169878918132e-11,        +5.477530073553e-02,        +1.605604320441e-10,        +9.521078533941e-02
 2.30100000e+00,        +1.678673744681e-09,        +1.691145452613e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.014144979583e-12,        +6.041346526065e-04,        +8.672692788933e-12,        +5.128295011840e-03,        +8.771883135591e-10,        +5.225484203458e-01,        +7.932384949282e-10,        +4.690539738627e-01,        +1.518799871803e-10,        +9.047617958016e-02,        +2.118313133421e-10,        +1.252590739695e-01,        +2.152319216345e-10,        +1.282154571825e-01,        +1.965265232603e-10,        +1.162091190658e-01,        +3.188956714157e-10,        +1.899688205800e-01,        +2.728050979280e-10,        +1.613137991806e-01,        +9.198986103821e-11,        +5.479913016432e-02,        +1.613227758091e-10,        +9.539260834119e-02
 2.30120000e+00,        +1.683282801897e-09,        +1.695947093401e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.020690815081e-12,        +6.063691816552e-04,        +8.731778173955e-12,        +5.148614722671e-03,        +8.782009944398e-10,        +5.217192223730e-01,        +7.938336329807e-10,        +4.680768852222e-01,        +1.523959084586e-10,        +9.053494058564e-02,        +2.127098590022e-10,        +1.254224614847e-01,        +2.164327085744e-10,        +1.285777460154e-01,        +1.975884353150e-10,        +1.165062495663e-01,        +3.203320442413e-10,        +1.903019765189e-01,        +2.739378949157e-10,        +1.615250239713e-01,        +9.228351990439e-11,        +5.482353874249e-02,        +1.620908764067e-10,        +9.557543218032e-02
 2.30140000e+00,        +1.687917366299e-09,        +1.700773090801e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.027282483402e-12,        +6.086094638951e-04,        +8.791279335596e-12,        +5.168990139335e-03,        +8.792143812997e-10,        +5.208870996023e-01,        +7.944241788665e-10,        +4.670959242966e-01,        +1.529152229999e-10,        +9.059402199006e-02,        +2.135941898294e-10,        +1.255865294345e-01,        +2.176425365962e-10,        +1.289414641627e-01,        +1.986584935467e-10,        +1.168048193032e-01,        +3.217771418807e-10,        +1.906356011884e-01,        +2.750774150485e-10,        +1.617366928818e-01,        +9.257978481475e-11,        +5.484852911832e-02,        +1.628647628241e-10,        +9.575925425029e-02
 2.30160000e+00,        +1.692577520313e-09,        +1.705623500584e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.033920152468e-12,        +6.108554202454e-04,        +8.851197760375e-12,        +5.189420617941e-03,        +8.802284619792e-10,        +5.200520811694e-01,        +7.950100831294e-10,        +4.661111217436e-01,        +1.534379452029e-10,        +9.065342258268e-02,        +2.144843245711e-10,        +1.257512718942e-01,        +2.188614472221e-10,        +1.293066016744e-01,        +1.997367368412e-10,        +1.171048222382e-01,        +3.232309803297e-10,        +1.909696758054e-01,        +2.762236689815e-10,        +1.619487940257e-01,        +9.287867475856e-11,        +5.487410392961e-02,        +1.636444635784e-10,        +9.594407178511e-02
 2.30180000e+00,        +1.697263343056e-09,        +1.710498374872e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.040603984667e-12,        +6.131069694778e-04,        +8.911534883830e-12,        +5.209905495817e-03,        +8.812432237798e-10,        +5.192141970103e-01,        +7.955912960576e-10,        +4.651225091736e-01,        +1.539640891470e-10,        +9.071314111442e-02,        +2.153802812557e-10,        +1.259166827749e-01,        +2.200894811001e-10,        +1.296731482481e-01,        +2.008232033379e-10,        +1.174062520539e-01,        +3.246935741869e-10,        +1.913041812370e-01,        +2.773766662568e-10,        +1.621613152819e-01,        +9.318020867114e-11,        +5.490026580281e-02,        +1.644300066920e-10,        +9.612988185642e-02
