        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13]
 1.00e+00,        +3.459059667205e-10,        +3.459059667701e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.199126770411e-12,        +1.792142190892e-02,        +3.020625806259e-14,        +8.732505641529e-05,        +6.199126770411e-12,        +1.792142190892e-02,        +3.020625806259e-14,        +8.732505641529e-05,        +3.235971309089e-12,        +9.355060682441e-03,        +3.790490891306e-14,        +1.095815410962e-04,        +3.341302222293e-10,        +9.659568043800e-01,        +3.458264504212e-10,        +9.997701214880e-01,        +2.340646411678e-12,        +6.766713028599e-03,        +1.140518197324e-14,        +3.297191453428e-05
 2.00e+00,        +3.459059667205e-10,        +3.459059666712e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.261500406546e-13,        +3.646946071807e-04,        +5.073708957820e-12,        +1.466788505167e-02,        +1.261500406546e-13,        +3.646946071807e-04,        +5.073708957820e-12,        +1.466788505167e-02,        +1.570316633593e-13,        +4.539721151623e-04,        +2.593809445987e-12,        +7.498597005852e-03,        +3.455751537188e-10,        +9.990436331444e-01,        +3.363226716449e-10,        +9.722950860937e-01,        +4.763129769543e-14,        +1.377001332097e-04,        +1.915776622485e-12,        +5.538431848751e-03
 3.00e+00,        +3.459059667205e-10,        +3.459059665988e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.261535164728e-13,        +3.647046556289e-04,        +5.073925327862e-12,        +1.466851057168e-02,        +1.261535164728e-13,        +3.647046556289e-04,        +5.073925327862e-12,        +1.466851057168e-02,        +1.570362031412e-13,        +4.539852394859e-04,        +2.593875118168e-12,        +7.498786863012e-03,        +3.455751441522e-10,        +9.990436054879e-01,        +3.363224278657e-10,        +9.722943815416e-01,        +4.763284867495e-14,        +1.377046170280e-04,        +1.915738287031e-12,        +5.538321023683e-03
 4.00e+00,        +3.459059667205e-10,        +3.459059668755e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.276543601942e-12,        +1.236331261495e-02,        +2.206739238597e-12,        +6.379592866033e-03,        +4.276543601942e-12,        +1.236331261495e-02,        +2.206739238597e-12,        +6.379592866033e-03,        +1.845039068562e-12,        +5.333932473194e-03,        +1.480714754971e-12,        +4.280685783904e-03,        +3.392190995529e-10,        +9.806685405547e-01,        +3.405472193312e-10,        +9.845080800639e-01,        +5.652844970388e-13,        +1.634214357151e-03,        +1.671293550692e-12,        +4.831641286180e-03
 5.00e+00,        +3.459059667205e-10,        +3.459059668170e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.276583803113e-12,        +1.236342883489e-02,        +2.206721934650e-12,        +6.379542842110e-03,        +4.276583803113e-12,        +1.236342883489e-02,        +2.206721934650e-12,        +6.379542842110e-03,        +1.845060575751e-12,        +5.333994649597e-03,        +1.480733962746e-12,        +4.280741313519e-03,        +3.392190214323e-10,        +9.806683147110e-01,        +3.405471496011e-10,        +9.845078786434e-01,        +5.653009093556e-13,        +1.634261804487e-03,        +1.671361318502e-12,        +4.831837200965e-03
 6.00e+00,        +3.459059667205e-10,        +3.459059680088e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.478596074709e-12,        +4.274560767852e-03,        +2.365712822510e-14,        +6.839178971465e-05,        +1.478596074709e-12,        +4.274560767852e-03,        +2.365712822510e-14,        +6.839178971465e-05,        +9.947941451995e-13,        +2.875909180264e-03,        +3.790122758222e-14,        +1.095708981270e-04,        +3.423268193509e-10,        +9.896528313648e-01,        +3.458264595862e-10,        +9.997701444035e-01,        +1.105757149685e-12,        +3.196698687128e-03,        +1.795006678779e-14,        +5.189290861651e-05
 7.00e+00,        +3.459059667205e-10,        +3.459059669082e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.888502843576e-14,        +1.702342084297e-04,        +2.256874162977e-14,        +6.524530880889e-05,        +5.888502843576e-14,        +1.702342084297e-04,        +2.256874162977e-14,        +6.524530880889e-05,        +6.053427383146e-14,        +1.750021094038e-04,        +3.607392064778e-14,        +1.042882288797e-04,        +3.457787653420e-10,        +9.996322660183e-01,        +3.458302799954e-10,        +9.997811922312e-01,        +7.782076178789e-15,        +2.249766389568e-05,        +1.704425054272e-14,        +4.927423107229e-05
 8.00e+00,        +3.459059667205e-10,        +3.459059669833e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.887026418430e-14,        +1.701915255826e-04,        +2.256755369542e-14,        +6.524187452512e-05,        +5.887026418430e-14,        +1.701915255826e-04,        +2.256755369542e-14,        +6.524187452512e-05,        +6.052164254207e-14,        +1.749655928629e-04,        +3.607358865247e-14,        +1.042872690722e-04,        +3.457787918671e-10,        +9.996323427010e-01,        +3.458302807075e-10,        +9.997811940727e-01,        +7.782946704644e-15,        +2.250018055032e-05,        +1.704513350910e-14,        +4.927678368127e-05
 9.00e+00,        +3.459059667205e-10,        +3.459059666584e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.340191965130e-15,        +6.765399242219e-06,        +1.572710038390e-13,        +4.546640387799e-04,        +2.340191965130e-15,        +6.765399242219e-06,        +1.572710038390e-13,        +4.546640387799e-04,        +5.250560938400e-15,        +1.517915689105e-05,        +1.937052908883e-13,        +5.599940722607e-04,        +3.458974924137e-10,        +9.999755011258e-01,        +3.454956065135e-10,        +9.988136656073e-01,        +8.835538448333e-16,        +2.554318022352e-06,        +5.938385017028e-14,        +1.716762816899e-04
 1.00e+01,        +3.459059667205e-10,        +3.459059665109e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.340439087050e-15,        +6.766113661581e-06,        +1.572903320602e-13,        +4.547199160708e-04,        +2.340439087050e-15,        +6.766113661581e-06,        +1.572903320602e-13,        +4.547199160708e-04,        +5.251111985135e-15,        +1.518074994462e-05,        +1.937238924753e-13,        +5.600478489265e-04,        +3.458974915393e-10,        +9.999754985978e-01,        +3.454955669944e-10,        +9.988135517851e-01,        +8.836301508304e-16,        +2.554538619868e-06,        +5.938529194250e-14,        +1.716804498677e-04
