        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.440245925725e+00,        +2.917861090351e-03,        +4.181569297922e+02,        +1.468026668540e-13,        +1.157102183613e-08
 2.00e+00,        +2.598998271430e+00,        +8.440312679451e-05,        +1.539633880584e+04,        +1.353826781876e-13,        +1.067341945048e-08
 3.00e+00,        +2.604348678885e+00,        +3.924831455261e-04,        +3.317784136907e+03,        +6.874198513810e-13,        +5.419586020262e-08
 4.00e+00,        +2.616987039885e+00,        +1.748688430491e-02,        +7.482880934851e+01,        +1.540662753693e-13,        +1.214675086042e-08
 5.00e+00,        +2.701572018969e+00,        +6.474878097600e-05,        +2.086195275820e+04,        +2.190288534473e-13,        +1.727075934823e-08
 6.00e+00,        +2.701854404965e+00,        +6.427463895247e-05,        +2.101804420658e+04,        +1.174986619446e-13,        +9.264952970510e-09
 7.00e+00,        +2.739455495230e+00,        +7.385547723186e-05,        +1.854605507203e+04,        +1.494316624409e-13,        +1.178362991087e-08
 8.00e+00,        +2.739688168659e+00,        +7.363554494260e-05,        +1.860302773466e+04,        +1.603455458301e-13,        +1.264426325850e-08
