        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +2.800179096409e-03,        +2.167264212538e-02
 2.00e+00,        -5.835065123537e-05,        -7.923453781824e-04
 3.00e+00,        -1.913245889350e-03,        -7.130064081419e-03
 4.00e+00,        +5.755959322066e-03,        +5.335408914781e-02
 5.00e+00,        -1.795130109827e-04,        +3.824370243911e-04
 6.00e+00,        -2.175826747109e-04,        +2.466315426557e-04
 7.00e+00,        +9.747191570662e-05,        -1.213890856217e-04
 8.00e+00,        -4.847862647881e-05,        +6.682942887616e-05
