        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +4.228543503983e+02,        +5.770889961109e-03
 2.00e+00,        +3.407210576981e+05,        -7.627935558164e-06
 3.00e+00,        +3.954457989549e+03,        -6.585854966137e-04
 4.00e+00,        +7.519894528996e+01,        +3.480084766872e-02
 5.00e+00,        +1.252537325589e+06,        -2.156879450837e-06
 6.00e+00,        +2.066944194088e+06,        -1.307173368634e-06
 7.00e+00,        +9.353470336406e+06,        +2.928811870571e-07
 8.00e+00,        +3.325984697578e+07,        -8.237224214090e-08
