        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +1.102465984741e+00,        +1.567102415696e-16,        +3.517530104283e+15,        +2.153341746823e-16,        +1.438760310684e-12
 2.00e+00,        +1.756930996717e+00,        +3.422376980991e-13,        +2.566828561663e+12,        +4.304007858458e-15,        +2.877475658622e-11
 3.00e+00,        +1.757748419026e+00,        +4.375103048253e-13,        +2.008808020794e+12,        +4.103666580556e-15,        +2.743538595768e-11
 4.00e+00,        +1.889239732531e+00,        +7.557461610839e-13,        +1.249916856886e+12,        +1.571314607447e-15,        +1.050677792290e-11
 5.00e+00,        +1.889945778377e+00,        +2.959198230810e-13,        +3.193340950769e+12,        +2.721632576209e-15,        +1.819852855751e-11
 6.00e+00,        +2.021979346542e+00,        -3.571619145461e-13,        +2.830620041210e+12,        +8.312234426047e-16,        +5.559006012483e-12
 7.00e+00,        +2.198320545797e+00,        +4.116928370579e-13,        +2.669855226905e+12,        +2.369859170290e-15,        +1.585281739568e-11
 8.00e+00,        +2.199547664719e+00,        +3.015428351015e-13,        +3.647156238977e+12,        +2.795225562931e-15,        +1.869827470631e-11
 9.00e+00,        +2.343423980197e+00,        +6.149809422976e-12,        +1.905281789255e+11,        +7.617761569453e-11,        +5.096873580714e-07
 1.00e+01,        +2.344474924417e+00,        +7.454740658705e-12,        +1.572472492172e+11,        +8.925539294097e-11,        +5.971887868659e-07
 1.10e+01,        +2.419444683138e+00,        -5.504897740008e-13,        +2.197538262659e+12,        +7.090832743396e-13,        +4.744872834744e-09
 1.20e+01,        +2.425186827227e+00,        +1.743443832833e-13,        +6.955161908730e+12,        +3.900255972524e-13,        +2.609902919787e-09
 1.30e+01,        +2.432238328628e+00,        +2.461708541627e-13,        +4.940142765684e+12,        +5.684133039674e-13,        +3.803647716018e-09
 1.40e+01,        +2.521349145875e+00,        -2.818127672286e-12,        +4.473447336453e+11,        +1.240064670247e-12,        +8.299317327323e-09
 1.50e+01,        +2.565506752612e+00,        -1.074362657658e-12,        +1.193966829694e+12,        +1.080360514872e-12,        +7.230998588457e-09
 1.60e+01,        +2.566447976130e+00,        -3.350934069618e-13,        +3.829451613804e+12,        +9.786426794286e-13,        +6.550197629814e-09
 1.70e+01,        +2.875804081931e+00,        +1.544437248025e-11,        +9.310200481142e+10,        +1.274030739625e-12,        +8.531913954417e-09
 1.80e+01,        +2.879346777163e+00,        +2.667876511310e-11,        +5.396326938215e+10,        +1.380593334625e-12,        +9.245601983692e-09
 1.90e+01,        +2.896027708909e+00,        +9.670495374978e-12,        +1.497352305448e+11,        +8.999549253058e-12,        +6.027034775456e-08
 2.00e+01,        +2.901469881215e+00,        -3.598734478971e-11,        +4.031236394586e+10,        +5.320988970974e-12,        +3.563524303149e-08
 2.10e+01,        +2.947396523356e+00,        -1.362364382300e-10,        +1.081721073176e+10,        +1.592565412491e-10,        +1.066650976330e-06
 2.20e+01,        +2.952757725301e+00,        -2.233592017607e-13,        +6.609886008780e+12,        +7.460836845400e-13,        +4.997088450187e-09
 2.30e+01,        +2.963663395995e+00,        -2.135706023933e-12,        +6.938369238987e+11,        +1.479479379125e-12,        +9.909402356449e-09
 2.40e+01,        +2.967615110367e+00,        +1.175711026024e-11,        +1.262051237371e+11,        +6.293939589127e-12,        +4.215648621069e-08
 2.50e+01,        +3.038489680576e+00,        -5.988475122862e-13,        +2.536947735640e+12,        +6.098346461621e-13,        +4.085203038340e-09
 2.60e+01,        +3.184787520196e+00,        -1.394645042919e-11,        +1.141791431578e+11,        +3.922534583251e-12,        +2.628427672185e-08
 2.70e+01,        +3.194053402050e+00,        -4.142444614051e-12,        +3.855275929600e+11,        +1.269176508884e-12,        +8.504711059481e-09
