        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13]
 1.00e+00,        +3.459059667205e-10,        +3.459059667156e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.199137180323e-12,        +1.792145200355e-02,        +3.020631321883e-14,        +8.732521588350e-05,        +6.199137180323e-12,        +1.792145200355e-02,        +3.020631321883e-14,        +8.732521588350e-05,        +3.235979656862e-12,        +9.355084815512e-03,        +3.790501492498e-14,        +1.095818475897e-04,        +3.341301922372e-10,        +9.659567176742e-01,        +3.458264501489e-10,        +9.997701208584e-01,        +2.340657646061e-12,        +6.766745506742e-03,        +1.140523855856e-14,        +3.297207812532e-05
 2.00e+00,        +3.459059667205e-10,        +3.459059666728e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.261488629780e-13,        +3.646912025659e-04,        +5.073773713591e-12,        +1.466807225789e-02,        +1.261488629780e-13,        +3.646912025659e-04,        +5.073773713591e-12,        +1.466807225789e-02,        +1.570305493497e-13,        +4.539688946059e-04,        +2.593794341544e-12,        +7.498553339491e-03,        +3.455751560596e-10,        +9.990436399116e-01,        +3.363227280224e-10,        +9.722952490744e-01,        +4.763124857190e-14,        +1.376999911955e-04,        +1.915670595197e-12,        +5.538125328175e-03
 3.00e+00,        +3.459059667205e-10,        +3.459059667057e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.261526844287e-13,        +3.647022502236e-04,        +5.073826937950e-12,        +1.466822612594e-02,        +1.261526844287e-13,        +3.647022502236e-04,        +5.073826937950e-12,        +1.466822612594e-02,        +1.570345429795e-13,        +4.539804400264e-04,        +2.593846809746e-12,        +7.498705022203e-03,        +3.455751476793e-10,        +9.990436156845e-01,        +3.363225327508e-10,        +9.722946844596e-01,        +4.763181381384e-14,        +1.377016252869e-04,        +1.915760207209e-12,        +5.538384392308e-03
 4.00e+00,        +3.459059667205e-10,        +3.459059667182e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.276536395657e-12,        +1.236329178188e-02,        +2.206678557496e-12,        +6.379417442354e-03,        +4.276536395657e-12,        +1.236329178188e-02,        +2.206678557496e-12,        +6.379417442354e-03,        +1.845038819785e-12,        +5.333931753990e-03,        +1.480712617317e-12,        +4.280679605979e-03,        +3.392191017664e-10,        +9.806685469538e-01,        +3.405472276534e-10,        +9.845081045707e-01,        +5.652897386231e-13,        +1.634229510357e-03,        +1.671347889953e-12,        +4.831798380960e-03
 5.00e+00,        +3.459059667205e-10,        +3.459059666137e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.276531876220e-12,        +1.236327871637e-02,        +2.206669035030e-12,        +6.379389915219e-03,        +4.276531876220e-12,        +1.236327871637e-02,        +2.206669035030e-12,        +6.379389915219e-03,        +1.845042049169e-12,        +5.333941090008e-03,        +1.480709187342e-12,        +4.280669691355e-03,        +3.392190898778e-10,        +9.806685125843e-01,        +3.405472400188e-10,        +9.845081406159e-01,        +5.653029172887e-13,        +1.634267609340e-03,        +1.671348372538e-12,        +4.831799777552e-03
 6.00e+00,        +3.459059667205e-10,        +3.459059661535e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.478586798173e-12,        +4.274533949766e-03,        +2.365689251199e-14,        +6.839110864450e-05,        +1.478586798173e-12,        +4.274533949766e-03,        +2.365689251199e-14,        +6.839110864450e-05,        +9.947963192988e-13,        +2.875915465496e-03,        +3.790114019455e-14,        +1.095706460805e-04,        +3.423268121231e-10,        +9.896528104695e-01,        +3.458264579089e-10,        +9.997701449167e-01,        +1.105771479899e-12,        +3.196740115189e-03,        +1.795021197135e-14,        +5.189332861457e-05
 7.00e+00,        +3.459059667205e-10,        +3.459059668771e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.887354948563e-14,        +1.702010232544e-04,        +2.256823905661e-14,        +6.524385589633e-05,        +5.887354948563e-14,        +1.702010232544e-04,        +2.256823905661e-14,        +6.524385589633e-05,        +6.052475082839e-14,        +1.749745787915e-04,        +3.607197681768e-14,        +1.042826093558e-04,        +3.457787853600e-10,        +9.996323238894e-01,        +3.458302840426e-10,        +9.997812040215e-01,        +7.783060161969e-15,        +2.250050855081e-05,        +1.704261862865e-14,        +4.926951327989e-05
 8.00e+00,        +3.459059667205e-10,        +3.459059665575e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.886758798565e-14,        +1.701837888018e-04,        +2.256564119402e-14,        +6.523634564212e-05,        +5.886758798565e-14,        +1.701837888018e-04,        +2.256564119402e-14,        +6.523634564212e-05,        +6.051846426704e-14,        +1.749564045998e-04,        +3.607124297260e-14,        +1.042804879360e-04,        +3.457787985989e-10,        +9.996323621624e-01,        +3.458302852046e-10,        +9.997812083044e-01,        +7.782069364797e-15,        +2.249764419671e-05,        +1.704446877593e-14,        +4.927486202554e-05
 9.00e+00,        +3.459059667205e-10,        +3.459059666040e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.339907539881e-15,        +6.764576980458e-06,        +1.572580470075e-13,        +4.546265811816e-04,        +2.339907539881e-15,        +6.764576980458e-06,        +1.572580470075e-13,        +4.546265811816e-04,        +5.250332416408e-15,        +1.517849624332e-05,        +1.936982860649e-13,        +5.599738216908e-04,        +3.458974928650e-10,        +9.999755024304e-01,        +3.454956213823e-10,        +9.988137087494e-01,        +8.836155547806e-16,        +2.554496423285e-06,        +5.938888862679e-14,        +1.716908476886e-04
 1.00e+01,        +3.459059667205e-10,        +3.459059666065e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.340233625563e-15,        +6.765519680827e-06,        +1.572841353368e-13,        +4.547020014710e-04,        +2.340233625563e-15,        +6.765519680827e-06,        +1.572841353368e-13,        +4.547020014710e-04,        +5.250809359835e-15,        +1.517987506726e-05,        +1.937136547563e-13,        +5.600182519449e-04,        +3.458974920922e-10,        +9.999755001962e-01,        +3.454955888983e-10,        +9.988136148322e-01,        +8.835853365842e-16,        +2.554409063716e-06,        +5.937991813753e-14,        +1.716649143698e-04
