        f (GHz),               V_inc[1] (V),               Re{V[1]} (V),               Im{V[1]} (V)
 2.40000000e+00,        +7.071067811865e+00,        +1.184681247895e+01,        -2.598638539824e+00
 2.40002500e+00,        +7.071067811865e+00,        +1.184674573304e+01,        -2.598663549096e+00
 2.40005000e+00,        +7.071067811865e+00,        +1.184667897747e+01,        -2.598688558087e+00
 2.40007500e+00,        +7.071067811865e+00,        +1.184661221221e+01,        -2.598713566796e+00
 2.40010000e+00,        +7.071067811865e+00,        +1.184654543727e+01,        -2.598738575224e+00
 2.40012500e+00,        +7.071067811865e+00,        +1.184647865262e+01,        -2.598763583372e+00
 2.40015000e+00,        +7.071067811865e+00,        +1.184641185825e+01,        -2.598788591240e+00
 2.40017500e+00,        +7.071067811865e+00,        +1.184634505414e+01,        -2.598813598829e+00
 2.40020000e+00,        +7.071067811865e+00,        +1.184627824029e+01,        -2.598838606139e+00
 2.40022500e+00,        +7.071067811865e+00,        +1.184621141667e+01,        -2.598863613170e+00
 2.40025000e+00,        +7.071067811865e+00,        +1.184614458327e+01,        -2.598888619923e+00
 2.40027500e+00,        +7.071067811865e+00,        +1.184607774008e+01,        -2.598913626399e+00
 2.40030000e+00,        +7.071067811865e+00,        +1.184601088708e+01,        -2.598938632598e+00
 2.40032500e+00,        +7.071067811865e+00,        +1.184594402426e+01,        -2.598963638521e+00
 2.40035000e+00,        +7.071067811865e+00,        +1.184587715160e+01,        -2.598988644168e+00
 2.40037500e+00,        +7.071067811865e+00,        +1.184581026910e+01,        -2.599013649539e+00
 2.40040000e+00,        +7.071067811865e+00,        +1.184574337672e+01,        -2.599038654635e+00
 2.40042500e+00,        +7.071067811865e+00,        +1.184567647447e+01,        -2.599063659456e+00
 2.40045000e+00,        +7.071067811865e+00,        +1.184560956233e+01,        -2.599088664004e+00
 2.40047500e+00,        +7.071067811865e+00,        +1.184554264027e+01,        -2.599113668278e+00
 2.40050000e+00,        +7.071067811865e+00,        +1.184547570829e+01,        -2.599138672279e+00
 2.40052500e+00,        +7.071067811865e+00,        +1.184540876637e+01,        -2.599163676008e+00
 2.40055000e+00,        +7.071067811865e+00,        +1.184534181450e+01,        -2.599188679464e+00
 2.40057500e+00,        +7.071067811865e+00,        +1.184527485266e+01,        -2.599213682649e+00
 2.40060000e+00,        +7.071067811865e+00,        +1.184520788084e+01,        -2.599238685563e+00
 2.40062500e+00,        +7.071067811865e+00,        +1.184514089902e+01,        -2.599263688206e+00
 2.40065000e+00,        +7.071067811865e+00,        +1.184507390718e+01,        -2.599288690580e+00
 2.40067500e+00,        +7.071067811865e+00,        +1.184500690532e+01,        -2.599313692684e+00
 2.40070000e+00,        +7.071067811865e+00,        +1.184493989341e+01,        -2.599338694518e+00
 2.40072500e+00,        +7.071067811865e+00,        +1.184487287145e+01,        -2.599363696085e+00
 2.40075000e+00,        +7.071067811865e+00,        +1.184480583941e+01,        -2.599388697383e+00
 2.40077500e+00,        +7.071067811865e+00,        +1.184473879728e+01,        -2.599413698414e+00
 2.40080000e+00,        +7.071067811865e+00,        +1.184467174505e+01,        -2.599438699177e+00
 2.40082500e+00,        +7.071067811865e+00,        +1.184460468270e+01,        -2.599463699675e+00
 2.40085000e+00,        +7.071067811865e+00,        +1.184453761022e+01,        -2.599488699906e+00
 2.40087500e+00,        +7.071067811865e+00,        +1.184447052758e+01,        -2.599513699871e+00
 2.40090000e+00,        +7.071067811865e+00,        +1.184440343479e+01,        -2.599538699572e+00
 2.40092500e+00,        +7.071067811865e+00,        +1.184433633181e+01,        -2.599563699009e+00
 2.40095000e+00,        +7.071067811865e+00,        +1.184426921863e+01,        -2.599588698181e+00
 2.40097500e+00,        +7.071067811865e+00,        +1.184420209525e+01,        -2.599613697090e+00
 2.40100000e+00,        +7.071067811865e+00,        +1.184413496163e+01,        -2.599638695736e+00
 2.40102500e+00,        +7.071067811865e+00,        +1.184406781778e+01,        -2.599663694119e+00
