        f (GHz),           Re{E_x[1]} (V/m),           Im{E_x[1]} (V/m),           Re{E_y[1]} (V/m),           Im{E_y[1]} (V/m),           Re{E_z[1]} (V/m),           Im{E_z[1]} (V/m),           Re{E_x[2]} (V/m),           Im{E_x[2]} (V/m),           Re{E_y[2]} (V/m),           Im{E_y[2]} (V/m),           Re{E_z[2]} (V/m),           Im{E_z[2]} (V/m),           Re{E_x[3]} (V/m),           Im{E_x[3]} (V/m),           Re{E_y[3]} (V/m),           Im{E_y[3]} (V/m),           Re{E_z[3]} (V/m),           Im{E_z[3]} (V/m),           Re{E_x[4]} (V/m),           Im{E_x[4]} (V/m),           Re{E_y[4]} (V/m),           Im{E_y[4]} (V/m),           Re{E_z[4]} (V/m),           Im{E_z[4]} (V/m)
 2.40000000e+00,        -9.254468121808e-01,        +9.433811604870e-01,        -5.236131833179e-01,        +3.966153274233e-01,        -3.913119191476e-03,        -8.587500071691e-04,        -1.216207062345e+00,        +8.604968122925e-01,        -2.276910114080e+00,        +2.331610375340e+00,        -9.492855697855e-03,        +2.041586571371e-03,        -1.426684832336e+00,        +1.055999879272e+00,        -5.691948718575e+00,        +5.559491733221e+00,        -2.090162117674e-02,        +8.371298631732e-03,        -1.152904397375e-01,        +9.734555227377e-02,        -1.747431364196e+01,        +1.605110010798e+01,        -4.265754917745e-02,        +3.533411955562e-02
 2.40002500e+00,        -9.256657421204e-01,        +9.436490858045e-01,        -5.244478866608e-01,        +3.973649735393e-01,        -3.916704229261e-03,        -8.564781801661e-04,        -1.216455907880e+00,        +8.607091997941e-01,        -2.279027443364e+00,        +2.333701557711e+00,        -9.498046656396e-03,        +2.045000789851e-03,        -1.426896210084e+00,        +1.056192737317e+00,        -5.696478489108e+00,        +5.563926481411e+00,        -2.091009085006e-02,        +8.377106515405e-03,        -1.144312176575e-01,        +9.658195570197e-02,        -1.748754228227e+01,        +1.606373449841e+01,        -4.270975253116e-02,        +3.538215083197e-02
 2.40005000e+00,        -9.258844296125e-01,        +9.439167746410e-01,        -5.252843816334e-01,        +3.981164246829e-01,        -3.920284074243e-03,        -8.542092749676e-04,        -1.216704504011e+00,        +8.609214171566e-01,        -2.281148262520e+00,        +2.335796189028e+00,        -9.503231474502e-03,        +2.048411604837e-03,        -1.427107353513e+00,        +1.056385430940e+00,        -5.701014846276e+00,        +5.568367722499e+00,        -2.091855360804e-02,        +8.382910912364e-03,        -1.135718395104e-01,        +9.581819345008e-02,        -1.750078837685e+01,        +1.607638601531e+01,        -4.276200846247e-02,        +3.543023525165e-02
 2.40007500e+00,        -9.261028751204e-01,        +9.441842274178e-01,        -5.261226703832e-01,        +3.988696831659e-01,        -3.923858746788e-03,        -8.519432769656e-04,        -1.216952851194e+00,        +8.611334646897e-01,        -2.283272576913e+00,        +2.337894275034e+00,        -9.508410174900e-03,        +2.051819032418e-03,        -1.427318263057e+00,        +1.056577960444e+00,        -5.705557801347e+00,        +5.572815468250e+00,        -2.092700947780e-02,        +8.388711841657e-03,        -1.127123052957e-01,        +9.505426549114e-02,        -1.751405195828e+01,        +1.608905469163e+01,        -4.281431708807e-02,        +3.547837292946e-02
 2.40010000e+00,        -9.263210791068e-01,        +9.444514445553e-01,        -5.269627550660e-01,        +3.996247513085e-01,        -3.927428267251e-03,        -8.496801716037e-04,        -1.217200949887e+00,        +8.613453427024e-01,        -2.285400391920e+00,        +2.339995821487e+00,        -9.513582780305e-03,        +2.055223088631e-03,        -1.427528939146e+00,        +1.056770326131e+00,        -5.710107365624e+00,        +5.577269730462e+00,        -2.093545848646e-02,        +8.394509322279e-03,        -1.118526150130e-01,        +9.429017179794e-02,        -1.752733305921e+01,        +1.610174056043e+01,        -4.286667852490e-02,        +3.552656398053e-02
 2.40012500e+00,        -9.265390420327e-01,        +9.447184264722e-01,        -5.278046378470e-01,        +4.003816314407e-01,        -3.930992655922e-03,        -8.474199443149e-04,        -1.217448800544e+00,        +8.615570515031e-01,        -2.287531712937e+00,        +2.342100834165e+00,        -9.518749313362e-03,        +2.058623789520e-03,        -1.427739382209e+00,        +1.056962528302e+00,        -5.714663550439e+00,        +5.581730520967e+00,        -2.094390066108e-02,        +8.400303373238e-03,        -1.109927686616e-01,        +9.352591234332e-02,        -1.754063171238e+01,        +1.611444365485e+01,        -4.291909289018e-02,        +3.557480852021e-02
 2.40015000e+00,        -9.267567643584e-01,        +9.449851735870e-01,        -5.286483208992e-01,        +4.011403259008e-01,        -3.934551933086e-03,        -8.451625805717e-04,        -1.217696403621e+00,        +8.617685913996e-01,        -2.289666545378e+00,        +2.344209318859e+00,        -9.523909796705e-03,        +2.062021151090e-03,        -1.427949592675e+00,        +1.057154567257e+00,        -5.719226367159e+00,        +5.586197851630e+00,        -2.095233602868e-02,        +8.406094013500e-03,        -1.101327662409e-01,        +9.276148709993e-02,        -1.755394795061e+01,        +1.612716400811e+01,        -4.297156030139e-02,        +3.562310666417e-02
 2.40017500e+00,        -9.269742465428e-01,        +9.452516863172e-01,        -5.294938064051e-01,        +4.019008370360e-01,        -3.938106118962e-03,        -8.429080658279e-04,        -1.217943759571e+00,        +8.619799626988e-01,        -2.291804894672e+00,        +2.346321281383e+00,        -9.529064252900e-03,        +2.065415189361e-03,        -1.428159570973e+00,        +1.057346443297e+00,        -5.723795827182e+00,        +5.590671734349e+00,        -2.096076461622e-02,        +8.411881262044e-03,        -1.092726077500e-01,        +9.199689604049e-02,        -1.756728180683e+01,        +1.613990165354e+01,        -4.302408087628e-02,        +3.567145852836e-02
 2.40020000e+00,        -9.271914890435e-01,        +9.455179650790e-01,        -5.303410965561e-01,        +4.026631672028e-01,        -3.941655233726e-03,        -8.406563855926e-04,        -1.218190868844e+00,        +8.621911657072e-01,        -2.293946766266e+00,        +2.348436727564e+00,        -9.534212704464e-03,        +2.068805920296e-03,        -1.428369317529e+00,        +1.057538156721e+00,        -5.728371941938e+00,        +5.595152181056e+00,        -2.096918645063e-02,        +8.417665137797e-03,        -1.084122931881e-01,        +9.123213913752e-02,        -1.758063331402e+01,        +1.615265662455e+01,        -4.307665473284e-02,        +3.571986422899e-02
 2.40022500e+00,        -9.274084923171e-01,        +9.457840102875e-01,        -5.311901935517e-01,        +4.034273187669e-01,        -3.945199297548e-03,        -8.384075254055e-04,        -1.218437731894e+00,        +8.624022007305e-01,        -2.296092165625e+00,        +2.350555663250e+00,        -9.539355173907e-03,        +2.072193359827e-03,        -1.428578832769e+00,        +1.057729707826e+00,        -5.732954722889e+00,        +5.599639203714e+00,        -2.097760155881e-02,        +8.423445659659e-03,        -1.075518225540e-01,        +9.046721636349e-02,        -1.759400250526e+01,        +1.616542895462e+01,        -4.312928198937e-02,        +3.576832388258e-02
 2.40025000e+00,        -9.276252568189e-01,        +9.460498223576e-01,        -5.320410996009e-01,        +4.041932941022e-01,        -3.948738330522e-03,        -8.361614707575e-04,        -1.218684349168e+00,        +8.626130680738e-01,        -2.298241098230e+00,        +2.352678094304e+00,        -9.544491683652e-03,        +2.075577523931e-03,        -1.428788117117e+00,        +1.057921096912e+00,        -5.737544181531e+00,        +5.604132814323e+00,        -2.098600996756e-02,        +8.429222846568e-03,        -1.066911958468e-01,        +8.970212769088e-02,        -1.760738941374e+01,        +1.617821867735e+01,        -4.318196276440e-02,        +3.581683760591e-02
 2.40027500e+00,        -9.278417830031e-01,        +9.463154017027e-01,        -5.328938169213e-01,        +4.049610955920e-01,        -3.952272352725e-03,        -8.339182072081e-04,        -1.218930721117e+00,        +8.628237680415e-01,        -2.300393569580e+00,        +2.354804026608e+00,        -9.549622256109e-03,        +2.078958428514e-03,        -1.428997170998e+00,        +1.058112324276e+00,        -5.742140329391e+00,        +5.608633024915e+00,        -2.099441170370e-02,        +8.434996717398e-03,        -1.058304130651e-01,        +8.893687309199e-02,        -1.762079407271e+01,        +1.619102582640e+01,        -4.323469717676e-02,        +3.586540551607e-02
 2.40030000e+00,        -9.280580713227e-01,        +9.465807487353e-01,        -5.337483477396e-01,        +4.057307256294e-01,        -3.955801384194e-03,        -8.316777203404e-04,        -1.219176848188e+00,        +8.630343009375e-01,        -2.302549585190e+00,        +2.356933466062e+00,        -9.554746913636e-03,        +2.082336089459e-03,        -1.429205994833e+00,        +1.058303390214e+00,        -5.746743178030e+00,        +5.613139847556e+00,        -2.100280679397e-02,        +8.440767290999e-03,        -1.049694742075e-01,        +8.817145253909e-02,        -1.763421651551e+01,        +1.620385043554e+01,        -4.328748534553e-02,        +3.591402773042e-02
