        f (GHz),           Re{E_x[1]} (V/m),           Im{E_x[1]} (V/m),           Re{E_y[1]} (V/m),           Im{E_y[1]} (V/m),           Re{E_z[1]} (V/m),           Im{E_z[1]} (V/m),           Re{E_x[2]} (V/m),           Im{E_x[2]} (V/m),           Re{E_y[2]} (V/m),           Im{E_y[2]} (V/m),           Re{E_z[2]} (V/m),           Im{E_z[2]} (V/m),           Re{E_x[3]} (V/m),           Im{E_x[3]} (V/m),           Re{E_y[3]} (V/m),           Im{E_y[3]} (V/m),           Re{E_z[3]} (V/m),           Im{E_z[3]} (V/m),           Re{E_x[4]} (V/m),           Im{E_x[4]} (V/m),           Re{E_y[4]} (V/m),           Im{E_y[4]} (V/m),           Re{E_z[4]} (V/m),           Im{E_z[4]} (V/m)
 2.43500000e+00,        -1.141924421018e+00,        +1.077566334701e+00,        -1.701926695921e+01,        +1.631201601094e+01,        -2.099026985924e-02,        +2.010601597742e-02,        -1.302731017889e+00,        +1.229796885185e+00,        -3.825432213956e+01,        +3.664065516745e+01,        -2.811499748121e-02,        +2.685513880241e-02,        -1.486037448732e+00,        +1.402798607196e+00,        -7.682621105872e+01,        +7.356608508988e+01,        -4.866145638269e-02,        +4.638528791001e-02,        +1.170686874420e+00,        -1.107907096302e+00,        -2.125954266972e+02,        +2.035515410959e+02,        -6.954082557845e-01,        +6.659550544242e-01
 2.43500500e+00,        -1.141885544723e+00,        +1.077581158585e+00,        -1.704342955665e+01,        +1.633628737212e+01,        -2.101794504220e-02,        +2.013391038516e-02,        -1.302744408594e+00,        +1.229870047739e+00,        -3.830626539971e+01,        +3.669290890693e+01,        -2.814492604256e-02,        +2.688555095724e-02,        -1.486066361476e+00,        +1.402895567771e+00,        -7.692861139460e+01,        +7.366916248082e+01,        -4.870449949173e-02,        +4.642939347824e-02,        +1.170749857881e+00,        -1.108016892513e+00,        -2.128763288461e+02,        +2.038343889928e+02,        -6.963404447328e-01,        +6.668931670744e-01
 2.43501000e+00,        -1.141846505962e+00,        +1.077595953390e+00,        -1.706765487065e+01,        +1.636062488402e+01,        -2.104569224433e-02,        +2.016188098290e-02,        -1.302757777020e+00,        +1.229943343388e+00,        -3.835834338288e+01,        +3.674530495025e+01,        -2.817493204087e-02,        +2.691604570064e-02,        -1.486095307253e+00,        +1.402992739069e+00,        -7.703127723669e+01,        +7.377252049075e+01,        -4.874765325679e-02,        +4.647361806620e-02,        +1.170812407604e+00,        -1.108126404738e+00,        -2.131579592250e+02,        +2.041180068060e+02,        -6.972750478933e-01,        +6.678338310256e-01
 2.43501500e+00,        -1.141807304096e+00,        +1.077610718991e+00,        -1.709194314506e+01,        +1.638502881672e+01,        -2.107351174573e-02,        +2.018992808181e-02,        -1.302771123071e+00,        +1.230016772663e+00,        -3.841055661287e+01,        +3.679784387842e+01,        -2.820501577726e-02,        +2.694662336986e-02,        -1.486124286181e+00,        +1.403090121940e+00,        -7.713420961728e+01,        +7.387616026540e+01,        -4.879091810805e-02,        +4.651796215977e-02,        +1.170874521842e+00,        -1.108235631754e+00,        -2.134403206653e+02,        +2.044023976790e+02,        -6.982120746525e-01,        +6.687770566946e-01
 2.43502000e+00,        -1.141767938482e+00,        +1.077625455258e+00,        -1.711629462499e+01,        +1.640949944180e+01,        -2.110140382795e-02,        +2.021805199476e-02,        -1.302784446650e+00,        +1.230090336102e+00,        -3.846290561621e+01,        +3.685052627563e+01,        -2.823517755441e-02,        +2.697728430397e-02,        -1.486153298376e+00,        +1.403187717237e+00,        -7.723740957401e+01,        +7.398008295678e+01,        -4.883429447790e-02,        +4.656242624748e-02,        +1.170936198841e+00,        -1.108344572332e+00,        -2.137234160130e+02,        +2.046875647726e+02,        -6.991515344460e-01,        +6.697228545554e-01
 2.43502500e+00,        -1.141728408474e+00,        +1.077640162064e+00,        -1.714070955682e+01,        +1.643403703230e+01,        -2.112936877400e-02,        +2.024625303632e-02,        -1.302797747661e+00,        +1.230164034245e+00,        -3.851539092215e+01,        +3.690335272924e+01,        -2.826541767655e-02,        +2.700802884388e-02,        -1.486182343959e+00,        +1.403285525820e+00,        -7.734087814991e+01,        +7.408428972313e+01,        -4.887778280096e-02,        +4.660701082050e-02,        +1.170997436835e+00,        -1.108453225234e+00,        -2.140072481289e+02,        +2.049735112645e+02,        -7.000934367581e-01,        +6.706712351385e-01
 2.43503000e+00,        -1.141688713421e+00,        +1.077654839278e+00,        -1.716518818824e+01,        +1.645864186277e+01,        -2.115740686838e-02,        +2.027453152278e-02,        -1.302811026006e+00,        +1.230237867632e+00,        -3.856801306273e+01,        +3.695632382986e+01,        -2.829573644952e-02,        +2.703885733241e-02,        -1.486211423048e+00,        +1.403383548550e+00,        -7.744461639346e+01,        +7.418878172910e+01,        -4.892138351416e-02,        +4.665171637271e-02,        +1.171058234051e+00,        -1.108561589218e+00,        -2.142918198889e+02,        +2.052602403501e+02,        -7.010377911226e-01,        +6.716222090327e-01
 2.43503500e+00,        -1.141648852671e+00,        +1.077669486771e+00,        -1.718973076818e+01,        +1.648331420924e+01,        -2.118551839704e-02,        +2.030288777215e-02,        -1.302824281586e+00,        +1.230311836810e+00,        -3.862077257269e+01,        +3.700944017128e+01,        -2.832613418072e-02,        +2.706977011420e-02,        -1.486240535762e+00,        +1.403481786295e+00,        -7.754862535852e+01,        +7.429356014561e+01,        -4.896509705664e-02,        +4.669654340067e-02,        +1.171118588705e+00,        -1.108669663033e+00,        -2.145771341834e+02,        +2.055477552420e+02,        -7.019846071226e-01,        +6.725757868841e-01
 2.43504000e+00,        -1.141608825566e+00,        +1.077684104411e+00,        -1.721433754690e+01,        +1.650805434928e+01,        -2.121370364745e-02,        +2.033132210420e-02,        -1.302837514304e+00,        +1.230385942326e+00,        -3.867366998961e+01,        +3.706270235057e+01,        -2.835661117919e-02,        +2.710076753580e-02,        -1.486269682223e+00,        +1.403580239927e+00,        -7.765290610453e+01,        +7.439862615006e+01,        -4.900892386986e-02,        +4.674149240365e-02,        +1.171178499005e+00,        -1.108777445422e+00,        -2.148631939183e+02,        +2.058360591705e+02,        -7.029338943916e-01,        +6.735319793972e-01
 2.43504500e+00,        -1.141568631447e+00,        +1.077698692067e+00,        -1.723900877597e+01,        +1.653286256195e+01,        -2.124196290856e-02,        +2.035983484043e-02,        -1.302850724059e+00,        +1.230460184731e+00,        -3.872670585386e+01,        +3.711611096806e+01,        -2.838716775555e-02,        +2.713184994566e-02,        -1.486298862549e+00,        +1.403678910324e+00,        -7.775745969640e+01,        +7.450398092628e+01,        -4.905286439757e-02,        +4.678656388369e-02,        +1.171237963148e+00,        -1.108884935121e+00,        -2.151500020144e+02,        +2.061251553837e+02,        -7.038856626128e-01,        +6.744907973353e-01
 2.43505000e+00,        -1.141528269650e+00,        +1.077713249605e+00,        -1.726374470826e+01,        +1.655773912786e+01,        -2.127029647083e-02,        +2.038842630412e-02,        -1.302863910751e+00,        +1.230534564579e+00,        -3.877988070865e+01,        +3.716966662738e+01,        -2.841780422205e-02,        +2.716301769414e-02,        -1.486328076864e+00,        +1.403777798367e+00,        -7.786228720463e+01,        +7.460962566460e+01,        -4.909691908586e-02,        +4.683175834555e-02,        +1.171296979323e+00,        -1.108992130858e+00,        -2.154375614078e+02,        +2.064150471473e+02,        -7.048399215206e-01,        +6.754522515206e-01
 2.43505500e+00,        -1.141487739507e+00,        +1.077727776893e+00,        -1.728854559796e+01,        +1.658268432916e+01,        -2.129870462624e-02,        +2.041709682034e-02,        -1.302877074280e+00,        +1.230609082428e+00,        -3.883319509998e+01,        +3.722336993548e+01,        -2.844852089259e-02,        +2.719427113352e-02,        -1.486357325288e+00,        +1.403876904943e+00,        -7.796738970529e+01,        +7.471556156190e+01,        -4.914108838313e-02,        +4.687707629678e-02,        +1.171355545708e+00,        -1.109099031355e+00,        -2.157258750502e+02,        +2.067057377452e+02,        -7.057966808998e-01,        +6.764163528353e-01
 2.43506000e+00,        -1.141447040347e+00,        +1.077742273795e+00,        -1.731341170060e+01,        +1.660769844955e+01,        -2.132718766831e-02,        +2.044584671592e-02,        -1.302890214544e+00,        +1.230683738835e+00,        -3.888664957676e+01,        +3.727722150264e+01,        -2.847931808267e-02,        +2.722561061803e-02,        -1.486386607944e+00,        +1.403976230942e+00,        -7.807276828012e+01,        +7.482178982161e+01,        -4.918537274013e-02,        +4.692251824772e-02,        +1.171413660472e+00,        -1.109205635327e+00,        -2.160149459084e+02,        +2.069972304793e+02,        -7.067559505866e-01,        +6.773831122206e-01
 2.43506500e+00,        -1.141406171497e+00,        +1.077756740178e+00,        -1.733834327305e+01,        +1.663278177430e+01,        -2.135574589211e-02,        +2.047467631951e-02,        -1.302903331442e+00,        +1.230758534366e+00,        -3.894024469078e+01,        +3.733122194255e+01,        -2.851019610950e-02,        +2.725703650384e-02,        -1.486415924954e+00,        +1.404075777261e+00,        -7.817842401654e+01,        +7.492831165390e+01,        -4.922977260998e-02,        +4.696808471153e-02,        +1.171471321776e+00,        -1.109311941480e+00,        -2.163047769650e+02,        +2.072895286696e+02,        -7.077177404691e-01,        +6.783525406792e-01
 2.43507000e+00,        -1.141365132277e+00,        +1.077771175905e+00,        -1.736334057353e+01,        +1.665793459026e+01,        -2.138437959421e-02,        +2.050358596156e-02,        -1.302916424871e+00,        +1.230833469585e+00,        -3.899398099668e+01,        +3.738537187221e+01,        -2.854115529192e-02,        +2.728854914910e-02,        -1.486445276443e+00,        +1.404175544800e+00,        -7.828435800762e+01,        +7.503512827548e+01,        -4.927428844817e-02,        +4.701377620419e-02,        +1.171528527767e+00,        -1.109417948516e+00,        -2.165953712180e+02,        +2.075826356545e+02,        -7.086820604867e-01,        +6.793246492733e-01
 2.43507500e+00,        -1.141323922007e+00,        +1.077785580839e+00,        -1.738840386160e+01,        +1.668315718584e+01,        -2.141308907279e-02,        +2.053257597436e-02,        -1.302929494728e+00,        +1.230908545061e+00,        -3.904785905206e+01,        +3.743967191209e+01,        -2.857219595045e-02,        +2.732014891393e-02,        -1.486474662533e+00,        +1.404275534466e+00,        -7.839057135224e+01,        +7.514224090987e+01,        -4.931892071258e-02,        +4.705959324453e-02,        +1.171585276588e+00,        -1.109523655127e+00,        -2.168867316816e+02,        +2.078765547908e+02,        -7.096489206317e-01,        +6.802994491271e-01
 2.43508000e+00,        -1.141282540000e+00,        +1.077799954843e+00,        -1.741353339823e+01,        +1.670844985108e+01,        -2.144187462759e-02,        +2.056164669206e-02,        -1.302942540909e+00,        +1.230983761366e+00,        -3.910187941746e+01,        +3.749412268610e+01,        -2.860331840732e-02,        +2.735183616045e-02,        -1.486504083350e+00,        +1.404375747168e+00,        -7.849706515506e+01,        +7.524965078740e+01,        -4.936366986354e-02,        +4.710553635428e-02,        +1.171641566366e+00,        -1.109629059999e+00,        -2.171788613856e+02,        +2.081712894541e+02,        -7.106183309488e-01,        +6.812769514264e-01
