        f (GHz),         Re{B_x[1]} (Wb/m²),         Im{B_x[1]} (Wb/m²),         Re{B_y[1]} (Wb/m²),         Im{B_y[1]} (Wb/m²),         Re{B_z[1]} (Wb/m²),         Im{B_z[1]} (Wb/m²),         Re{B_x[2]} (Wb/m²),         Im{B_x[2]} (Wb/m²),         Re{B_y[2]} (Wb/m²),         Im{B_y[2]} (Wb/m²),         Re{B_z[2]} (Wb/m²),         Im{B_z[2]} (Wb/m²),         Re{B_x[3]} (Wb/m²),         Im{B_x[3]} (Wb/m²),         Re{B_y[3]} (Wb/m²),         Im{B_y[3]} (Wb/m²),         Re{B_z[3]} (Wb/m²),         Im{B_z[3]} (Wb/m²),         Re{B_x[4]} (Wb/m²),         Im{B_x[4]} (Wb/m²),         Re{B_y[4]} (Wb/m²),         Im{B_y[4]} (Wb/m²),         Re{B_z[4]} (Wb/m²),         Im{B_z[4]} (Wb/m²)
 2.43500000e+00,        -1.413868651342e-10,        -1.446179803962e-10,        +1.962619610509e-10,        +2.072864306648e-10,        -1.175127665060e-06,        -1.227562249854e-06,        -5.670747876685e-10,        -5.892824488127e-10,        +1.825847072807e-10,        +1.929503320592e-10,        -1.167717521979e-06,        -1.219828790608e-06,        -1.090824136960e-09,        -1.136523463895e-09,        +1.650831303395e-10,        +1.745595124072e-10,        -1.138739800055e-06,        -1.189572615550e-06,        +1.447899830745e-09,        +1.506632076212e-09,        +1.630541561471e-09,        +1.704515496963e-09,        -3.334545077599e-07,        -3.486093437648e-07
 2.43500500e+00,        -1.418617507922e-10,        -1.450994891952e-10,        +1.963252925280e-10,        +2.073418357779e-10,        -1.176739584523e-06,        -1.229162305196e-06,        -5.681354717540e-10,        -5.903454743035e-10,        +1.826298549246e-10,        +1.929877191332e-10,        -1.169318632505e-06,        -1.221418092282e-06,        -1.092590265757e-09,        -1.138286209539e-09,        +1.651151416010e-10,        +1.745842625846e-10,        -1.140299810129e-06,        -1.191121067709e-06,        +1.450427751452e-09,        +1.509161988252e-09,        +1.632680195711e-09,        +1.706634908749e-09,        -3.338861217489e-07,        -3.490368055334e-07
 2.43501000e+00,        -1.423379542479e-10,        -1.455822704935e-10,        +1.963887775090e-10,        +2.073973663765e-10,        -1.178355890694e-06,        -1.230766507784e-06,        -5.691990679359e-10,        -5.914112796460e-10,        +1.826751067067e-10,        +1.930251850871e-10,        -1.170924100309e-06,        -1.223011513321e-06,        -1.094361225872e-09,        -1.140053548167e-09,        +1.651472218381e-10,        +1.746090594234e-10,        -1.141864065601e-06,        -1.192673533333e-06,        +1.452962575107e-09,        +1.511698477869e-09,        +1.634824637451e-09,        +1.708759801607e-09,        -3.343189094695e-07,        -3.494653745463e-07
 2.43501500e+00,        -1.428154808862e-10,        -1.460663292438e-10,        +1.964524166203e-10,        +2.074530229473e-10,        -1.179976601482e-06,        -1.232374873743e-06,        -5.702655881065e-10,        -5.924798756578e-10,        +1.827204630492e-10,        +1.930627302231e-10,        -1.172533943181e-06,        -1.224609069739e-06,        -1.096137037037e-09,        -1.141825497649e-09,        +1.651793713292e-10,        +1.746339031049e-10,        -1.143432583804e-06,        -1.194230028025e-06,        +1.455504329892e-09,        +1.514241570637e-09,        +1.636974910401e-09,        +1.710890196845e-09,        -3.347528757137e-07,        -3.498950551080e-07
 2.43502000e+00,        -1.432943361185e-10,        -1.465516704203e-10,        +1.965162104901e-10,        +2.075088059798e-10,        -1.181601734897e-06,        -1.233987419280e-06,        -5.713350442203e-10,        -5.935512732015e-10,        +1.827659243778e-10,        +1.931003548507e-10,        -1.174148179009e-06,        -1.226210777637e-06,        -1.097917719085e-09,        -1.143602075911e-09,        +1.652115903535e-10,        +1.746587938080e-10,        -1.145005382164e-06,        -1.195790567471e-06,        +1.458053044161e-09,        +1.516791292278e-09,        +1.639131038400e-09,        +1.713026115882e-09,        -3.351880252994e-07,        -3.503258515456e-07
 2.43502500e+00,        -1.437745253874e-10,        -1.470382990235e-10,        +1.965801597494e-10,        +2.075647159649e-10,        -1.183231309044e-06,        -1.235604160689e-06,        -5.724074483004e-10,        -5.946254832016e-10,        +1.828114911222e-10,        +1.931380592733e-10,        -1.175766825778e-06,        -1.227816653196e-06,        -1.099703291963e-09,        -1.145383301026e-09,        +1.652438791943e-10,        +1.746837317142e-10,        -1.146582478206e-06,        -1.197355167437e-06,        +1.460608746405e-09,        +1.519347668630e-09,        +1.641293045413e-09,        +1.715167580245e-09,        -3.356243630710e-07,        -3.507577682084e-07
 2.43503000e+00,        -1.442560541619e-10,        -1.475262200813e-10,        +1.966442650341e-10,        +2.076207533972e-10,        -1.184865342129e-06,        -1.237225114345e-06,        -5.734828124359e-10,        -5.957025166359e-10,        +1.828571637083e-10,        +1.931758438056e-10,        -1.177389901569e-06,        -1.229426712684e-06,        -1.101493775718e-09,        -1.147169191120e-09,        +1.652762381414e-10,        +1.747087170044e-10,        -1.148163889548e-06,        -1.198923843772e-06,        +1.463171465281e-09,        +1.521910725677e-09,        +1.643460955542e-09,        +1.717314611578e-09,        -3.360618938993e-07,        -3.511908094685e-07
 2.43503500e+00,        -1.447389279454e-10,        -1.480154386447e-10,        +1.967085269830e-10,        +2.076769187714e-10,        -1.186503852455e-06,        -1.238850296711e-06,        -5.745611487777e-10,        -5.967823845461e-10,        +1.829029425746e-10,        +1.932137087541e-10,        -1.179017424566e-06,        -1.231040972451e-06,        -1.103289190522e-09,        -1.148959764421e-09,        +1.653086674731e-10,        +1.747337498689e-10,        -1.149749633904e-06,        -1.200496612406e-06,        +1.465741229591e-09,        +1.524480489529e-09,        +1.645634793016e-09,        +1.719467231634e-09,        -3.365006226816e-07,        -3.516249797206e-07
 2.43504000e+00,        -1.452231522684e-10,        -1.485059597949e-10,        +1.967729462382e-10,        +2.077332125875e-10,        -1.188146858429e-06,        -1.240479724335e-06,        -5.756424695519e-10,        -5.978650980190e-10,        +1.829488281507e-10,        +1.932516544382e-10,        -1.180649413049e-06,        -1.232659448935e-06,        -1.105089556645e-09,        -1.150755039272e-09,        +1.653411674843e-10,        +1.747588304883e-10,        -1.151339729088e-06,        -1.202073489354e-06,        +1.468318068319e-09,        +1.527056986442e-09,        +1.647814582199e-09,        +1.721625462279e-09,        -3.369405543421e-07,        -3.520602833825e-07
 2.43504500e+00,        -1.457087326914e-10,        -1.489977886406e-10,        +1.968375234456e-10,        +2.077896353476e-10,        -1.189794378554e-06,        -1.242113413850e-06,        -5.767267870392e-10,        -5.989506682097e-10,        +1.829948208784e-10,        +1.932896811669e-10,        -1.182285885399e-06,        -1.234282158657e-06,        -1.106894894468e-09,        -1.152555034090e-09,        +1.653737384581e-10,        +1.747839590454e-10,        -1.152934193007e-06,        -1.203654490713e-06,        +1.470902010580e-09,        +1.529640242806e-09,        +1.650000347587e-09,        +1.723789325496e-09,        -3.373816938320e-07,        -3.524967248948e-07
