        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13]
 1.20e+01,        +3.459059667205e-10,        +3.459059666916e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.009398727545e-12,        +8.700048617481e-03,        +3.979043908850e-12,        +1.150325317284e-02,        +3.009398727545e-12,        +8.700048617481e-03,        +3.979043908850e-12,        +1.150325317284e-02,        +1.324570668243e-12,        +3.829279618393e-03,        +2.594502032034e-12,        +7.500599243341e-03,        +3.411420303109e-10,        +9.862276547157e-01,        +3.363203006517e-10,        +9.722882315921e-01,        +4.299670137987e-13,        +1.243017048463e-03,        +3.012120098994e-12,        +8.707915991746e-03
 1.30e+01,        +3.459059667205e-10,        +3.459059669609e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.645881240719e-13,        +4.758175339743e-04,        +6.465254041865e-12,        +1.869078495138e-02,        +1.645881240719e-13,        +4.758175339743e-04,        +6.465254041865e-12,        +1.869078495138e-02,        +1.616460610097e-13,        +4.673121500107e-04,        +2.774693406957e-12,        +8.021525131049e-03,        +3.455578538529e-10,        +9.989936199399e-01,        +3.357723197284e-10,        +9.707040404028e-01,        +2.187868250981e-14,        +6.325037615639e-05,        +8.936997836810e-13,        +2.583649514731e-03
 1.40e+01,        +3.459059667205e-10,        +3.459059731507e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.385070589272e-11,        +4.004182415248e-02,        +3.605981794209e-13,        +1.042474566531e-03,        +1.385070589272e-11,        +4.004182415248e-02,        +3.605981794209e-13,        +1.042474566531e-03,        +6.814520080298e-12,        +1.970049879424e-02,        +4.424471142560e-13,        +1.279096484591e-03,        +3.200109109090e-10,        +9.251384529242e-01,        +3.449667710713e-10,        +9.972848052583e-01,        +5.229829838445e-12,        +1.511922412911e-02,        +1.361567857529e-13,        +3.936236906020e-04
 1.50e+01,        +3.459059667205e-10,        +3.459059668342e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.017309406457e-16,        +2.317771353431e-06,        +2.262535513861e-16,        +6.540897616102e-07,        +8.017309406457e-16,        +2.317771353431e-06,        +2.262535513861e-16,        +6.540897616102e-07,        +1.484487282352e-15,        +4.291592008159e-06,        +6.512075502928e-16,        +1.882614388681e-06,        +3.459035744389e-10,        +9.999930840119e-01,        +3.459049191375e-10,        +9.999969711517e-01,        +1.060633364453e-16,        +3.066247669875e-07,        +1.702355909853e-16,        +4.921441296410e-07
 1.60e+01,        +3.459059667205e-10,        +3.459059665866e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.017087675051e-16,        +2.317707251789e-06,        +2.263322508182e-16,        +6.543172789173e-07,        +8.017087675051e-16,        +2.317707251789e-06,        +2.263322508182e-16,        +6.543172789173e-07,        +1.485209084476e-15,        +4.293678708572e-06,        +6.514541189376e-16,        +1.883327209895e-06,        +3.459035737489e-10,        +9.999930820169e-01,        +3.459049185318e-10,        +9.999969701165e-01,        +1.060537678347e-16,        +3.065971045257e-07,        +1.702684015612e-16,        +4.922389840262e-07
 1.70e+01,        +3.459059667205e-10,        +3.459059665322e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.619119896590e-14,        +1.913560485627e-04,        +1.232074653332e-13,        +3.561877424908e-04,        +6.619119896590e-14,        +1.913560485627e-04,        +1.232074653332e-13,        +3.561877424908e-04,        +6.924194830765e-14,        +2.001756401144e-04,        +1.937268762866e-13,        +5.600564749686e-04,        +3.457610290422e-10,        +9.995809911011e-01,        +3.454955606953e-10,        +9.988135335131e-01,        +9.504530979600e-15,        +2.747721026530e-05,        +9.347149529460e-14,        +2.702222694557e-04
 1.80e+01,        +3.459059667205e-10,        +3.459059667341e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.616972081676e-14,        +1.912939561122e-04,        +1.231995432728e-13,        +3.561648399304e-04,        +6.616972081676e-14,        +1.912939561122e-04,        +1.231995432728e-13,        +3.561648399304e-04,        +6.922706336498e-14,        +2.001326083540e-04,        +1.937358578616e-13,        +5.600824400074e-04,        +3.457610607065e-10,        +9.995810826411e-01,        +3.454955417822e-10,        +9.988134782530e-01,        +9.509229841492e-15,        +2.749079448282e-05,        +9.348955081660e-14,        +2.702744670735e-04
 1.90e+01,        +3.459059667205e-10,        +3.459059667038e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.336567048658e-17,        +1.253683794406e-07,        +3.571667989462e-15,        +1.032554605374e-05,        +4.336567048658e-17,        +1.253683794406e-07,        +3.571667989462e-15,        +1.032554605374e-05,        +1.495259642760e-16,        +4.322734461438e-07,        +7.953901483689e-15,        +2.299440382449e-05,        +3.459057580415e-10,        +9.999993967175e-01,        +3.458930924145e-10,        +9.999627809564e-01,        +1.578739866448e-17,        +4.564072373241e-08,        +1.348719798752e-15,        +3.899093767028e-06
 2.00e+01,        +3.459059667205e-10,        +3.459059668851e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.180999261581e-17,        +1.208709783535e-07,        +3.572904682925e-15,        +1.032912127853e-05,        +4.180999261581e-17,        +1.208709783535e-07,        +3.572904682925e-15,        +1.032912127853e-05,        +1.489562620036e-16,        +4.306264601789e-07,        +7.957059239156e-15,        +2.300353275432e-05,        +3.459057603656e-10,        +9.999994034365e-01,        +3.458930881122e-10,        +9.999627679942e-01,        +1.558860425765e-17,        +4.506601723424e-08,        +1.348809028443e-15,        +3.899351724370e-06
 2.10e+01,        +3.459059667205e-10,        +3.459059666582e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.226818982332e-16,        +1.221956077372e-06,        +1.023542495668e-16,        +2.959019486008e-07,        +4.226818982332e-16,        +1.221956077372e-06,        +1.023542495668e-16,        +2.959019486008e-07,        +1.995461263444e-16,        +5.768796885358e-07,        +7.845784644777e-17,        +2.268184246885e-07,        +3.459052898459e-10,        +9.999980431832e-01,        +3.459057179912e-10,        +9.999992811141e-01,        +5.464657097060e-17,        +1.579810012782e-07,        +6.785483103717e-17,        +1.961655408628e-07
 2.20e+01,        +3.459059667205e-10,        +3.459059666739e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.711728722487e-16,        +7.839496809485e-07,        +6.491536053108e-17,        +1.876676518630e-07,        +2.711728722487e-16,        +7.839496809485e-07,        +6.491536053108e-17,        +1.876676518630e-07,        +1.383768595673e-16,        +4.000418405014e-07,        +5.329001874597e-17,        +1.540592643093e-07,        +3.459055209262e-10,        +9.999987112271e-01,        +3.459058050554e-10,        +9.999995327678e-01,        +3.624452128377e-17,        +1.047814283963e-07,        +4.341302883172e-17,        +1.255052904961e-07
 2.30e+01,        +3.459059667205e-10,        +3.459059665861e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.477144013959e-12,        +2.450707657440e-02,        +2.038789691771e-12,        +5.894057601528e-03,        +8.477144013959e-12,        +2.450707657440e-02,        +2.038789691771e-12,        +5.894057601528e-03,        +3.447296728847e-12,        +9.965993826386e-03,        +1.393460447920e-12,        +4.028437154968e-03,        +3.328609762565e-10,        +9.622874661929e-01,        +3.411011813362e-10,        +9.861095623839e-01,        +1.120549721209e-12,        +3.239463406292e-03,        +1.372535110214e-12,        +3.967942859615e-03
 2.40e+01,        +3.459059667205e-10,        +3.459059664972e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.477472270824e-12,        +2.450802555156e-02,        +2.038862748192e-12,        +5.894268806169e-03,        +8.477472270824e-12,        +2.450802555156e-02,        +2.038862748192e-12,        +5.894268806169e-03,        +3.447446725155e-12,        +9.966427459579e-03,        +1.393479082575e-12,        +4.028491028027e-03,        +3.328603512887e-10,        +9.622856594368e-01,        +3.411011714355e-10,        +9.861095340150e-01,        +1.120696435768e-12,        +3.239887552080e-03,        +1.372453230854e-12,        +3.967706150755e-03
 2.50e+01,        +3.459059667205e-10,        +3.459059637051e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +7.645646764476e-12,        +2.210325203975e-02,        +2.824376748586e-13,        +8.165157716085e-04,        +7.645646764476e-12,        +2.210325203975e-02,        +2.824376748586e-13,        +8.165157716085e-04,        +4.853514261808e-12,        +1.403131119079e-02,        +4.424121852726e-13,        +1.278995541256e-03,        +3.276908786071e-10,        +9.473409253789e-01,        +3.449668372831e-10,        +9.972850239066e-01,        +5.715927087128e-12,        +1.652451139054e-02,        +2.142765618984e-13,        +6.194647805526e-04
 2.60e+01,        +3.459059667205e-10,        +3.459059672263e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +7.334342265399e-13,        +2.120328346728e-03,        +8.633085783842e-12,        +2.495789781561e-02,        +7.334342265399e-13,        +2.120328346728e-03,        +8.633085783842e-12,        +2.495789781561e-02,        +8.844891614116e-13,        +2.557021984320e-03,        +4.062702751344e-12,        +1.174510744617e-02,        +3.440110850959e-10,        +9.945219747361e-01,        +3.299500686328e-10,        +9.538721499329e-01,        +2.769582366776e-13,        +8.006749328535e-04,        +3.260110058338e-12,        +9.424844805310e-03
 2.70e+01,        +3.459059667205e-10,        +3.459059666637e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +7.334347905454e-13,        +2.120329977245e-03,        +8.632965505764e-12,        +2.495755013720e-02,        +7.334347905454e-13,        +2.120329977245e-03,        +8.632965505764e-12,        +2.495755013720e-02,        +8.845347214114e-13,        +2.557153696415e-03,        +4.062759048996e-12,        +1.174527021948e-02,        +3.440109864410e-10,        +9.945216895289e-01,        +3.299497958201e-10,        +9.538713627942e-01,        +2.770107675390e-13,        +8.008267974252e-04,        +3.260446288783e-12,        +9.425816849102e-03
