        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13]
 1.00e+00,        +3.459059667205e-10,        +3.459059667701e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.199126770409e-12,        +1.792142190892e-02,        +3.020625806213e-14,        +8.732505641398e-05,        +6.199126770409e-12,        +1.792142190892e-02,        +3.020625806213e-14,        +8.732505641398e-05,        +3.235971309088e-12,        +9.355060682440e-03,        +3.790490891280e-14,        +1.095815410955e-04,        +3.341302222293e-10,        +9.659568043800e-01,        +3.458264504212e-10,        +9.997701214880e-01,        +2.340646411678e-12,        +6.766713028600e-03,        +1.140518197325e-14,        +3.297191453431e-05
 2.00e+00,        +3.459059667205e-10,        +3.459059666711e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.261500406549e-13,        +3.646946071815e-04,        +5.073708957837e-12,        +1.466788505172e-02,        +1.261500406549e-13,        +3.646946071815e-04,        +5.073708957837e-12,        +1.466788505172e-02,        +1.570316633598e-13,        +4.539721151634e-04,        +2.593809445993e-12,        +7.498597005871e-03,        +3.455751537188e-10,        +9.990436331444e-01,        +3.363226716448e-10,        +9.722950860937e-01,        +4.763129769559e-14,        +1.377001332101e-04,        +1.915776622485e-12,        +5.538431848751e-03
 3.00e+00,        +3.459059667205e-10,        +3.459059665987e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.261535164726e-13,        +3.647046556285e-04,        +5.073925327853e-12,        +1.466851057166e-02,        +1.261535164726e-13,        +3.647046556285e-04,        +5.073925327853e-12,        +1.466851057166e-02,        +1.570362031410e-13,        +4.539852394853e-04,        +2.593875118164e-12,        +7.498786863002e-03,        +3.455751441522e-10,        +9.990436054879e-01,        +3.363224278657e-10,        +9.722943815417e-01,        +4.763284867487e-14,        +1.377046170278e-04,        +1.915738287029e-12,        +5.538321023677e-03
 4.00e+00,        +3.459059667205e-10,        +3.459059668755e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.276543601925e-12,        +1.236331261490e-02,        +2.206739238579e-12,        +6.379592865980e-03,        +4.276543601925e-12,        +1.236331261490e-02,        +2.206739238579e-12,        +6.379592865980e-03,        +1.845039068555e-12,        +5.333932473175e-03,        +1.480714754962e-12,        +4.280685783878e-03,        +3.392190995530e-10,        +9.806685405548e-01,        +3.405472193312e-10,        +9.845080800640e-01,        +5.652844970377e-13,        +1.634214357148e-03,        +1.671293550688e-12,        +4.831641286168e-03
 5.00e+00,        +3.459059667205e-10,        +3.459059668169e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.276583803118e-12,        +1.236342883491e-02,        +2.206721934638e-12,        +6.379542842076e-03,        +4.276583803118e-12,        +1.236342883491e-02,        +2.206721934638e-12,        +6.379542842076e-03,        +1.845060575753e-12,        +5.333994649602e-03,        +1.480733962748e-12,        +4.280741313525e-03,        +3.392190214323e-10,        +9.806683147110e-01,        +3.405471496010e-10,        +9.845078786434e-01,        +5.653009093557e-13,        +1.634261804488e-03,        +1.671361318519e-12,        +4.831837201015e-03
 6.00e+00,        +3.459059667205e-10,        +3.459059680088e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.478596074705e-12,        +4.274560767839e-03,        +2.365712822466e-14,        +6.839178971336e-05,        +1.478596074705e-12,        +4.274560767839e-03,        +2.365712822466e-14,        +6.839178971336e-05,        +9.947941451985e-13,        +2.875909180261e-03,        +3.790122758192e-14,        +1.095708981261e-04,        +3.423268193509e-10,        +9.896528313648e-01,        +3.458264595863e-10,        +9.997701444035e-01,        +1.105757149686e-12,        +3.196698687132e-03,        +1.795006678776e-14,        +5.189290861641e-05
 7.00e+00,        +3.459059667205e-10,        +3.459059669082e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.888502843574e-14,        +1.702342084296e-04,        +2.256874162980e-14,        +6.524530880900e-05,        +5.888502843574e-14,        +1.702342084296e-04,        +2.256874162980e-14,        +6.524530880900e-05,        +6.053427383142e-14,        +1.750021094037e-04,        +3.607392064775e-14,        +1.042882288796e-04,        +3.457787653420e-10,        +9.996322660183e-01,        +3.458302799954e-10,        +9.997811922312e-01,        +7.782076178774e-15,        +2.249766389564e-05,        +1.704425054265e-14,        +4.927423107210e-05
 8.00e+00,        +3.459059667205e-10,        +3.459059669833e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.887026418426e-14,        +1.701915255825e-04,        +2.256755369553e-14,        +6.524187452545e-05,        +5.887026418426e-14,        +1.701915255825e-04,        +2.256755369553e-14,        +6.524187452545e-05,        +6.052164254202e-14,        +1.749655928628e-04,        +3.607358865243e-14,        +1.042872690721e-04,        +3.457787918671e-10,        +9.996323427010e-01,        +3.458302807075e-10,        +9.997811940727e-01,        +7.782946704632e-15,        +2.250018055028e-05,        +1.704513350892e-14,        +4.927678368076e-05
 9.00e+00,        +3.459059667205e-10,        +3.459059666585e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.340191965131e-15,        +6.765399242224e-06,        +1.572710038391e-13,        +4.546640387802e-04,        +2.340191965131e-15,        +6.765399242224e-06,        +1.572710038391e-13,        +4.546640387802e-04,        +5.250560938405e-15,        +1.517915689106e-05,        +1.937052908885e-13,        +5.599940722612e-04,        +3.458974924137e-10,        +9.999755011258e-01,        +3.454956065136e-10,        +9.988136656073e-01,        +8.835538448352e-16,        +2.554318022358e-06,        +5.938385017040e-14,        +1.716762816903e-04
 1.00e+01,        +3.459059667205e-10,        +3.459059665109e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.340439087058e-15,        +6.766113661604e-06,        +1.572903320605e-13,        +4.547199160716e-04,        +2.340439087058e-15,        +6.766113661604e-06,        +1.572903320605e-13,        +4.547199160716e-04,        +5.251111985145e-15,        +1.518074994465e-05,        +1.937238924755e-13,        +5.600478489270e-04,        +3.458974915393e-10,        +9.999754985978e-01,        +3.454955669944e-10,        +9.988135517851e-01,        +8.836301508337e-16,        +2.554538619878e-06,        +5.938529194266e-14,        +1.716804498681e-04
 1.10e+01,        +3.459059667205e-10,        +3.459059665980e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.008386388826e-12,        +8.697121987655e-03,        +3.979510529671e-12,        +1.150460215766e-02,        +3.008386388826e-12,        +8.697121987655e-03,        +3.979510529671e-12,        +1.150460215766e-02,        +1.324153876931e-12,        +3.828074691759e-03,        +2.594361777346e-12,        +7.500193774807e-03,        +3.411435926888e-10,        +9.862321714863e-01,        +3.363208573076e-10,        +9.722898411246e-01,        +4.298337659316e-13,        +1.242631834330e-03,        +3.011236983371e-12,        +8.705362942961e-03
