        f (GHz),           Re{E_x[1]} (V/m),           Im{E_x[1]} (V/m),           Re{E_y[1]} (V/m),           Im{E_y[1]} (V/m),           Re{E_z[1]} (V/m),           Im{E_z[1]} (V/m),           Re{E_x[2]} (V/m),           Im{E_x[2]} (V/m),           Re{E_y[2]} (V/m),           Im{E_y[2]} (V/m),           Re{E_z[2]} (V/m),           Im{E_z[2]} (V/m),           Re{E_x[3]} (V/m),           Im{E_x[3]} (V/m),           Re{E_y[3]} (V/m),           Im{E_y[3]} (V/m),           Re{E_z[3]} (V/m),           Im{E_z[3]} (V/m),           Re{E_x[4]} (V/m),           Im{E_x[4]} (V/m),           Re{E_y[4]} (V/m),           Im{E_y[4]} (V/m),           Re{E_z[4]} (V/m),           Im{E_z[4]} (V/m)
 2.40000000e+00,        -9.629410059078e-01,        +8.643088362643e-01,        -5.197041858230e-01,        +4.619298131635e-01,        -1.928999776482e-03,        +1.526662270339e-03,        -1.106602617774e+00,        +9.807923893943e-01,        -2.442623294136e+00,        +2.192890938256e+00,        -6.335160970305e-03,        +5.389999038871e-03,        -1.317334194625e+00,        +1.168821749030e+00,        -5.948186166691e+00,        +5.331679109443e+00,        -1.567639434268e-02,        +1.360081025783e-02,        -1.150028948140e-01,        +9.769684700173e-02,        -1.771886523513e+01,        +1.585036884314e+01,        -4.128910335118e-02,        +3.688441785623e-02
 2.40002500e+00,        -9.631832483820e-01,        +8.645420266765e-01,        -5.205479777097e-01,        +4.626966883133e-01,        -1.931243006743e-03,        +1.528685172735e-03,        -1.106837425747e+00,        +9.810190016013e-01,        -2.444832357957e+00,        +2.194917904801e+00,        -6.338780426120e-03,        +5.393311354487e-03,        -1.317536344512e+00,        +1.169023280015e+00,        -5.952877205006e+00,        +5.335991880639e+00,        -1.568294484842e-02,        +1.360687379071e-02,        -1.141445454725e-01,        +9.693301689608e-02,        -1.773237924881e+01,        +1.586278721562e+01,        -4.134189603496e-02,        +3.693234230972e-02
 2.40005000e+00,        -9.634252461101e-01,        +8.647750126994e-01,        -5.213936391104e-01,        +4.634652697826e-01,        -1.933485196429e-03,        +1.530707365894e-03,        -1.107071994785e+00,        +9.812454162199e-01,        -2.447045055742e+00,        +2.196948216253e+00,        -6.342397993655e-03,        +5.396622287640e-03,        -1.317738267463e+00,        +1.169224623523e+00,        -5.957575082102e+00,        +5.340310973040e+00,        -1.568949253312e-02,        +1.361293527675e-02,        -1.132860392533e-01,        +9.616901867778e-02,        -1.774591128229e+01,        +1.587522229617e+01,        -4.139474269083e-02,        +3.698031728421e-02
 2.40007500e+00,        -9.636669995299e-01,        +8.650077947092e-01,        -5.222411723795e-01,        +4.642355598184e-01,        -1.935726354920e-03,        +1.532728857676e-03,        -1.107306325329e+00,        +9.814716336287e-01,        -2.449261393252e+00,        +2.198981878044e+00,        -6.346013684499e-03,        +5.399931848093e-03,        -1.317939963899e+00,        +1.169425779919e+00,        -5.962279809933e+00,        +5.344636397864e+00,        -1.569603741342e-02,        +1.361899473017e-02,        -1.124273761612e-01,        +9.540485232540e-02,        -1.775946136966e+01,        +1.588767411663e+01,        -4.144764344209e-02,        +3.702834289412e-02
 2.40010000e+00,        -9.639085090778e-01,        +8.652403730813e-01,        -5.230905798808e-01,        +4.650075606764e-01,        -1.937966491580e-03,        +1.534749655943e-03,        -1.107540417818e+00,        +9.816976542048e-01,        -2.451481376266e+00,        +2.201018895626e+00,        -6.349627510226e-03,        +5.403240045608e-03,        -1.318141434241e+00,        +1.169626749562e+00,        -5.966991400485e+00,        +5.348968166361e+00,        -1.570257950596e-02,        +1.362505216517e-02,        -1.115685562005e-01,        +9.464051781755e-02,        -1.777302954508e+01,        +1.590014270893e+01,        -4.150059841232e-02,        +3.707641925410e-02
 2.40012500e+00,        -9.641497751894e-01,        +8.654727481900e-01,        -5.239418639869e-01,        +4.657812746205e-01,        -1.940205615772e-03,        +1.536769768542e-03,        -1.107774272691e+00,        +9.819234783249e-01,        -2.453705010582e+00,        +2.203059274465e+00,        -6.353239482399e-03,        +5.406546889931e-03,        -1.318342678908e+00,        +1.169827532814e+00,        -5.971709865781e+00,        +5.353306289813e+00,        -1.570911882734e-02,        +1.363110759593e-02,        -1.107095793756e-01,        +9.387601513262e-02,        -1.778661584281e+01,        +1.591262810509e+01,        -4.155360772536e-02,        +3.712454647906e-02
 2.40015000e+00,        -9.643907982991e-01,        +8.657049204092e-01,        -5.247950270797e-01,        +4.665567039232e-01,        -1.942443736853e-03,        +1.538789203333e-03,        -1.108007890387e+00,        +9.821491063648e-01,        -2.455932302016e+00,        +2.205103020046e+00,        -6.356849612575e-03,        +5.409852390813e-03,        -1.318543698318e+00,        +1.170028130035e+00,        -5.976435217875e+00,        +5.357650779535e+00,        -1.571565539418e-02,        +1.363716103666e-02,        -1.098504456907e-01,        +9.311134424901e-02,        -1.780022029718e+01,        +1.592513033722e+01,        -4.160667150536e-02,        +3.717272468420e-02
 2.40017500e+00,        -9.646315788402e-01,        +8.659368901113e-01,        -5.256500715506e-01,        +4.673338508654e-01,        -1.944680864169e-03,        +1.540807968156e-03,        -1.108241271341e+00,        +9.823745386991e-01,        -2.458163256401e+00,        +2.207150137868e+00,        -6.360457912293e-03,        +5.413156557989e-03,        -1.318744492888e+00,        +1.170228541583e+00,        -5.981167468858e+00,        +5.362001646871e+00,        -1.572218922305e-02,        +1.364321250151e-02,        -1.089911551499e-01,        +9.234650514493e-02,        -1.781384294263e+01,        +1.593764943748e+01,        -4.165978987672e-02,        +3.722095398496e-02
 2.40020000e+00,        -9.648721172451e-01,        +8.661686576683e-01,        -5.265069997996e-01,        +4.681127177364e-01,        -1.946917007064e-03,        +1.542826070863e-03,        -1.108474415989e+00,        +9.825997757020e-01,        -2.460397879588e+00,        +2.209200633450e+00,        -6.364064393091e-03,        +5.416459401195e-03,        -1.318945063036e+00,        +1.170428767817e+00,        -5.985906630853e+00,        +5.366358903199e+00,        -1.572872033053e-02,        +1.364926200465e-02,        -1.081317077572e-01,        +9.158149779857e-02,        -1.782748381369e+01,        +1.595018543817e+01,        -4.171296296412e-02,        +3.726923449705e-02
 2.40022500e+00,        -9.651124139447e-01,        +8.664002234511e-01,        -5.273658142366e-01,        +4.688933068342e-01,        -1.949152174873e-03,        +1.544843519290e-03,        -1.108707324765e+00,        +9.828248177464e-01,        -2.462636177449e+00,        +2.211254512326e+00,        -6.367669066488e-03,        +5.419760930155e-03,        -1.319145409175e+00,        +1.170628809095e+00,        -5.990652716019e+00,        +5.370722559930e+00,        -1.573524873317e-02,        +1.365530956025e-02,        -1.072721035164e-01,        +9.081632218800e-02,        -1.784114294498e+01,        +1.596273837162e+01,        -4.176619089253e-02,        +3.731756633643e-02
