        f (GHz),         Re{B_x[1]} (Wb/m²),         Im{B_x[1]} (Wb/m²),         Re{B_y[1]} (Wb/m²),         Im{B_y[1]} (Wb/m²),         Re{B_z[1]} (Wb/m²),         Im{B_z[1]} (Wb/m²),         Re{B_x[2]} (Wb/m²),         Im{B_x[2]} (Wb/m²),         Re{B_y[2]} (Wb/m²),         Im{B_y[2]} (Wb/m²),         Re{B_z[2]} (Wb/m²),         Im{B_z[2]} (Wb/m²),         Re{B_x[3]} (Wb/m²),         Im{B_x[3]} (Wb/m²),         Re{B_y[3]} (Wb/m²),         Im{B_y[3]} (Wb/m²),         Re{B_z[3]} (Wb/m²),         Im{B_z[3]} (Wb/m²),         Re{B_x[4]} (Wb/m²),         Im{B_x[4]} (Wb/m²),         Re{B_y[4]} (Wb/m²),         Im{B_y[4]} (Wb/m²),         Re{B_z[4]} (Wb/m²),         Im{B_z[4]} (Wb/m²)
 2.40000000e+00,        +1.065414327903e-10,        +1.230685007142e-10,        +1.038086177402e-10,        +1.190860044834e-10,        -1.034259659097e-07,        -1.155422135755e-07,        +7.004674485778e-11,        +8.200857081832e-11,        +1.026274737699e-10,        +1.177629245185e-10,        -1.031837003977e-07,        -1.152855019948e-07,        +1.753206352825e-11,        +2.270894825748e-11,        +9.578977322217e-11,        +1.100312437535e-10,        -1.014702848644e-07,        -1.134415201428e-07,        -1.860891834509e-10,        -2.081674677266e-10,        +1.875150069026e-10,        +2.105880893187e-10,        -4.477395846475e-08,        -5.011336743613e-08
 2.40002500e+00,        +1.065869423980e-10,        +1.231181490877e-10,        +1.038611210139e-10,        +1.191432972073e-10,        -1.034985392951e-07,        -1.156208895487e-07,        +7.006648260598e-11,        +8.203010284656e-11,        +1.026784918403e-10,        +1.178185983352e-10,        -1.032557722849e-07,        -1.153636362281e-07,        +1.751780388786e-11,        +2.269337060766e-11,        +9.583783805664e-11,        +1.100837781121e-10,        -1.015404690639e-07,        -1.135176387429e-07,        -1.860100870981e-10,        -2.080753826585e-10,        +1.876211890671e-10,        +2.107027115784e-10,        -4.479460144653e-08,        -5.013543768676e-08
 2.40005000e+00,        +1.066323748459e-10,        +1.231677071787e-10,        +1.039135911556e-10,        +1.192005490461e-10,        -1.035712071675e-07,        -1.156996671514e-07,        +7.008610840308e-11,        +8.205150689421e-11,        +1.027294766895e-10,        +1.178742313044e-10,        -1.033279380652e-07,        -1.154418714736e-07,        +1.750339356015e-11,        +2.267762323437e-11,        +9.588587145822e-11,        +1.101362739134e-10,        -1.016107448068e-07,        -1.135938559045e-07,        -1.859308432071e-10,        -2.079831366528e-10,        +1.877275078533e-10,        +2.108174808432e-10,        -4.481526977948e-08,        -5.015753511713e-08
 2.40007500e+00,        +1.066777301804e-10,        +1.232171750486e-10,        +1.039660282470e-10,        +1.192577600960e-10,        -1.036439697107e-07,        -1.157785465796e-07,        +7.010562222906e-11,        +8.207278295231e-11,        +1.027804283947e-10,        +1.179298235172e-10,        -1.034001979207e-07,        -1.155202079261e-07,        +1.748883244358e-11,        +2.266170603651e-11,        +9.593387349861e-11,        +1.101887312423e-10,        -1.016811122704e-07,        -1.136701718174e-07,        -1.858514514950e-10,        -2.078907294050e-10,        +1.878339634946e-10,        +2.109323973613e-10,        -4.483596351296e-08,        -5.017965978002e-08
 2.40010000e+00,        +1.067230084472e-10,        +1.232665527575e-10,        +1.040184323695e-10,        +1.193149304531e-10,        -1.037168271085e-07,        -1.158575280304e-07,        +7.012502406429e-11,        +8.209393101032e-11,        +1.028313470336e-10,        +1.179853750655e-10,        -1.034725520342e-07,        -1.155986457812e-07,        +1.747412043241e-11,        +2.264561891152e-11,        +9.598184424778e-11,        +1.102411501808e-10,        -1.017515716325e-07,        -1.137465866718e-07,        -1.857719116775e-10,        -2.077981606080e-10,        +1.879405562252e-10,        +2.110474613821e-10,        -4.485668269649e-08,        -5.020181172835e-08
 2.40012500e+00,        +1.067682096916e-10,        +1.233158403657e-10,        +1.040708036046e-10,        +1.193720602130e-10,        -1.037897795454e-07,        -1.159366117009e-07,        +7.014431388809e-11,        +8.211495105744e-11,        +1.028822326835e-10,        +1.180408860396e-10,        -1.035450005888e-07,        -1.156771852347e-07,        +1.745925742178e-11,        +2.262936175698e-11,        +9.602978377748e-11,        +1.102935308134e-10,        -1.018221230713e-07,        -1.138231006585e-07,        -1.856922234702e-10,        -2.077054299547e-10,        +1.880472862797e-10,        +2.111626731553e-10,        -4.487742737967e-08,        -5.022399101519e-08
 2.40015000e+00,        +1.068133339587e-10,        +1.233650379325e-10,        +1.041231420334e-10,        +1.194291494718e-10,        -1.038628272065e-07,        -1.160157977891e-07,        +7.016349167958e-11,        +8.213584308251e-11,        +1.029330854213e-10,        +1.180963565313e-10,        -1.036175437681e-07,        -1.157558264829e-07,        +1.744424330594e-11,        +2.261293446912e-11,        +9.607769215715e-11,        +1.103458732232e-10,        -1.018927667655e-07,        -1.138997139688e-07,        -1.856123865874e-10,        -2.076125371376e-10,        +1.881541538936e-10,        +2.112780329317e-10,        -4.489819761229e-08,        -5.024619769373e-08
 2.40017500e+00,        +1.068583812932e-10,        +1.234141455172e-10,        +1.041754477369e-10,        +1.194861983243e-10,        -1.039359702773e-07,        -1.160950864931e-07,        +7.018255741727e-11,        +8.215660707319e-11,        +1.029839053244e-10,        +1.181517866305e-10,        -1.036901817563e-07,        -1.158345697229e-07,        +1.742907797725e-11,        +2.259633694431e-11,        +9.612556945799e-11,        +1.103981774932e-10,        -1.019635028943e-07,        -1.139764267944e-07,        -1.855324007427e-10,        -2.075194818480e-10,        +1.882611593029e-10,        +2.113935409624e-10,        -4.491899344420e-08,        -5.026843181729e-08
 2.40020000e+00,        +1.069033517393e-10,        +1.234631631785e-10,        +1.042277207963e-10,        +1.195432068664e-10,        -1.040092089436e-07,        -1.161744780119e-07,        +7.020151107883e-11,        +8.217724301710e-11,        +1.030346924691e-10,        +1.182071764286e-10,        -1.037629147379e-07,        -1.159134151520e-07,        +1.741376132863e-11,        +2.257956907772e-11,        +9.617341574983e-11,        +1.104504437065e-10,        -1.020343316373e-07,        -1.140532393276e-07,        -1.854522656493e-10,        -2.074262637755e-10,        +1.883683027444e-10,        +2.115091974995e-10,        -4.493981492545e-08,        -5.029069343933e-08
 2.40022500e+00,        +1.069482453409e-10,        +1.235120909747e-10,        +1.042799612918e-10,        +1.196001751922e-10,        -1.040825433919e-07,        -1.162539725449e-07,        +7.022035264167e-11,        +8.219775090056e-11,        +1.030854469325e-10,        +1.182625260155e-10,        -1.038357428981e-07,        -1.159923629682e-07,        +1.739829325282e-11,        +2.256263076209e-11,        +9.622123110354e-11,        +1.105026719453e-10,        -1.021052531747e-07,        -1.141301517611e-07,        -1.853719810189e-10,        -2.073328826104e-10,        +1.884755844554e-10,        +2.116250027958e-10,        -4.496066210615e-08,        -5.031298261347e-08
 2.40025000e+00,        +1.069930621414e-10,        +1.235609289635e-10,        +1.043321693045e-10,        +1.196571033974e-10,        -1.041559738090e-07,        -1.163335702918e-07,        +7.023908208229e-11,        +8.221813071005e-11,        +1.031361687906e-10,        +1.183178354814e-10,        -1.039086664224e-07,        -1.160714133700e-07,        +1.738267363979e-11,        +2.254552189109e-11,        +9.626901558854e-11,        +1.105548622924e-10,        -1.021762676869e-07,        -1.142071642882e-07,        -1.852915465636e-10,        -2.072393380413e-10,        +1.885830046740e-10,        +2.117409571045e-10,        -4.498153503659e-08,        -5.033529939345e-08
 2.40027500e+00,        +1.070378021840e-10,        +1.236096772022e-10,        +1.043843449146e-10,        +1.197139915763e-10,        -1.042295003825e-07,        -1.164132714531e-07,        +7.025769937723e-11,        +8.223838243050e-11,        +1.031868581202e-10,        +1.183731049164e-10,        -1.039816854969e-07,        -1.161505665562e-07,        +1.736690237962e-11,        +2.252824235720e-11,        +9.631676927464e-11,        +1.106070148303e-10,        -1.022473753552e-07,        -1.142842771025e-07,        -1.852109619936e-10,        -2.071456297561e-10,        +1.886905636390e-10,        +2.118570606800e-10,        -4.500243376717e-08,        -5.035764383312e-08
 2.40030000e+00,        +1.070824655115e-10,        +1.236583357477e-10,        +1.044364882022e-10,        +1.197708398233e-10,        -1.043031233002e-07,        -1.164930762297e-07,        +7.027620450171e-11,        +8.225850604687e-11,        +1.032375149971e-10,        +1.184283344096e-10,        -1.040548003081e-07,        -1.162298227265e-07,        +1.735097936247e-11,        +2.251079205205e-11,        +9.636449223192e-11,        +1.106591296411e-10,        -1.023185763610e-07,        -1.143614903985e-07,        -1.851302270187e-10,        -2.070517574422e-10,        +1.887982615898e-10,        +2.119733137769e-10,        -4.502335834842e-08,        -5.038001598653e-08
 2.40032500e+00,        +1.071270521663e-10,        +1.237069046566e-10,        +1.044885992477e-10,        +1.198276482326e-10,        -1.043768427504e-07,        -1.165729848230e-07,        +7.029459743113e-11,        +8.227850154351e-11,        +1.032881394975e-10,        +1.184835240515e-10,        -1.041280110430e-07,        -1.163091820808e-07,        +1.733490447672e-11,        +2.249317086504e-11,        +9.641218452955e-11,        +1.107112068064e-10,        -1.023898708863e-07,        -1.144388043707e-07,        -1.850493413481e-10,        -2.069577207858e-10,        +1.889060987664e-10,        +2.120897166510e-10,        -4.504430883100e-08,        -5.040241590780e-08
 2.40035000e+00,        +1.071715621901e-10,        +1.237553839849e-10,        +1.045406781308e-10,        +1.198844168983e-10,        -1.044506589221e-07,        -1.166529974350e-07,        +7.031287813980e-11,        +8.229836890351e-11,        +1.033387316975e-10,        +1.185386739307e-10,        -1.042013178891e-07,        -1.163886448196e-07,        +1.731867760968e-11,        +2.247537868684e-11,        +9.645984623686e-11,        +1.107632464082e-10,        -1.024612591135e-07,        -1.145162192145e-07,        -1.849683046903e-10,        -2.068635194718e-10,        +1.890140754096e-10,        +2.122062695585e-10,        -4.506528526571e-08,        -5.042484365125e-08
 2.40037500e+00,        +1.072159956247e-10,        +1.238037737881e-10,        +1.045927249315e-10,        +1.199411459144e-10,        -1.045245720046e-07,        -1.167331142682e-07,        +7.033104660182e-11,        +8.231810811017e-11,        +1.033892916726e-10,        +1.185937841371e-10,        -1.042747210345e-07,        -1.164682111440e-07,        +1.730229865004e-11,        +2.245741540548e-11,        +9.650747742385e-11,        +1.108152485282e-10,        -1.025327412257e-07,        -1.145937351257e-07,        -1.848871167524e-10,        -2.067691531857e-10,        +1.891221917609e-10,        +2.123229727565e-10,        -4.508628770347e-08,        -5.044729927130e-08
 2.40040000e+00,        +1.072603525114e-10,        +1.238520741213e-10,        +1.046447397292e-10,        +1.199978353743e-10,        -1.045985821878e-07,        -1.168133355255e-07,        +7.034910279037e-11,        +8.233771914549e-11,        +1.034398194981e-10,        +1.186488547595e-10,        -1.043482206675e-07,        -1.165478812556e-07,        +1.728576748236e-11,        +2.243928091040e-11,        +9.655507815838e-11,        +1.108672132478e-10,        -1.026043174063e-07,        -1.146713523005e-07,        -1.848057772414e-10,        -2.066746216108e-10,        +1.892304480623e-10,        +2.124398265026e-10,        -4.510731619533e-08,        -5.046978282252e-08
 2.40042500e+00,        +1.073046328910e-10,        +1.239002850392e-10,        +1.046967226035e-10,        +1.200544853713e-10,        -1.046726896620e-07,        -1.168936614105e-07,        +7.036704667841e-11,        +8.235720199073e-11,        +1.034903152497e-10,        +1.187038858860e-10,        -1.044218169773e-07,        -1.166276553564e-07,        +1.726908399423e-11,        +2.242097508717e-11,        +9.660264851035e-11,        +1.109191406484e-10,        -1.026759878392e-07,        -1.147490709357e-07,        -1.847242858631e-10,        -2.065799244301e-10,        +1.893388445567e-10,        +2.125568310554e-10,        -4.512837079250e-08,        -5.049229435964e-08
 2.40045000e+00,        +1.073488368039e-10,        +1.239484065960e-10,        +1.047486736338e-10,        +1.201110959991e-10,        -1.047468946181e-07,        -1.169740921273e-07,        +7.038487823821e-11,        +8.237655662733e-11,        +1.035407790025e-10,        +1.187588776058e-10,        -1.044955101533e-07,        -1.167075336491e-07,        +1.725224806866e-11,        +2.240249782356e-11,        +9.665018854836e-11,        +1.109710308108e-10,        -1.027477527087e-07,        -1.148268912287e-07,        -1.846426423228e-10,        -2.064850613256e-10,        +1.894473814876e-10,        +2.126739866740e-10,        -4.514945154628e-08,        -5.051483393749e-08
 2.40047500e+00,        +1.073929642902e-10,        +1.239964388457e-10,        +1.048005928991e-10,        +1.201676673507e-10,        -1.048211972474e-07,        -1.170546278804e-07,        +7.040259744133e-11,        +8.239578303542e-11,        +1.035912108317e-10,        +1.188138300072e-10,        -1.045693003854e-07,        -1.167875163368e-07,        +1.723525959078e-11,        +2.238384900388e-11,        +9.669769834075e-11,        +1.110228838155e-10,        -1.028196121998e-07,        -1.149048133773e-07,        -1.845608463248e-10,        -2.063900319787e-10,        +1.895560590992e-10,        +2.127912936185e-10,        -4.517055850814e-08,        -5.053740161107e-08
 2.40050000e+00,        +1.074370153897e-10,        +1.240443818415e-10,        +1.048524804787e-10,        +1.202241995188e-10,        -1.048955977419e-07,        -1.171352688751e-07,        +7.042020425905e-11,        +8.241488119443e-11,        +1.036416108124e-10,        +1.188687431784e-10,        -1.046431878642e-07,        -1.168676036232e-07,        +1.721811844419e-11,        +2.236502851221e-11,        +9.674517795638e-11,        +1.110746997442e-10,        -1.028915664979e-07,        -1.149828375798e-07,        -1.844788975723e-10,        -2.062948360700e-10,        +1.896648776362e-10,        +2.129087521494e-10,        -4.519169172967e-08,        -5.055999743554e-08
