        f (GHz),           Re{E_x[1]} (V/m),           Im{E_x[1]} (V/m),           Re{E_y[1]} (V/m),           Im{E_y[1]} (V/m),           Re{E_z[1]} (V/m),           Im{E_z[1]} (V/m),           Re{E_x[2]} (V/m),           Im{E_x[2]} (V/m),           Re{E_y[2]} (V/m),           Im{E_y[2]} (V/m),           Re{E_z[2]} (V/m),           Im{E_z[2]} (V/m),           Re{E_x[3]} (V/m),           Im{E_x[3]} (V/m),           Re{E_y[3]} (V/m),           Im{E_y[3]} (V/m),           Re{E_z[3]} (V/m),           Im{E_z[3]} (V/m),           Re{E_x[4]} (V/m),           Im{E_x[4]} (V/m),           Re{E_y[4]} (V/m),           Im{E_y[4]} (V/m),           Re{E_z[4]} (V/m),           Im{E_z[4]} (V/m)
 2.43500000e+00,        -1.141924426503e+00,        +1.077566332126e+00,        -1.701926695559e+01,        +1.631201601597e+01,        -2.099026978369e-02,        +2.010604212634e-02,        -1.302731023131e+00,        +1.229796882547e+00,        -3.825432213632e+01,        +3.664065517286e+01,        -2.811499697960e-02,        +2.685516764064e-02,        -1.486037453554e+00,        +1.402798605073e+00,        -7.682621105720e+01,        +7.356608509393e+01,        -4.866145674422e-02,        +4.638531976838e-02,        +1.170686877993e+00,        -1.107907095262e+00,        -2.125954266993e+02,        +2.035515411020e+02,        -6.954082528609e-01,        +6.659550564877e-01
 2.43500500e+00,        -1.141885550208e+00,        +1.077581156008e+00,        -1.704342955303e+01,        +1.633628737716e+01,        -2.101794493304e-02,        +2.013393653244e-02,        -1.302744413837e+00,        +1.229870045101e+00,        -3.830626539647e+01,        +3.669290891234e+01,        -2.814492550429e-02,        +2.688557979389e-02,        -1.486066366299e+00,        +1.402895565647e+00,        -7.692861139308e+01,        +7.366916248488e+01,        -4.870449981264e-02,        +4.642942533482e-02,        +1.170749861451e+00,        -1.108016891472e+00,        -2.128763288482e+02,        +2.038343889989e+02,        -6.963404418077e-01,        +6.668931691378e-01
 2.43501000e+00,        -1.141846511448e+00,        +1.077595950814e+00,        -1.706765486703e+01,        +1.636062488905e+01,        -2.104569210152e-02,        +2.016190712859e-02,        -1.302757782264e+00,        +1.229943340749e+00,        -3.835834337964e+01,        +3.674530495567e+01,        -2.817493146590e-02,        +2.691607453576e-02,        -1.486095312076e+00,        +1.402992736945e+00,        -7.703127723517e+01,        +7.377252049482e+01,        -4.874765353704e-02,        +4.647364992105e-02,        +1.170812411171e+00,        -1.108126403697e+00,        -2.131579592271e+02,        +2.041180068121e+02,        -6.972750449666e-01,        +6.678338330890e-01
 2.43501500e+00,        -1.141807309582e+00,        +1.077610716413e+00,        -1.709194314143e+01,        +1.638502882176e+01,        -2.107351156924e-02,        +2.018995422593e-02,        -1.302771128315e+00,        +1.230016770024e+00,        -3.841055660962e+01,        +3.679784388384e+01,        -2.820501516557e-02,        +2.694665220349e-02,        -1.486124291003e+00,        +1.403090119815e+00,        -7.713420961575e+01,        +7.387616026947e+01,        -4.879091834760e-02,        +4.651799401292e-02,        +1.170874525407e+00,        -1.108235630712e+00,        -2.134403206674e+02,        +2.044023976852e+02,        -6.982120717243e-01,        +6.687770587581e-01
 2.43502000e+00,        -1.141767943968e+00,        +1.077625452680e+00,        -1.711629462136e+01,        +1.640949944684e+01,        -2.110140361775e-02,        +2.021807813735e-02,        -1.302784451896e+00,        +1.230090333462e+00,        -3.846290561296e+01,        +3.685052628105e+01,        -2.823517690594e-02,        +2.697731313612e-02,        -1.486153303199e+00,        +1.403187715112e+00,        -7.723740957249e+01,        +7.398008296085e+01,        -4.883429467670e-02,        +4.656245809897e-02,        +1.170936202403e+00,        -1.108344571289e+00,        -2.137234160151e+02,        +2.046875647787e+02,        -6.991515315163e-01,        +6.697228566188e-01
 2.43502500e+00,        -1.141728413960e+00,        +1.077640159486e+00,        -1.714070955319e+01,        +1.643403703734e+01,        -2.112936853006e-02,        +2.024627917741e-02,        -1.302797752907e+00,        +1.230164031603e+00,        -3.851539091891e+01,        +3.690335273467e+01,        -2.826541699129e-02,        +2.700805767462e-02,        -1.486182348782e+00,        +1.403285523693e+00,        -7.734087814838e+01,        +7.408428972721e+01,        -4.887778295899e-02,        +4.660704267037e-02,        +1.170997440395e+00,        -1.108453224191e+00,        -2.140072481310e+02,        +2.049735112707e+02,        -7.000934338268e-01,        +6.706712372020e-01
 2.43503000e+00,        -1.141688718908e+00,        +1.077654836699e+00,        -1.716518818460e+01,        +1.645864186781e+01,        -2.115740659066e-02,        +2.027455766240e-02,        -1.302811031253e+00,        +1.230237864990e+00,        -3.856801305947e+01,        +3.695632383529e+01,        -2.829573572741e-02,        +2.703888616176e-02,        -1.486211427870e+00,        +1.403383546422e+00,        -7.744461639193e+01,        +7.418878173318e+01,        -4.892138363136e-02,        +4.665174822100e-02,        +1.171058237608e+00,        -1.108561588174e+00,        -2.142918198910e+02,        +2.052602403562e+02,        -7.010377881898e-01,        +6.716222110962e-01
 2.43503500e+00,        -1.141648858157e+00,        +1.077669484192e+00,        -1.718973076454e+01,        +1.648331421429e+01,        -2.118551808552e-02,        +2.030291391034e-02,        -1.302824286835e+00,        +1.230311834167e+00,        -3.862077256944e+01,        +3.700944017671e+01,        -2.832613342174e-02,        +2.706979894219e-02,        -1.486240540585e+00,        +1.403481784167e+00,        -7.754862535700e+01,        +7.429356014970e+01,        -4.896509713297e-02,        +4.669657524742e-02,        +1.171118592259e+00,        -1.108669661988e+00,        -2.145771341855e+02,        +2.055477552481e+02,        -7.019846041884e-01,        +6.725757889475e-01
 2.43504000e+00,        -1.141608831053e+00,        +1.077684101831e+00,        -1.721433754327e+01,        +1.650805435432e+01,        -2.121370330208e-02,        +2.033134824098e-02,        -1.302837519553e+00,        +1.230385939682e+00,        -3.867366998636e+01,        +3.706270235600e+01,        -2.835661038329e-02,        +2.710079636248e-02,        -1.486269687045e+00,        +1.403580237799e+00,        -7.765290610300e+01,        +7.439862615415e+01,        -4.900892390528e-02,        +4.674152424891e-02,        +1.171178502556e+00,        -1.108777444377e+00,        -2.148631939204e+02,        +2.058360591767e+02,        -7.029338914557e-01,        +6.735319814606e-01
 2.43504500e+00,        -1.141568636934e+00,        +1.077698689486e+00,        -1.723900877234e+01,        +1.653286256699e+01,        -2.124196252931e-02,        +2.035986097585e-02,        -1.302850729308e+00,        +1.230460182087e+00,        -3.872670585061e+01,        +3.711611097349e+01,        -2.838716692270e-02,        +2.713187877105e-02,        -1.486298867372e+00,        +1.403678908195e+00,        -7.775745969488e+01,        +7.450398093037e+01,        -4.905286439205e-02,        +4.678659572748e-02,        +1.171237966697e+00,        -1.108884934075e+00,        -2.151500020165e+02,        +2.061251553899e+02,        -7.038856596755e-01,        +6.744907993987e-01
