        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +4.857197347142e+06,        -4.906060200138e-07
 2.00e+00,        +3.724731411535e+06,        +6.408967053447e-07
 3.00e+00,        +8.717607181400e+03,        +2.812171341982e-04
 4.00e+00,        +7.033425292149e+05,        +3.677221507595e-06
 5.00e+00,        +1.288270424219e+03,        +2.028000176954e-03
 6.00e+00,        +2.984980952422e+10,        +9.178667002320e-11
 7.00e+00,        +2.026193357849e+10,        -1.352422484345e-10
 8.00e+00,        +7.823595315249e+08,        +3.514940859072e-09
