        m,               Re{V[1]} (V),               Im{V[1]} (V)
 1.00e+00,        -1.417379006082e-04,        +9.511527908936e-03
 2.00e+00,        +2.498708468889e-04,        -1.086954492147e-02
 3.00e+00,        +3.844504101152e-02,        -2.244788270533e-01
 4.00e+00,        +1.381076019779e-03,        +2.600641158384e-02
 5.00e+00,        +5.585291543257e-01,        -2.491933011579e-01
 6.00e+00,        +3.811603037937e-06,        +1.300575124320e-04
 7.00e+00,        -4.229763066699e-06,        -1.578819407969e-04
 8.00e+00,        +2.589783287439e-05,        +8.047598725888e-04
