        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.439431057815e+00,        +2.784814806438e-05,        +4.379880221000e+04,        +3.586367009211e-15,        +9.630662584976e-08
 2.00e+00,        +2.598216862493e+00,        +8.052640905104e-05,        +1.613270040450e+04,        +3.179858144115e-15,        +8.539043866760e-08
 3.00e+00,        +2.605655473530e+00,        +6.204593765944e-05,        +2.099779270458e+04,        +2.276280028130e-15,        +6.112617062215e-08
 4.00e+00,        +2.606921284172e+00,        +6.311205889551e-05,        +2.065311551040e+04,        +3.327688432082e-15,        +8.936020551161e-08
 5.00e+00,        +2.701225789534e+00,        +6.350818433886e-05,        +2.126675339880e+04,        +2.311690198733e-15,        +6.207706456254e-08
 6.00e+00,        +2.701446803667e+00,        +6.359572212340e-05,        +2.123921793964e+04,        +3.089961190310e-15,        +8.297639556223e-08
 7.00e+00,        +2.739652832924e+00,        +7.366190086854e-05,        +1.859613179684e+04,        +3.241597854133e-15,        +8.704837995817e-08
 8.00e+00,        +2.739681186860e+00,        +7.360075065207e-05,        +1.861177476844e+04,        +2.619529807499e-15,        +7.034365034221e-08
