        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +1.106565591485e+00,        +8.437928838640e-12,        +6.557092460992e+10,        +1.503969073675e-11,        +7.074219935682e-08
 2.00e+00,        +1.763266877443e+00,        +2.828525040884e-10,        +3.116937011263e+09,        +3.770802258781e-11,        +1.776103019567e-07
 3.00e+00,        +1.763412441695e+00,        -2.720074922302e-10,        +3.241477702024e+09,        +5.274755227945e-11,        +2.484487792574e-07
 4.00e+00,        +1.893984917395e+00,        +7.413201130534e-10,        +1.277440665676e+09,        +4.540780447776e-11,        +2.139516477447e-07
 5.00e+00,        +1.894255262181e+00,        -9.973907596548e-11,        +9.496053797595e+09,        +1.382246783410e-11,        +6.512849501374e-08
 6.00e+00,        +2.023149263588e+00,        -5.818875140831e-10,        +1.738436737877e+09,        +6.511626868854e-11,        +3.069263052933e-07
 7.00e+00,        +2.201314304580e+00,        -1.985761839996e-09,        +5.542745006584e+08,        +8.144609114368e-11,        +3.841067800377e-07
 8.00e+00,        +2.201798209081e+00,        +2.191002413075e-10,        +5.024636659325e+09,        +9.125506672189e-11,        +4.303674186397e-07
 9.00e+00,        +2.363561095065e+00,        -6.166821164261e-10,        +1.916352876229e+09,        +8.410497805580e-11,        +3.968593708112e-07
 1.00e+01,        +2.363791941243e+00,        -5.568994529195e-11,        +2.122278922031e+10,        +1.722312326196e-10,        +8.126942573245e-07
 1.10e+01,        +2.443643127662e+00,        +4.546626875098e-10,        +2.687314348408e+09,        +3.375214679694e-11,        +1.593079717775e-07
 1.20e+01,        +2.444513144794e+00,        -1.286558991488e-09,        +9.500198440052e+08,        +1.011848056621e-10,        +4.775872757874e-07
 1.30e+01,        +2.446608616193e+00,        +4.475039142706e-10,        +2.733617001072e+09,        +5.162672142482e-11,        +2.436773802385e-07
 1.40e+01,        +2.541554435074e+00,        +1.457672810352e-09,        +8.717849496209e+08,        +2.483390201207e-10,        +1.172558862654e-06
 1.50e+01,        +2.571137049433e+00,        -1.997662528231e-12,        +6.435363864261e+11,        +4.681710318895e-11,        +2.210761065527e-07
 1.60e+01,        +2.572064834458e+00,        +4.542491954537e-10,        +2.831116554746e+09,        +1.184920257262e-10,        +5.595358204356e-07
 1.70e+01,        +2.907440821794e+00,        -1.434490187935e-09,        +1.013405614847e+09,        +1.033533529135e-10,        +4.886985159515e-07
 1.80e+01,        +2.908266603598e+00,        -1.481903140907e-09,        +9.812606921860e+08,        +1.757181300542e-10,        +8.308727803333e-07
 1.90e+01,        +2.936842729417e+00,        -9.815793836515e-11,        +1.495978205294e+10,        +4.710251083311e-11,        +2.227483442871e-07
 2.00e+01,        +2.937679884787e+00,        -1.863152525833e-10,        +7.883626928164e+09,        +5.862636670326e-11,        +2.772457844042e-07
 2.10e+01,        +2.978316691353e+00,        +5.227818416207e-10,        +2.848527295937e+09,        +4.433137646842e-11,        +2.096808135098e-07
 2.20e+01,        +2.980066738839e+00,        -3.564459119975e-10,        +4.180250970111e+09,        +5.589168084510e-11,        +2.643613262068e-07
 2.30e+01,        +2.983104863046e+00,        +1.802411746410e-09,        +8.275314641584e+08,        +5.493420545344e-11,        +2.598359798900e-07
 2.40e+01,        +2.984683398254e+00,        +1.629542984505e-09,        +9.158038255617e+08,        +6.884898386012e-11,        +3.256543878112e-07
 2.50e+01,        +3.055673754409e+00,        -8.624042679129e-09,        +1.771601711691e+08,        +1.804868001776e-10,        +8.539638479982e-07
 2.60e+01,        +3.229406274876e+00,        +3.409319756843e-10,        +4.736144605378e+09,        +1.276221690664e-10,        +6.043142360643e-07
 2.70e+01,        +3.232875158933e+00,        -1.984329213671e-10,        +8.146015128587e+09,        +8.287221959182e-11,        +3.924214213008e-07
