        f (GHz),           Re{E_x[1]} (V/m),           Im{E_x[1]} (V/m),           Re{E_y[1]} (V/m),           Im{E_y[1]} (V/m),           Re{E_z[1]} (V/m),           Im{E_z[1]} (V/m),           Re{E_x[2]} (V/m),           Im{E_x[2]} (V/m),           Re{E_y[2]} (V/m),           Im{E_y[2]} (V/m),           Re{E_z[2]} (V/m),           Im{E_z[2]} (V/m),           Re{E_x[3]} (V/m),           Im{E_x[3]} (V/m),           Re{E_y[3]} (V/m),           Im{E_y[3]} (V/m),           Re{E_z[3]} (V/m),           Im{E_z[3]} (V/m),           Re{E_x[4]} (V/m),           Im{E_x[4]} (V/m),           Re{E_y[4]} (V/m),           Im{E_y[4]} (V/m),           Re{E_z[4]} (V/m),           Im{E_z[4]} (V/m)
 2.43500000e+00,        +2.551775196099e+00,        -4.036802001070e-02,        +4.553895167994e+01,        -1.107312316942e+00,        -7.538631751173e-03,        +6.972116642775e-06,        +2.996036239864e+00,        -4.816484693682e-02,        +1.013089857825e+02,        -2.434713470112e+00,        -8.043337355917e-03,        +1.103747072946e-04,        +3.307588480526e+00,        -5.164458993262e-02,        +2.025313859494e+02,        -4.844063197294e+00,        +3.858919955638e-02,        -8.212990197635e-04,        -4.764819663258e+00,        +8.264202224181e-02,        +5.564326234717e+02,        -1.330309012937e+01,        -7.832565416004e-01,        +1.939948751557e-02
 2.43500500e+00,        +2.550932606629e+00,        -4.040804254225e-02,        +4.559003706664e+01,        -1.110234707788e+00,        -7.521180876414e-03,        +6.470629103251e-06,        +2.995178621668e+00,        -4.821756489506e-02,        +1.014177734812e+02,        -2.441048134260e+00,        -8.043100976319e-03,        +1.104410225253e-04,        +3.306398025442e+00,        -5.169652805732e-02,        +2.027449125671e+02,        -4.856591716923e+00,        +3.860505831209e-02,        -8.230457305161e-04,        -4.762195734732e+00,        +8.272748129910e-02,        +5.570184648148e+02,        -1.333745922864e+01,        -7.842341112100e-01,        +1.945218997005e-02
 2.43501000e+00,        +2.550088143717e+00,        -4.044808883854e-02,        +4.564122787992e+01,        -1.113166759596e+00,        -7.503692584814e-03,        +5.966943272745e-06,        +2.994319124449e+00,        -4.827033190425e-02,        +1.015267854280e+02,        -2.447403604532e+00,        -8.042863706615e-03,        +1.105075586626e-04,        +3.305205070951e+00,        -5.174849088872e-02,        +2.029588791138e+02,        -4.869161272821e+00,        +3.862094822841e-02,        -8.247970244361e-04,        -4.759564418918e+00,        +8.281284211006e-02,        +5.576055129045e+02,        -1.337194092831e+01,        -7.852137029010e-01,        +1.950507142047e-02
 2.43501500e+00,        +2.549241801587e+00,        -4.048815879899e-02,        +4.569252444537e+01,        -1.116108513530e+00,        -7.486166760135e-03,        +5.461048764780e-06,        +2.993457742409e+00,        -4.832314794305e-02,        +1.016360223155e+02,        -2.453779969323e+00,        -8.042625543404e-03,        +1.105743166427e-04,        +3.304009609336e+00,        -5.180047826604e-02,        +2.031732869481e+02,        -4.881772039115e+00,        +3.863686940224e-02,        -8.265529188410e-04,        -4.756925692833e+00,        +8.289810350896e-02,        +5.581937714675e+02,        -1.340653570621e+01,        -7.861953229196e-01,        +1.955813263799e-02
 2.43502000e+00,        +2.548393574436e+00,        -4.052825231962e-02,        +4.574392708992e+01,        -1.119060010976e+00,        -7.468603285574e-03,        +4.952935090910e-06,        +2.992594469725e+00,        -4.837601298693e-02,        +1.017454848390e+02,        -2.460177317501e+00,        -8.042386483151e-03,        +1.106412973711e-04,        +3.302811632845e+00,        -5.185249002429e-02,        +2.033881374344e+02,        -4.894424190857e+00,        +3.865282193094e-02,        -8.283134311579e-04,        -4.754279533408e+00,        +8.298326432641e-02,        +5.587832442463e+02,        -1.344124404266e+01,        -7.871789775382e-01,        +1.961137439786e-02
 2.43502500e+00,        +2.547543456435e+00,        -4.056836929460e-02,        +4.579543614183e+01,        -1.122021293540e+00,        -7.451002043877e-03,        +4.442591699445e-06,        +2.991729300548e+00,        -4.842892700983e-02,        +1.018551736969e+02,        -2.466595738403e+00,        -8.042146522319e-03,        +1.107085017543e-04,        +3.301611133693e+00,        -5.190452599605e-02,        +2.036034319426e+02,        -4.907117904023e+00,        +3.866880591223e-02,        -8.300785788990e-04,        -4.751625917477e+00,        +8.306832338666e-02,        +5.593739349988e+02,        -1.347606642056e+01,        -7.881646730548e-01,        +1.966479747943e-02
 2.43503000e+00,        +2.546691441737e+00,        -4.060850961859e-02,        +4.584705193075e+01,        -1.124992403044e+00,        -7.433362917332e-03,        +3.930007997255e-06,        +2.990862229009e+00,        -4.848188998657e-02,        +1.019650895903e+02,        -2.473035321832e+00,        -8.041905657431e-03,        +1.107759307159e-04,        +3.300408104066e+00,        -5.195658601398e-02,        +2.038191718482e+02,        -4.919853355508e+00,        +3.868482144424e-02,        -8.318483796592e-04,        -4.748964821771e+00,        +8.315327950237e-02,        +5.599658474984e+02,        -1.351100332532e+01,        -7.891524157938e-01,        +1.971840266620e-02
 2.43503500e+00,        +2.545837524466e+00,        -4.064867318414e-02,        +4.589877478765e+01,        -1.127973381531e+00,        -7.415685787729e-03,        +3.415173326468e-06,        +2.989993249211e+00,        -4.853490189014e-02,        +1.020752332233e+02,        -2.479496158063e+00,        -8.041663884920e-03,        +1.108435851820e-04,        +3.299202536118e+00,        -5.200866990807e-02,        +2.040353585324e+02,        -4.932630723138e+00,        +3.870086862551e-02,        -8.336228511159e-04,        -4.746296222930e+00,        +8.323813147871e-02,        +5.605589855338e+02,        -1.354605524489e+01,        -7.901422121052e-01,        +1.977219074580e-02
 2.43504000e+00,        +2.544981698724e+00,        -4.068885988297e-02,        +4.595060504491e+01,        -1.130964271267e+00,        -7.397970536340e-03,        +2.898076977471e-06,        +2.989122355236e+00,        -4.858796269311e-02,        +1.021856053027e+02,        -2.485978337852e+00,        -8.041421201241e-03,        +1.109114660898e-04,        +3.297994421966e+00,        -5.206077750704e-02,        +2.042519933822e+02,        -4.945450185679e+00,        +3.871694755499e-02,        -8.354020110286e-04,        -4.743620097499e+00,        +8.332287811163e-02,        +5.611533529097e+02,        -1.358122266981e+01,        -7.911340683657e-01,        +1.982616251009e-02
 2.43504500e+00,        +2.544123958588e+00,        -4.072906960566e-02,        +4.600254303624e+01,        -1.133965114741e+00,        -7.380217043997e-03,        +2.378708163530e-06,        +2.988249541139e+00,        -4.864107236716e-02,        +1.022962065387e+02,        -2.492481952429e+00,        -8.041177602852e-03,        +1.109795743628e-04,        +3.296783753700e+00,        -5.211290863775e-02,        +2.044690777904e+02,        -4.958311922841e+00,        +3.873305833201e-02,        -8.371858772642e-04,        -4.740936421919e+00,        +8.340751818976e-02,        +5.617489534465e+02,        -1.361650609321e+01,        -7.921279909780e-01,        +1.988031875511e-02
