        f (GHz),         Re{B_x[1]} (Wb/m²),         Im{B_x[1]} (Wb/m²),         Re{B_y[1]} (Wb/m²),         Im{B_y[1]} (Wb/m²),         Re{B_z[1]} (Wb/m²),         Im{B_z[1]} (Wb/m²),         Re{B_x[2]} (Wb/m²),         Im{B_x[2]} (Wb/m²),         Re{B_y[2]} (Wb/m²),         Im{B_y[2]} (Wb/m²),         Re{B_z[2]} (Wb/m²),         Im{B_z[2]} (Wb/m²),         Re{B_x[3]} (Wb/m²),         Im{B_x[3]} (Wb/m²),         Re{B_y[3]} (Wb/m²),         Im{B_y[3]} (Wb/m²),         Re{B_z[3]} (Wb/m²),         Im{B_z[3]} (Wb/m²),         Re{B_x[4]} (Wb/m²),         Im{B_x[4]} (Wb/m²),         Re{B_y[4]} (Wb/m²),         Im{B_y[4]} (Wb/m²),         Re{B_z[4]} (Wb/m²),         Im{B_z[4]} (Wb/m²)
 2.43500000e+00,        +1.513736161534e-11,        +4.973931551207e-10,        -4.832526061761e-12,        -2.961302974436e-10,        +7.667946839009e-08,        +3.224222046983e-06,        +4.089227985061e-11,        +1.578692739325e-09,        -6.209465719056e-12,        -3.547795676063e-10,        +7.619167463152e-08,        +3.204138659086e-06,        +7.893276601672e-11,        +3.183088297361e-09,        -4.000143675682e-12,        -2.606441729306e-10,        +7.429529059577e-08,        +3.125258003012e-06,        -1.462850151078e-10,        -5.620412053727e-09,        -6.363388218418e-11,        -2.618172894408e-09,        +2.168264097660e-08,        +9.289559825301e-07
 2.43500500e+00,        +1.518725571566e-11,        +4.984981131499e-10,        -4.836797384798e-12,        -2.960124184680e-10,        +7.687625649856e-08,        +3.227540710071e-06,        +4.100827867787e-11,        +1.580913384616e-09,        -6.217227465912e-12,        -3.547205549953e-10,        +7.638718265301e-08,        +3.207434629762e-06,        +7.914581550350e-11,        +3.186933118671e-09,        -4.002364638776e-12,        -2.604972564101e-10,        +7.448587166190e-08,        +3.128468594658e-06,        -1.466999654810e-10,        -5.628626319292e-09,        -6.380084178875e-11,        -2.621093095316e-09,        +2.173699920173e-08,        +9.298316077762e-07
 2.43501000e+00,        +1.523733272882e-11,        +4.996054185740e-10,        -4.841068103536e-12,        -2.958942467061e-10,        +7.707368669234e-08,        +3.230866207207e-06,        +4.112467619665e-11,        +1.583138675277e-09,        -6.225000023320e-12,        -3.546613706667e-10,        +7.658332849631e-08,        +3.210737387765e-06,        +7.935957947744e-11,        +3.190785928625e-09,        -4.004578823811e-12,        -2.603499883598e-10,        +7.467707429472e-08,        +3.131685797828e-06,        -1.471163613861e-10,        -5.636857541590e-09,        -6.396835242560e-11,        -2.624019274918e-09,        +2.179153166121e-08,        +9.307090350833e-07
 2.43501500e+00,        +1.528759346904e-11,        +5.007150786260e-10,        -4.845338186665e-12,        -2.957757812538e-10,        +7.727176169130e-08,        +3.234198559498e-06,        +4.124147413558e-11,        +1.585368625629e-09,        -6.232783408235e-12,        -3.546020141126e-10,        +7.678011486310e-08,        +3.214046954057e-06,        +7.957406100248e-11,        +3.194646751919e-09,        -4.006786173891e-12,        -2.602023677167e-10,        +7.486890112671e-08,        +3.134909632940e-06,        -1.475342091124e-10,        -5.645105773007e-09,        -6.413641643914e-11,        -2.626951451674e-09,        +2.184623908744e-08,        +9.315882700161e-07
 2.43502000e+00,        +1.533803875587e-11,        +5.018271005926e-10,        -4.849607602657e-12,        -2.956570212060e-10,        +7.747048422966e-08,        +3.237537788138e-06,        +4.135867423349e-11,        +1.587603250095e-09,        -6.240577637293e-12,        -3.545424847847e-10,        +7.697754446928e-08,        +3.217363349687e-06,        +7.978926316098e-11,        +3.198515613333e-09,        -4.008986632802e-12,        -2.600543933848e-10,        +7.506135480423e-08,        +3.138140120497e-06,        -1.479535149836e-10,        -5.653371066144e-09,        -6.430503618629e-11,        -2.629889644122e-09,        +2.190112221669e-08,        +9.324693181626e-07
 2.43502500e+00,        +1.538866941311e-11,        +5.029414917859e-10,        -4.853876319419e-12,        -2.955379656550e-10,        +7.766985705606e-08,        +3.240883914406e-06,        +4.147627823760e-11,        +1.589842563110e-09,        -6.248382727922e-12,        -3.544827821588e-10,        +7.717562004509e-08,        +3.220686595790e-06,        +8.000518904964e-11,        +3.202392537729e-09,        -4.011180142212e-12,        -2.599060642712e-10,        +7.525443798762e-08,        +3.141377281088e-06,        -1.483742853562e-10,        -5.661653473831e-09,        -6.447421403652e-11,        -2.632833870874e-09,        +2.195618178909e-08,        +9.333521851336e-07
 2.43503000e+00,        +1.543948626898e-11,        +5.040582595350e-10,        -4.858144304957e-12,        -2.954186136833e-10,        +7.786988293353e-08,        +3.244236959673e-06,        +4.159428790480e-11,        +1.592086579214e-09,        -6.256198697095e-12,        -3.544229056868e-10,        +7.737434433505e-08,        +3.224016713589e-06,        +8.022184178403e-11,        +3.206277550077e-09,        -4.013366645376e-12,        -2.597573792751e-10,        +7.544815335113e-08,        +3.144621135386e-06,        -1.487965266218e-10,        -5.669953049098e-09,        -6.464395237160e-11,        -2.635784150622e-09,        +2.201141854861e-08,        +9.342368765634e-07
 2.43503500e+00,        +1.549049015593e-11,        +5.051774112157e-10,        -4.862411526797e-12,        -2.952989643745e-10,        +7.807056463959e-08,        +3.247596945394e-06,        +4.171270500157e-11,        +1.594335313005e-09,        -6.264025561591e-12,        -3.543628548460e-10,        +7.757372009809e-08,        +3.227353724394e-06,        +8.043922449304e-11,        +3.210170675470e-09,        -4.015546083372e-12,        -2.596083372944e-10,        +7.564250358303e-08,        +3.147871704148e-06,        -1.492202452049e-10,        -5.678269845197e-09,        -6.481425358589e-11,        -2.638740502131e-09,        +2.206683324314e-08,        +9.351233981091e-07
 2.43504000e+00,        +1.554168191138e-11,        +5.062989542127e-10,        -4.866677952308e-12,        -2.951790168048e-10,        +7.827190496644e-08,        +3.250963893115e-06,        +4.183153130345e-11,        +1.596588779087e-09,        -6.271863338820e-12,        -3.543026290873e-10,        +7.777375010769e-08,        +3.230697649603e-06,        +8.065734032454e-11,        +3.214071939099e-09,        -4.017718397973e-12,        -2.594589372353e-10,        +7.583749138580e-08,        +3.151129008219e-06,        -1.496454475652e-10,        -5.686603915620e-09,        -6.498512008642e-11,        -2.641702944247e-09,        +2.212242662448e-08,        +9.360117554515e-07
 2.43504500e+00,        +1.559306237659e-11,        +5.074228959740e-10,        -4.870943548560e-12,        -2.950587700532e-10,        +7.847390672098e-08,        +3.254337824472e-06,        +4.195076859546e-11,        +1.598846992188e-09,        -6.279712045455e-12,        -3.542422278805e-10,        +7.797443715197e-08,        +3.234048510704e-06,        +8.087619244337e-11,        +3.217981366229e-09,        -4.019883530734e-12,        -2.593091779648e-10,        +7.603311947616e-08,        +3.154393068529e-06,        -1.500721401963e-10,        -5.694955314057e-09,        -6.515655429294e-11,        -2.644671495893e-09,        +2.217819944837e-08,        +9.369019542949e-07
 2.43505000e+00,        +1.564463239844e-11,        +5.085492439445e-10,        -4.875208282376e-12,        -2.949382231874e-10,        +7.867657272491e-08,        +3.257718761188e-06,        +4.207041867254e-11,        +1.601109967082e-09,        -6.287571698413e-12,        -3.541816506629e-10,        +7.817578403372e-08,        +3.237406329271e-06,        +8.109578402841e-11,        +3.221898982279e-09,        -4.022041421558e-12,        -2.591590583794e-10,        +7.622939058514e-08,        +3.157663906094e-06,        -1.505003296271e-10,        -5.703324094431e-09,        -6.532855863799e-11,        -2.647646176070e-09,        +2.223415247453e-08,        +9.377940003670e-07
 2.43505500e+00,        +1.569639282721e-11,        +5.096780056126e-10,        -4.879472120366e-12,        -2.948173752733e-10,        +7.887990581485e-08,        +3.261106725078e-06,        +4.219048333894e-11,        +1.603377718575e-09,        -6.295442315098e-12,        -3.541208969017e-10,        +7.837779357057e-08,        +3.240771126970e-06,        +8.131611827906e-11,        +3.225824812721e-09,        -4.024192011276e-12,        -2.590085773540e-10,        +7.642630745820e-08,        +3.160941542019e-06,        -1.509300224213e-10,        -5.711710310883e-09,        -6.550113556694e-11,        -2.650627003858e-09,        +2.229028646666e-08,        +9.386878994195e-07
 2.43506000e+00,        +1.574834451911e-11,        +5.108091885096e-10,        -4.883735028561e-12,        -2.946962253754e-10,        +7.908390884234e-08,        +3.264501738046e-06,        +4.231096440867e-11,        +1.605650261566e-09,        -6.303323912139e-12,        -3.540599660447e-10,        +7.858046859497e-08,        +3.244142925557e-06,        +8.153719840864e-11,        +3.229758883167e-09,        -4.026335239212e-12,        -2.588577337613e-10,        +7.662387285528e-08,        +3.164225997495e-06,        -1.513612251782e-10,        -5.720114017793e-09,        -6.567428753833e-11,        -2.653613998416e-09,        +2.234660219250e-08,        +9.395836572277e-07
 2.43506500e+00,        +1.580048833337e-11,        +5.119428001912e-10,        -4.887996973230e-12,        -2.945747725537e-10,        +7.928858467416e-08,        +3.267903822091e-06,        +4.243186370518e-11,        +1.607927610990e-09,        -6.311216506972e-12,        -3.539988575346e-10,        +7.878381195446e-08,        +3.247521746877e-06,        +8.175902764985e-11,        +3.233701219315e-09,        -4.028471045817e-12,        -2.587065264637e-10,        +7.682208955099e-08,        +3.167517293803e-06,        -1.517939445315e-10,        -5.728535269756e-09,        -6.584801702341e-11,        -2.656607178984e-09,        +2.240310042382e-08,        +9.404812795913e-07
 2.43507000e+00,        +1.585282513527e-11,        +5.130788482314e-10,        -4.892257919921e-12,        -2.944530158615e-10,        +7.949393619218e-08,        +3.271312999297e-06,        +4.255318306227e-11,        +1.610209781885e-09,        -6.319120116064e-12,        -3.539375708225e-10,        +7.898782651166e-08,        +3.250907612866e-06,        +8.198160925178e-11,        +3.237651847022e-09,        -4.030599369159e-12,        -2.585549543466e-10,        +7.702096033464e-08,        +3.170815452310e-06,        -1.522281871517e-10,        -5.736974121589e-09,        -6.602232650686e-11,        -2.659606564880e-09,        +2.245978193647e-08,        +9.413807723337e-07
 2.43507500e+00,        +1.590535579468e-11,        +5.142173402393e-10,        -4.896517834301e-12,        -2.943309543487e-10,        +7.969996629350e-08,        +3.274729291845e-06,        +4.267492432291e-11,        +1.612496789304e-09,        -6.327034756883e-12,        -3.538761053529e-10,        +7.919251514422e-08,        +3.254300545553e-06,        +8.220494647943e-11,        +3.241610792203e-09,        -4.032720148313e-12,        -2.584030162634e-10,        +7.722048801020e-08,        +3.174120494474e-06,        -1.526639597446e-10,        -5.745430628348e-09,        -6.619721848632e-11,        -2.662612175502e-09,        +2.251664751038e-08,        +9.422821413028e-07
 2.43508000e+00,        +1.595808118576e-11,        +5.153582838881e-10,        -4.900776681253e-12,        -2.942085870663e-10,        +7.990667789075e-08,        +3.278152722007e-06,        +4.279708934096e-11,        +1.614788648384e-09,        -6.334960445995e-12,        -3.538144605661e-10,        +7.939788074528e-08,        +3.257700567057e-06,        +8.242904261841e-11,        +3.245578080832e-09,        -4.034833321417e-12,        -2.582507110438e-10,        +7.742067539672e-08,        +3.177432441841e-06,        -1.531012690528e-10,        -5.753904845307e-09,        -6.637269547311e-11,        -2.665624030333e-09,        +2.257369792964e-08,        +9.431853923711e-07
 2.43508500e+00,        +1.601100218723e-11,        +5.165016868489e-10,        -4.905034425831e-12,        -2.940859130566e-10,        +8.011407391191e-08,        +3.281583312148e-06,        +4.291967997927e-11,        +1.617085374327e-09,        -6.342897200695e-12,        -3.537526359027e-10,        +7.960392622321e-08,        +3.261107699590e-06,        +8.265390096973e-11,        +3.249553739123e-09,        -4.036938826640e-12,        -2.580980375714e-10,        +7.762152532808e-08,        +3.180751316049e-06,        -1.535401218543e-10,        -5.762396827997e-09,        -6.654875999147e-11,        -2.668642148933e-09,        +2.263093398243e-08,        +9.440905314347e-07
 2.43509000e+00,        +1.606411968367e-11,        +5.176475568157e-10,        -4.909291032541e-12,        -2.939629313556e-10,        +8.032215730059e-08,        +3.285021084727e-06,        +4.304269811155e-11,        +1.619386982404e-09,        -6.350845037704e-12,        -3.536906307956e-10,        +7.981065450189e-08,        +3.264521965457e-06,        +8.287952485198e-11,        +3.253537793299e-09,        -4.039036600467e-12,        -2.579449946941e-10,        +7.782304065329e-08,        +3.184077138824e-06,        -1.539805249644e-10,        -5.770906632143e-09,        -6.672541457951e-11,        -2.671666550946e-09,        +2.268835646117e-08,        +9.449975644156e-07
 2.43509500e+00,        +1.611743456273e-11,        +5.187959015539e-10,        -4.913546465977e-12,        -2.938396410022e-10,        +8.053093101600e-08,        +3.288466062294e-06,        +4.316614562046e-11,        +1.621693487934e-09,        -6.358803974339e-12,        -3.536284446862e-10,        +8.001806852072e-08,        +3.267943387056e-06,        +8.310591760253e-11,        +3.257530269709e-09,        -4.041126581271e-12,        -2.577915812179e-10,        +7.802522423646e-08,        +3.187409931983e-06,        -1.544224852349e-10,        -5.779434313723e-09,        -6.690266178831e-11,        -2.674697256095e-09,        +2.274596616241e-08,        +9.459064972594e-07
 2.43510000e+00,        +1.617094771921e-11,        +5.199467288321e-10,        -4.917800689889e-12,        -2.937160410261e-10,        +8.074039803328e-08,        +3.291918267498e-06,        +4.329002440033e-11,        +1.624004906316e-09,        -6.366774027335e-12,        -3.535660770012e-10,        +8.022617123491e-08,        +3.271371986879e-06,        +8.333308257574e-11,        +3.261531194830e-09,        -4.043208704162e-12,        -2.576377960037e-10,        +7.822807895713e-08,        +3.190749717436e-06,        -1.548660095551e-10,        -5.787979928969e-09,        -6.708050418339e-11,        -2.677734284191e-09,        +2.280376388699e-08,        +9.468173359373e-07
 2.43510500e+00,        +1.622466005088e-11,        +5.211000464508e-10,        -4.922053668168e-12,        -2.935921304514e-10,        +8.095056134327e-08,        +3.295377723079e-06,        +4.341433635448e-11,        +1.626321252994e-09,        -6.374755213607e-12,        -3.535035271730e-10,        +8.043496561523e-08,        +3.274807787511e-06,        +8.356102314465e-11,        +3.265540595254e-09,        -4.045282905750e-12,        -2.574836378819e-10,        +7.843160771000e-08,        +3.194096517185e-06,        -1.553111048507e-10,        -5.796543534299e-09,        -6.725894434332e-11,        -2.680777655123e-09,        +2.286175043997e-08,        +9.477300864452e-07
 2.43511000e+00,        +1.627857246137e-11,        +5.222558622644e-10,        -4.926305364248e-12,        -2.934679083063e-10,        +8.116142395293e-08,        +3.298844451875e-06,        +4.353908339749e-11,        +1.628642543513e-09,        -6.382747550206e-12,        -3.534407946247e-10,        +8.064445464854e-08,        +3.278250811633e-06,        +8.378974270107e-11,        +3.269558497666e-09,        -4.047349122264e-12,        -2.573291056741e-10,        +7.863581340540e-08,        +3.197450353321e-06,        -1.557577780865e-10,        -5.805125186420e-09,        -6.743798486084e-11,        -2.683827388867e-09,        +2.291992663071e-08,        +9.486447548043e-07
 2.43511500e+00,        +1.633268585930e-11,        +5.234141841412e-10,        -4.930555741148e-12,        -2.933433736059e-10,        +8.137298888518e-08,        +3.302318476818e-06,        +4.366426745367e-11,        +1.630968793429e-09,        -6.390751053910e-12,        -3.533778787856e-10,        +8.085464133749e-08,        +3.281701082022e-06,        +8.401924465399e-11,        +3.273584928882e-09,        -4.049407288274e-12,        -2.571741982007e-10,        +7.884069896911e-08,        +3.200811248032e-06,        -1.562060362634e-10,        -5.813724942248e-09,        -6.761762834254e-11,        -2.686883505480e-09,        +2.297829327286e-08,        +9.495613470611e-07
 2.43512000e+00,        +1.638700115792e-11,        +5.245750199987e-10,        -4.934804761924e-12,        -2.932185253675e-10,        +8.158525917925e-08,        +3.305799820938e-06,        +4.378989045800e-11,        +1.633300018417e-09,        -6.398765741863e-12,        -3.533147790803e-10,        +8.106552870093e-08,        +3.285158621550e-06,        +8.424953243062e-11,        +3.277619915829e-09,        -4.051457338528e-12,        -2.570189142920e-10,        +7.904626734266e-08,        +3.204179223597e-06,        -1.566558864214e-10,        -5.822342858938e-09,        -6.779787740890e-11,        -2.689946025104e-09,        +2.303685118443e-08,        +9.504798692874e-07
 2.43512500e+00,        +1.644151927554e-11,        +5.257383777650e-10,        -4.939052389107e-12,        -2.930933625982e-10,        +8.179823789044e-08,        +3.309288507360e-06,        +4.391595435564e-11,        +1.635636234179e-09,        -6.406791630961e-12,        -3.532514949230e-10,        +8.127711977372e-08,        +3.288623453183e-06,        +8.448060947715e-11,        +3.281663485480e-09,        -4.053499207636e-12,        -2.568632527264e-10,        +7.925252148315e-08,        +3.207554302388e-06,        -1.571073356381e-10,        -5.830978993891e-09,        -6.797873469438e-11,        -2.693014967968e-09,        +2.309560118775e-08,        +9.514003275805e-07
 2.43513000e+00,        +1.649624113581e-11,        +5.269042654287e-10,        -4.943298585012e-12,        -2.929678843082e-10,        +8.201192809070e-08,        +3.312784559308e-06,        +4.404246110294e-11,        +1.637977456495e-09,        -6.414828738019e-12,        -3.531880257370e-10,        +8.148941760720e-08,        +3.292095599987e-06,        +8.471247925864e-11,        +3.285715665038e-09,        -4.055532829365e-12,        -2.567072123441e-10,        +7.945946436382e-08,        +3.210936506872e-06,        -1.575603910307e-10,        -5.839633404764e-09,        -6.816020284791e-11,        -2.696090354383e-09,        +2.315454410960e-08,        +9.523227280636e-07
 2.43513500e+00,        +1.655116766751e-11,        +5.280726909771e-10,        -4.947543311394e-12,        -2.928420894959e-10,        +8.222633286826e-08,        +3.316288000103e-06,        +4.416941266662e-11,        +1.640323701241e-09,        -6.422877079930e-12,        -3.531243709346e-10,        +8.170242526893e-08,        +3.295575085124e-06,        +8.494514525835e-11,        +3.289776481750e-09,        -4.057558137122e-12,        -2.565507919288e-10,        +7.966709897362e-08,        +3.214325859612e-06,        -1.580150597539e-10,        -5.848306149434e-09,        -6.834228453253e-11,        -2.699172204749e-09,        +2.321368078114e-08,        +9.532470768854e-07
 2.43514000e+00,        +1.660629980406e-11,        +5.292436624710e-10,        -4.951786530120e-12,        -2.927159771620e-10,        +8.244145532810e-08,        +3.319798853165e-06,        +4.429681102380e-11,        +1.642674984309e-09,        -6.430936673870e-12,        -3.530605299249e-10,        +8.191614584308e-08,        +3.299061931853e-06,        +8.517861097893e-11,        +3.293845962980e-09,        -4.059575063932e-12,        -2.563939902774e-10,        +7.987542831774e-08,        +3.217722383265e-06,        -1.584713490021e-10,        -5.856997286038e-09,        -6.852498242548e-11,        -2.702260539548e-09,        +2.327301203799e-08,        +9.541733802207e-07
 2.43514500e+00,        +1.666163848489e-11,        +5.304171879830e-10,        -4.956028202353e-12,        -2.925895462989e-10,        +8.265729859180e-08,        +3.323317142014e-06,        +4.442465816296e-11,        +1.645031321693e-09,        -6.439007536116e-12,        -3.529965021230e-10,        +8.213058243030e-08,        +3.302556163532e-06,        +8.541287994208e-11,        +3.297924136231e-09,        -4.061583542089e-12,        -2.562368061917e-10,        +8.008445541743e-08,        +3.221126100584e-06,        -1.589292660095e-10,        -5.865706872949e-09,        -6.870829921887e-11,        -2.705355379352e-09,        +2.333253872024e-08,        +9.551016442706e-07
