        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13]
 1.10e+01,        +3.651120682687e-10,        +3.651120682313e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.181636010994e-12,        +8.714135432666e-03,        +4.195189894175e-12,        +1.149014305251e-02,        +3.181636010994e-12,        +8.714135432666e-03,        +4.195189894175e-12,        +1.149014305251e-02,        +1.400215535474e-12,        +3.835029453050e-03,        +2.738136765013e-12,        +7.499441961142e-03,        +3.600756378734e-10,        +9.862057958831e-01,        +3.549955136232e-10,        +9.722919194177e-01,        +4.545788487776e-13,        +1.245039231196e-03,        +3.183227948945e-12,        +8.718495568677e-03
 1.20e+01,        +3.651120682687e-10,        +3.651120682831e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.176707975594e-12,        +8.700638109985e-03,        +4.199650558066e-12,        +1.150236029670e-02,        +3.176707975594e-12,        +8.700638109985e-03,        +4.199650558066e-12,        +1.150236029670e-02,        +1.398189658737e-12,        +3.829480809459e-03,        +2.738451025167e-12,        +7.500302682528e-03,        +3.600833305479e-10,        +9.862268652345e-01,        +3.549945559938e-10,        +9.722892964429e-01,        +4.538400864499e-13,        +1.243015846071e-03,        +3.179410706072e-12,        +8.708040577848e-03
 1.30e+01,        +3.651120682687e-10,        +3.651120682373e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.673646789898e-13,        +4.583926238962e-04,        +6.829926083698e-12,        +1.870638271879e-02,        +1.673646789898e-13,        +4.583926238962e-04,        +6.829926083698e-12,        +1.870638271879e-02,        +1.680245992904e-13,        +4.602000697680e-04,        +2.929247037934e-12,        +8.022871038133e-03,        +3.647544973913e-10,        +9.990206544553e-01,        +3.544142084319e-10,        +9.706997912801e-01,        +2.218159908146e-14,        +6.075285099898e-05,        +9.386866838652e-13,        +2.570954962943e-03
 1.40e+01,        +3.651120682687e-10,        +3.651120756029e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.461969164898e-11,        +4.004165547937e-02,        +3.806127842589e-13,        +1.042454658971e-03,        +1.461969164898e-11,        +4.004165547937e-02,        +3.806127842589e-13,        +1.042454658971e-03,        +7.192845837074e-12,        +1.970037821862e-02,        +4.670032257634e-13,        +1.279068146383e-03,        +3.377794044179e-10,        +9.251389745061e-01,        +3.641207473397e-10,        +9.972848658549e-01,        +5.520126364747e-12,        +1.511899179592e-02,        +1.437122532369e-13,        +3.936113397497e-04
 1.50e+01,        +3.651120682687e-10,        +3.651120683082e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.466657171611e-16,        +2.318920109039e-06,        +2.388141210073e-16,        +6.540844352635e-07,        +8.466657171611e-16,        +2.318920109039e-06,        +2.388141210073e-16,        +6.540844352635e-07,        +1.567331062621e-15,        +4.292739678676e-06,        +6.873296258066e-16,        +1.882516863908e-06,        +3.651095422178e-10,        +9.999930814370e-01,        +3.651109625065e-10,        +9.999969713361e-01,        +1.120540634967e-16,        +3.069032037973e-07,        +1.796579849645e-16,        +4.920625762849e-07
 1.60e+01,        +3.651120682687e-10,        +3.651120685137e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.463419165411e-16,        +2.318033256349e-06,        +2.390629289259e-16,        +6.547658911937e-07,        +8.463419165411e-16,        +2.318033256349e-06,        +2.390629289259e-16,        +6.547658911937e-07,        +1.567489916377e-15,        +4.293174760860e-06,        +6.876376961816e-16,        +1.883360632205e-06,        +3.651095424164e-10,        +9.999930819809e-01,        +3.651109621085e-10,        +9.999969696834e-01,        +1.120204346251e-16,        +3.068110981823e-07,        +1.797045518143e-16,        +4.921901172585e-07
 1.70e+01,        +3.651120682687e-10,        +3.651120685758e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.983792931357e-14,        +1.912780633210e-04,        +1.300044681869e-13,        +3.560672992652e-04,        +6.983792931357e-14,        +1.912780633210e-04,        +1.300044681869e-13,        +3.560672992652e-04,        +7.306113901332e-14,        +2.001060643100e-04,        +2.044437267667e-13,        +5.599478745367e-04,        +3.649591362792e-10,        +9.995811368544e-01,        +3.646789594130e-10,        +9.988137637726e-01,        +1.003292109832e-14,        +2.747901800642e-05,        +9.866096785043e-14,        +2.702210535940e-04
 1.80e+01,        +3.651120682687e-10,        +3.651120683216e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.986461234260e-14,        +1.913511450714e-04,        +1.300573165009e-13,        +3.562120449724e-04,        +6.986461234260e-14,        +1.913511450714e-04,        +1.300573165009e-13,        +3.562120449724e-04,        +7.308524485982e-14,        +2.001720874535e-04,        +2.044978085095e-13,        +5.600959986056e-04,        +3.649590857206e-10,        +9.995809983800e-01,        +3.646788444760e-10,        +9.988134496689e-01,        +1.003269086881e-14,        +2.747838743427e-05,        +9.866872055407e-14,        +2.702422875466e-04
 1.90e+01,        +3.651120682687e-10,        +3.651120683120e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.354158757439e-17,        +1.192554050072e-07,        +3.768489171098e-15,        +1.032145880174e-05,        +4.354158757439e-17,        +1.192554050072e-07,        +3.768489171098e-15,        +1.032145880174e-05,        +1.569201947675e-16,        +4.297863817857e-07,        +8.395014790042e-15,        +2.299298083697e-05,        +3.651118514006e-10,        +9.999994060232e-01,        +3.650984808664e-10,        +9.999627855478e-01,        +1.640630490295e-17,        +4.493498388248e-08,        +1.423941641943e-15,        +3.900012531841e-06
 2.00e+01,        +3.651120682687e-10,        +3.651120685545e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.417165497574e-17,        +1.209810872185e-07,        +3.772404353524e-15,        +1.033218202964e-05,        +4.417165497574e-17,        +1.209810872185e-07,        +3.772404353524e-15,        +1.033218202964e-05,        +1.572528057103e-16,        +4.306973649378e-07,        +8.399864644261e-15,        +2.300626401509e-05,        +3.651118504020e-10,        +9.999994032881e-01,        +3.650984730126e-10,        +9.999627633730e-01,        +1.644224647126e-17,        +4.503342370804e-08,        +1.423272914064e-15,        +3.898180960435e-06
 2.10e+01,        +3.651120682687e-10,        +3.651120685991e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.701064842157e-17,        +1.013679131371e-07,        +8.631156722048e-18,        +2.363974643502e-08,        +3.701064842157e-17,        +1.013679131371e-07,        +8.631156722048e-18,        +2.363974643502e-08,        +4.467468374884e-17,        +1.223588252250e-07,        +1.546616287270e-17,        +4.236004285491e-08,        +3.651119814266e-10,        +9.999997621496e-01,        +3.651120385639e-10,        +9.999999177370e-01,        +5.156705344918e-18,        +1.412362338328e-08,        +5.937878277176e-18,        +1.626316626552e-08
 2.20e+01,        +3.651120682687e-10,        +3.651120686199e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.256687901385e-16,        +3.441923756025e-07,        +2.946817564100e-17,        +8.070994681823e-08,        +1.256687901385e-16,        +3.441923756025e-07,        +2.946817564100e-17,        +8.070994681823e-08,        +8.066417750852e-17,        +2.209299130840e-07,        +3.024139041088e-17,        +8.282769322086e-08,        +3.651118452092e-10,        +9.999993890658e-01,        +3.651119874505e-10,        +9.999997776865e-01,        +1.672649554605e-17,        +4.581194926084e-08,        +2.145979232557e-17,        +5.877590518082e-08
 2.30e+01,        +3.651120682687e-10,        +3.651120684335e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.948113378953e-12,        +2.450785431822e-02,        +2.152201348752e-12,        +5.894632182348e-03,        +8.948113378953e-12,        +2.450785431822e-02,        +2.152201348752e-12,        +5.894632182348e-03,        +3.638877781674e-12,        +9.966468100957e-03,        +1.470848475224e-12,        +4.028484956781e-03,        +3.513420907835e-10,        +9.622856139748e-01,        +3.600404835875e-10,        +9.861095118884e-01,        +1.182986324528e-12,        +3.240063606054e-03,        +1.448535021992e-12,        +3.967370972445e-03
 2.40e+01,        +3.651120682687e-10,        +3.651120684149e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.948422142641e-12,        +2.450869998648e-02,        +2.152166386514e-12,        +5.894536425096e-03,        +8.948422142641e-12,        +2.450869998648e-02,        +2.152166386514e-12,        +5.894536425096e-03,        +3.638885796095e-12,        +9.966490051534e-03,        +1.470937006517e-12,        +4.028727434026e-03,        +3.513420450125e-10,        +9.622854886133e-01,        +3.600401371976e-10,        +9.861085632165e-01,        +1.182715317394e-12,        +3.239321348654e-03,        +1.448827824255e-12,        +3.968172924399e-03
 2.50e+01,        +3.651120682687e-10,        +3.651120693004e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.067801724579e-12,        +2.209678185341e-02,        +2.980230623227e-13,        +8.162509195978e-04,        +8.067801724579e-12,        +2.209678185341e-02,        +2.980230623227e-13,        +8.162509195978e-04,        +5.122105224844e-12,        +1.402885763029e-02,        +4.668805241041e-13,        +1.278732102718e-03,        +3.458890089386e-10,        +9.473502494145e-01,        +3.641210042194e-10,        +9.972855866342e-01,        +6.033152380690e-12,        +1.652411110183e-02,        +2.261614945019e-13,        +6.194303434977e-04
 2.60e+01,        +3.651120682687e-10,        +3.651120684008e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +7.742902810805e-13,        +2.120692106268e-03,        +9.114656230313e-12,        +2.496399604164e-02,        +7.742902810805e-13,        +2.120692106268e-03,        +9.114656230313e-12,        +2.496399604164e-02,        +9.337338900216e-13,        +2.557389829510e-03,        +4.288833325569e-12,        +1.174662164511e-02,        +3.631116880134e-10,        +9.945211883443e-01,        +3.482680412723e-10,        +9.538661452572e-01,        +2.923560841506e-13,        +8.007297198827e-04,        +3.440537572556e-12,        +9.423237056026e-03
 2.70e+01,        +3.651120682687e-10,        +3.651120695145e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +7.742249331605e-13,        +2.120513125824e-03,        +9.113210888063e-12,        +2.496003733917e-02,        +7.742249331605e-13,        +2.120513125824e-03,        +9.113210888063e-12,        +2.496003733917e-02,        +9.336891613902e-13,        +2.557267322928e-03,        +4.288543293123e-12,        +1.174582724374e-02,        +3.631117831563e-10,        +9.945214489299e-01,        +3.482691541948e-10,        +9.538691905143e-01,        +2.923710177836e-13,        +8.007706213875e-04,        +3.441161138521e-12,        +9.424944902798e-03
